ac08_id,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share,_frag_pop_share
2008-02-060,4.0,322.0,916.0,716.0,540.0,503.0,37.0,534.0,1062.0,307.0,9.0,997.0,,,110.0,110.0,0.0,110.0,3.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,221.0,6.0,180.0,30.0,0.0,1.0,3.0,4.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,162500.0,162500.0,,0.0,0.0,1.0,1.0,0.0
2008-05-007,2.75,151.0,301.0,286.0,293.0,290.0,3.0,8.0,28.0,13.0,1.0,1800.2,25.9,12.5,767.0,130.0,59.0,218.0,3.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,21.0,0.0,,,,130.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,152300.0,353900.0,,0.0,0.0,1.0,1.0,0.0
2008-05-008,1.0,415.0,1318.0,1081.0,665.0,664.0,1.0,877.0,1321.0,172.0,18.0,1800.2,25.9,12.5,675.0,63.0,0.0,137.0,0.0,0.0,3.0,0.0,3000.0,0.0,0.0,0.0,0.0,750.0,6.0,1.0,70.0,0.0,,,15.0,63.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,300.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,260000.0,165000.0,,0.0,0.0,1.0,1.0,0.0
2008-05-010,1.5,281.0,904.0,764.0,380.0,380.0,0.0,678.0,1784.0,139.0,0.0,1968.1,19.8,8.7,625.0,92.0,32.0,92.0,3.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,160.0,1.0,10.0,49.0,6.0,5.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,887400.0,778600.0,,0.0,0.0,1.0,1.0,0.0
2008-05-015,15.98,821.0,4293.0,3736.0,3120.0,3116.0,4.0,1550.0,497.0,626.0,550.0,2136.7,27.7,14.6,643.0,98.0,0.0,98.0,3.0,0.0,0.0,3.0,100000.0,0.0,0.0,0.0,0.0,510.0,3.0,0.0,109.0,0.0,20.23,0.0,20.23,98.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3382600.0,3223800.0,,0.0,0.0,1.0,1.0,0.0
2008-10-140,25.02,3551.0,19069.0,7073.0,7199.0,6716.0,483.0,16742.0,2493.0,3703.0,1.0,1250.0,36.0,7.0,118.0,56.0,22.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,185.0,10.0,85.0,0.0,0.0,8.0,7.0,15.0,56.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-14-016,1.16,730.0,3687.0,2358.0,1545.0,1441.0,104.0,2743.0,1904.0,3107.0,12.0,,,,20.0,20.0,20.0,196.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,11.0,,15.0,,2.0,10.0,12.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,162500.0,155300.0,,0.0,0.0,1.0,1.0,0.0
2008-14-008,4.67,570.0,2956.0,2002.0,1284.0,1207.0,77.0,2322.0,1924.0,0.0,0.0,,,,16.0,16.0,5.0,232.0,0.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,0.0,,1.0,17.0,7.0,,4.0,3.0,7.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,12.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,23900.0,23900.0,,0.0,0.0,1.0,1.0,0.0
2008-15-028,2.0,348.0,1936.0,1882.0,1196.0,871.0,325.0,1129.0,1296.0,0.0,2319.0,1918.0,28.0,10.0,226.0,226.0,,405.0,0.0,0.0,3.0,0.0,0.0,50000.0,0.0,0.0,0.0,311.0,1.0,6.0,34.0,0.0,,,,226.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,319.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,6229750.0,,,0.0,0.0,1.0,1.0,0.0
2008-19-006,1.46,1172.0,5245.0,3686.0,1954.0,1851.0,103.0,4197.0,2267.0,1324.0,0.0,3115.9,29.8,15.03,725.0,25.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,975.0,0.0,125.0,150.0,0.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,175.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3000.0,3000.0,,0.0,0.0,1.0,1.0,0.0
2008-19-098,1.59,744.0,3286.0,2543.0,977.0,973.0,4.0,2837.0,2916.0,1249.0,0.0,,,,50.0,50.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-19-139,0.74,1728.0,7888.0,5084.0,2590.0,2589.0,1.0,7234.0,2794.0,356.0,1.0,1324.0,40.0,9.0,20.0,15.0,5.0,1.0,3.0,0.0,0.0,3.0,51000.0,0.0,0.0,0.0,0.0,150.0,15.0,45.0,0.0,0.0,5.0,10.0,15.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,350.0,50.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-19-141,3.13,1459.0,6658.0,4630.0,1922.0,1916.0,6.0,5736.0,2994.0,3603.0,0.0,1605.0,40.3,10.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,200.0,200.0,0.0,1.25,2.0,3.25,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-21-014,1.85,1016.0,4002.0,2954.0,1120.0,1119.0,1.0,3479.0,3109.0,444.0,917.0,1739.4,41.5,15.0,372.0,221.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0
2008-21-020,,1056.0,3702.0,2604.0,1295.0,1263.0,32.0,3139.0,2485.0,543.0,1566.0,1280.0,48.5,12.0,166.0,86.0,41.0,57.0,3.0,0.0,0.0,3.0,250000.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,31.0,17.0,8.0,25.0,33.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,63.0,27.0,52.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-21-047,6.11,1335.0,6937.0,5166.0,2091.0,2064.0,27.0,6079.0,2945.0,814.0,102.0,1708.6,31.5,22.1,190.0,120.0,0.0,48.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,175.0,12.0,110.0,37.0,1.0,6.0,30.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,,,,0.0,0.0,1.0,1.0,0.0
2008-22-061,6.34,1271.0,5109.0,3271.0,2330.0,2131.0,199.0,4149.0,1947.0,1074.0,353.0,982.0,32.2,21.1,609.0,18.0,18.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,412.0,4.0,21.0,227.0,0.0,2.5,3.0,5.5,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-27-041,3.94,654.0,2549.0,2227.0,833.0,807.0,26.0,2248.0,2786.0,619.0,929.0,1963.8,35.0,20.0,780.0,100.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,165000.0,0.0,0.0,0.0,543.0,12.0,39.0,512.0,0.0,6.36,12.65,19.01,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,84.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1053200.0,901500.0,,0.0,0.0,1.0,1.0,0.0
2008-27-131,5.6,7893.0,30099.0,27337.0,12296.0,12179.0,117.0,22816.0,3681.0,1239.0,381.0,1912.0,34.0,21.0,61.0,35.0,4.0,1.0,3.0,3.0,0.0,0.0,245000.0,0.0,0.0,0.0,0.0,6156.0,1243.0,727.0,352.0,3.0,13.18,0.0,13.18,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,1.0,4284600.0,4177700.0,,0.0,0.0,1.0,1.0,0.0
2008-28-085,18.38,3077.0,13439.0,7288.0,5579.0,5509.0,70.0,10395.0,1887.0,2701.0,129.0,671.2,,,170.0,91.0,0.0,60.0,0.0,3.0,0.0,3.0,0.0,0.0,3600000.0,0.0,0.0,1956.0,38.0,120.0,270.0,0.0,3.5,1.0,4.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1250.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,683500.0,573500.0,,0.0,0.0,1.0,1.0,0.0
2008-02-003,4.33,3726.0,14718.0,12496.0,5838.0,5662.0,176.0,11356.0,2006.0,3765.0,930.0,1232.4,,,436.0,0.0,0.0,122.0,3.0,0.0,0.0,0.0,0.0,731423.0,0.0,0.0,864570.0,3532.0,56.0,1272.0,730.0,6.0,34.5,0.0,34.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2568.0,900.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,308.0,13.0,3.0,3.0,2.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,2.0,2.0,8.0,0.0,8.0,3476500.0,3476500.0,,0.0,0.0,1.0,1.0,0.0
2008-02-006,4.75,1616.0,6693.0,5380.0,2421.0,2355.0,66.0,5540.0,2352.0,1035.0,12.0,1949.8,,,307.0,63.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,114000.0,0.0,0.0,0.0,1694.0,15.0,541.0,602.0,0.0,7.75,0.0,7.75,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,353.0,400.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,44.0,4.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,10.0,1176900.0,911400.0,,0.0,0.0,1.0,1.0,0.0
