ac08_id,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share,_frag_pop_share
2008-27-230,8.29,20092.0,90596.0,68185.0,29692.0,28566.0,1126.0,82742.0,2897.0,12858.0,662.0,685.0,40.2,12.6,459.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,3735000.0,0.0,0.0,0.0,9075.0,473.0,2341.0,2667.0,0.0,93.77,27.04,120.81,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4115.0,6718.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,186.0,36.0,35.0,23.0,8.0,9.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,7.0,2.0,75.0,1.0,3.0,3.0,2.0,2.0,20.0,1.0,33.0,17740400.0,15674200.0,,0.0,0.0,1.0,1.0,0.0
2008-27-236,18.15,4326.0,20250.0,13386.0,7208.0,6775.0,433.0,18670.0,2756.0,3546.0,274.0,1519.0,47.0,18.0,567.0,70.0,0.0,30.0,0.0,3.0,0.0,3.0,63000.0,0.0,0.0,270000.0,0.0,1570.0,80.0,460.0,600.0,12.0,4.5,12.5,17.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,609.0,60.0,150.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,22.0,10.0,9.0,9.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,24.0,2505200.0,1984200.0,,0.0,0.0,1.0,1.0,0.0
2008-27-237,5.8,10745.0,56813.0,41545.0,16251.0,15889.0,362.0,54202.0,3411.0,13008.0,1010.0,795.0,47.0,18.0,582.0,85.0,0.0,0.0,3.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,4923.0,235.0,1394.0,1563.0,195.0,98.29,47.19,145.48,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2372.0,539.0,500.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,12.0,10.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,2.0,10.0,9.0,12.0,16554300.0,13782400.0,,0.0,0.0,1.0,1.0,0.0
2008-27-246,36.27,16496.0,75530.0,55067.0,25178.0,24708.0,470.0,63632.0,2575.0,12985.0,834.0,659.0,43.7,14.5,403.0,69.0,0.0,0.0,3.0,3.0,0.0,0.0,1854000.0,3178000.0,0.0,0.0,0.0,6512.0,293.0,2249.0,2250.0,178.0,30.28,19.72,50.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,987.0,1114.0,414.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,209.0,31.0,8.0,8.0,6.0,12.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,16.0,115.0,251.0,30330500.0,30120000.0,,0.0,0.0,1.0,1.0,0.0
2008-27-253,68.82,3736.0,17137.0,11376.0,7495.0,6728.0,767.0,13361.0,1986.0,2901.0,60.0,538.0,40.3,16.7,414.0,92.0,0.0,0.0,3.0,0.0,0.0,0.0,570000.0,0.0,0.0,0.0,0.0,1550.0,90.0,725.0,32.0,403.0,10.26,12.28,22.54,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,123.0,49.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,62.0,13.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,7.0,2.0,8.0,4897500.0,4743900.0,,0.0,0.0,1.0,1.0,0.0
2008-27-255,7.16,8195.0,38036.0,29295.0,11917.0,11828.0,89.0,32450.0,2743.0,7519.0,398.0,473.0,31.5,12.8,342.0,67.0,0.0,30.0,3.0,0.0,0.0,0.0,1659290.0,0.0,0.0,0.0,0.0,5042.0,255.0,1600.0,1450.0,18.0,38.08,7.97,46.05,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2191.0,274.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,18.0,15.0,8.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,11.0,2.0,77.0,20382700.0,19418400.0,,0.0,0.0,1.0,1.0,0.0
2008-27-258,83.44,3258.0,14981.0,8792.0,6311.0,6083.0,228.0,11722.0,1927.0,2386.0,32.0,462.0,37.4,13.6,384.0,109.0,30.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,1265.0,60.0,215.0,389.0,425.0,1.92,59.83,61.75,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,44.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,4680300.0,3490500.0,,0.0,0.0,1.0,1.0,0.0
2008-27-261,5.77,1980.0,8768.0,7064.0,3078.0,2874.0,204.0,7101.0,2471.0,1019.0,115.0,1831.0,37.4,13.8,345.0,70.0,0.0,38.0,3.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,2405.0,1.0,100.0,400.0,0.0,2.0,0.0,2.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,50.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,247000.0,232000.0,,0.0,0.0,1.0,1.0,0.0
2008-27-266,10.49,10687.0,49183.0,41321.0,17163.0,16591.0,572.0,39366.0,2373.0,1087.0,429.0,3532.1,31.2,21.0,370.0,0.0,0.0,130.0,3.0,0.0,0.0,0.0,450000.0,1968750.0,0.0,0.0,0.0,8633.0,214.0,2000.0,2221.0,0.0,42.97,28.0,70.97,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11461.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,160.0,20.0,9.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,5.0,4.0,0.0,14.0,0.0,119.0,32763000.0,31162700.0,,0.0,0.0,1.0,1.0,0.0
2008-27-267,6.19,1827.0,8465.0,6972.0,2755.0,2638.0,117.0,7067.0,2679.0,117.0,17.0,3875.0,34.0,28.0,424.0,54.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,1386762.0,0.0,0.0,0.0,1314.0,29.0,307.0,750.0,18.0,16.5,19.17,35.67,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,232.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,4364600.0,4212100.0,,0.0,0.0,1.0,1.0,0.0
2008-27-278,10.0,3287.0,15978.0,11814.0,6526.0,6031.0,495.0,12561.0,2083.0,2608.0,0.0,737.7,33.0,20.0,371.0,13.0,10.0,10.0,3.0,0.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,1848.0,319.0,727.0,410.0,160.0,20.15,7.22,27.37,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,1.0,83.0,7.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,1.0,3.0,3456900.0,3406100.0,,0.0,0.0,1.0,1.0,0.0
2008-27-286,55.27,5944.0,26869.0,20344.0,11533.0,10619.0,914.0,20485.0,1929.0,4000.0,80.0,541.0,30.0,14.0,370.0,55.0,,42.0,3.0,0.0,0.0,0.0,0.0,916800.0,0.0,0.0,0.0,4403.0,929.0,620.0,1200.0,323.0,11.27,3.74,15.01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,956.0,2.0,117.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,17.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,12.0,2.0,9.0,11988000.0,10976200.0,,0.0,0.0,1.0,1.0,0.0
2008-28-005,12.65,2816.0,12419.0,7595.0,4220.0,3833.0,387.0,10754.0,2806.0,1640.0,970.0,1003.2,,,322.0,128.0,0.0,23.0,3.0,0.0,0.0,0.0,340000.0,0.0,0.0,0.0,0.0,2935.0,37.0,380.0,432.0,0.0,6.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,702500.0,587100.0,,0.0,0.0,1.0,1.0,0.0
2008-28-014,8.96,3092.0,15888.0,8552.0,6993.0,6912.0,81.0,12100.0,1751.0,1886.0,457.0,1119.0,,,175.0,57.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,545000.0,0.0,0.0,1500.0,50.0,450.0,426.0,160.0,16.0,15.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,85.0,95.0,206.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1379800.0,1382100.0,,0.0,0.0,1.0,1.0,0.0
2008-28-025,10.36,5577.0,23750.0,13443.0,9307.0,8976.0,331.0,18982.0,2115.0,2421.0,128.0,946.6,,,193.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,818000.0,0.0,0.0,2719.0,74.0,876.0,680.0,28.0,5.0,10.0,15.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,930.0,1500.0,1590.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1284500.0,1572200.0,,0.0,0.0,1.0,1.0,0.0
2008-28-035,2.72,1156.0,5304.0,2490.0,2257.0,2196.0,61.0,4254.0,1937.0,325.0,8.0,1189.0,,,122.0,65.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,95000.0,0.0,597.0,18.0,112.0,176.0,56.0,2.0,8.0,10.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,197700.0,135200.0,,0.0,0.0,1.0,1.0,0.0
2008-28-036,21.18,3415.0,17192.0,9289.0,6753.0,6547.0,206.0,14008.0,2140.0,2659.0,160.0,1592.7,,,86.0,31.0,0.0,54.0,0.0,0.0,0.0,3.0,0.0,0.0,410000.0,0.0,0.0,819.0,60.0,764.0,1560.0,120.0,5.0,2.5,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1500.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,80.0,8.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,2.0,1933300.0,1600000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-075,10.3,4314.0,20944.0,14073.0,7800.0,7745.0,55.0,17426.0,2250.0,2110.0,294.0,746.7,,,86.0,20.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,818000.0,0.0,0.0,0.0,2313.0,109.0,709.0,950.0,137.0,8.0,15.0,23.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3000.0,800.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,50.0,5.0,2.0,6.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,6.0,1889300.0,2140000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-082,,877.0,3036.0,1964.0,1009.0,1009.0,0.0,2622.0,2599.0,578.0,100.0,1021.9,,,228.0,170.0,8.0,143.0,3.0,0.0,0.0,0.0,0.0,0.0,546000.0,0.0,0.0,1100.0,20.0,304.0,500.0,0.0,40.0,0.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,735.0,385.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2008-28-081,7.61,3310.0,16226.0,11032.0,5236.0,5141.0,95.0,13741.0,2673.0,2051.0,109.0,664.3,,,120.0,78.0,0.0,42.0,3.0,0.0,0.0,3.0,90000.0,0.0,0.0,0.0,0.0,1813.0,109.0,645.0,515.0,0.0,8.0,6.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2400.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,1145500.0,898400.0,,0.0,0.0,1.0,1.0,0.0
2008-28-078,36.31,6833.0,32442.0,18889.0,13681.0,13098.0,583.0,25181.0,1923.0,3018.0,1017.0,707.5,,,145.0,66.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,12050000.0,0.0,0.0,0.0,4092.0,159.0,865.0,825.0,12.0,5.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1800.0,1550.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,5.0,0.0,162.0,5.0,10.0,5.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,2.0,1.0,1327000.0,1601000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-088,21.91,12479.0,54917.0,37294.0,20467.0,19980.0,487.0,45412.0,2273.0,6215.0,2843.0,778.2,40.6,32.2,145.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6169.0,156.0,1414.0,1350.0,0.0,11.5,30.0,41.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2892.0,3682.0,850.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,33.0,4.0,237.0,22.0,18.0,15.0,4.0,10.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,7.0,2.0,1.0,1.0,7.0,1.0,13.0,6993100.0,5304000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-090,41.44,6581.0,28065.0,17047.0,12446.0,12282.0,164.0,21414.0,1744.0,4086.0,1817.0,1361.1,42.3,36.2,175.0,92.0,0.0,40.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,610000.0,0.0,4200.0,200.0,0.0,1318.0,0.0,16.0,10.0,26.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,145.0,13.0,7.0,5.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,7.0,2731200.0,2499100.0,,0.0,0.0,1.0,1.0,0.0
2008-28-102,17.61,5303.0,24151.0,14808.0,9984.0,9050.0,934.0,18920.0,2091.0,2794.0,3606.0,1436.8,48.0,25.0,190.0,50.0,0.0,0.0,3.0,0.0,0.0,3.0,210000.0,0.0,0.0,0.0,0.0,3050.0,500.0,0.0,300.0,25.0,,,29.6,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2350.0,2470.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,200.0,6.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,1.0,0.0,3549300.0,3204900.0,,0.0,0.0,1.0,1.0,0.0
2008-28-114,2.5,2921.0,13078.0,8156.0,5047.0,4915.0,132.0,10276.0,2091.0,2992.0,309.0,1806.0,46.0,13.0,294.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0,455000.0,0.0,0.0,0.0,0.0,2380.0,120.0,300.0,655.0,6.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1574.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,60.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,16.0,1583100.0,902200.0,,0.0,0.0,1.0,1.0,0.0
2008-28-129,10.9,5249.0,21125.0,11243.0,8958.0,8460.0,498.0,15790.0,1866.0,2946.0,240.0,1258.2,37.0,24.0,870.0,40.0,0.0,40.0,3.0,0.0,0.0,0.0,2250000.0,0.0,0.0,0.0,0.0,2885.0,70.0,225.0,321.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,602.0,108.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,30.0,7.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,3.0,1077100.0,1046500.0,,0.0,0.0,1.0,1.0,0.0
2008-28-122,9.11,4367.0,17710.0,10998.0,7137.0,6622.0,515.0,13655.0,2062.0,2892.0,591.0,1110.8,30.0,20.0,750.0,56.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,25000.0,0.0,0.0,2750.0,25.0,350.0,445.0,0.0,16.82,1.6,18.42,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,73.0,5.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,967100.0,967100.0,,0.0,0.0,1.0,1.0,0.0
2008-28-128,4.57,2924.0,12131.0,7163.0,4746.0,4527.0,219.0,9539.0,2107.0,2303.0,70.0,664.2,48.3,,850.0,40.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,265000.0,0.0,0.0,2496.0,80.0,560.0,277.0,26.0,4.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,336.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,46.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,6.0,908000.0,778500.0,,0.0,0.0,1.0,1.0,0.0
2008-28-127,5.18,4118.0,17027.0,10637.0,7112.0,6473.0,639.0,13019.0,2011.0,1563.0,43.0,108.2,,20.6,725.0,26.0,0.0,5.0,0.0,0.0,0.0,3.0,2250000.0,0.0,0.0,0.0,0.0,2276.0,50.0,648.0,672.0,5.0,6.5,2.0,8.5,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,400.0,66.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,60.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,1.0,1.0,1641100.0,1538500.0,,0.0,0.0,1.0,1.0,0.0
2008-28-132,19.55,9046.0,37118.0,20503.0,15513.0,15301.0,212.0,27922.0,1825.0,5510.0,1288.0,794.6,,,786.0,53.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6750000.0,0.0,0.0,4500.0,51.0,722.0,695.0,40.0,34.61,1.16,35.77,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,972.0,1295.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,110.0,18.0,5.0,4.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,13.0,5734800.0,5396900.0,,0.0,0.0,1.0,1.0,0.0
2008-28-153,6.09,6091.0,25368.0,16216.0,9071.0,8723.0,348.0,20025.0,2296.0,2586.0,188.0,1054.8,,,578.0,80.0,0.0,30.0,3.0,0.0,0.0,0.0,432000.0,0.0,0.0,0.0,0.0,3548.0,78.0,620.0,850.0,0.0,15.0,12.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,700.0,1500.0,600.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,42.0,9.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,2.0,1500000.0,1450000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-149,23.28,19165.0,73075.0,49038.0,25353.0,25082.0,271.0,59003.0,2352.0,5065.0,116.0,1219.0,,,640.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6300000.0,0.0,0.0,8900.0,250.0,2400.0,1919.0,800.0,55.73,0.8,56.53,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4004.0,1000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,236.0,18.0,5.0,5.0,1.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,5.0,10.0,1.0,4.0,20794000.0,19337400.0,,0.0,0.0,1.0,1.0,0.0
2008-28-152,2.59,4659.0,17934.0,10214.0,7047.0,6763.0,284.0,14194.0,2099.0,5169.0,169.0,930.0,,,573.0,100.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,0.0,2214.0,46.0,266.0,525.0,77.0,20.0,10.0,30.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,750.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,5.0,2190200.0,2174000.0,,0.0,0.0,1.0,1.0,0.0
2008-28-172,4.99,1646.0,6706.0,5115.0,2078.0,2066.0,12.0,5769.0,2792.0,906.0,2068.0,1228.1,44.8,16.8,528.0,89.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,890.0,3.0,1.0,190.0,0.0,4.0,2.0,6.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,301700.0,224200.0,,0.0,0.0,1.0,1.0,0.0
