State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total
ORISSA CODE : S18,Jagatsinghpur NO : 7,632461,600602,1233063,409008,354686,763694
ORISSA CODE : S18,Puri NO : 8,608660,568157,1176817,362959,303977,666936
ORISSA CODE : S18,Bhubaneswar NO : 9,714991,603569,1318560,387917,237434,625351
ORISSA CODE : S18,Aska NO : 10,612968,562897,1175865,300177,185147,485324
ORISSA CODE : S18,Berhampur NO : 11,585540,573928,1159468,331102,249475,580577
ORISSA CODE : S18,Koraput NO : 12,559616,561168,1120784,322109,245381,567490
ORISSA CODE : S18,Nowrangpur NO : 13,543116,542459,1085575,374216,302658,676874
ORISSA CODE : S18,Kalahandi NO : 14,536684,524306,1060990,371702,283037,654739
ORISSA CODE : S18,Phulbani NO : 15,573310,553598,1126908,367585,273456,641041
ORISSA CODE : S18,Bolangir NO : 16,539579,511620,1051199,360354,282407,642761
ORISSA CODE : S18,Sambalpur NO : 17,625610,564734,1190344,412328,290028,702356
ORISSA CODE : S18,Deogarh NO : 18,616884,552047,1168931,397993,292612,690605
ORISSA CODE : S18,Dhenkanal NO : 19,587369,531484,1118853,360771,250290,611061
ORISSA CODE : S18,Sundargarh NO : 20,645819,552538,1198357,365614,265036,630650
ORISSA CODE : S18,Keonjhar NO : 21,559100,532955,1092055,361771,268333,630104
PUNJAB CODE : S19,Gurdaspur NO : 1,573736,548272,1122008,354907,322134,677041
PUNJAB CODE : S19,Amritsar NO : 2,663673,580643,1244316,336629,259907,596536
PUNJAB CODE : S19,Tarn Taran NO : 3,588781,512715,1101496,327013,267930,594943
PUNJAB CODE : S19,Jullundur NO : 4,588768,553322,1142090,306605,261652,568257
PUNJAB CODE : S19,Phillaur NO : 5,600466,543623,1144089,325380,294413,619793
PUNJAB CODE : S19,Hoshiarpur NO : 6,579739,533232,1112971,307370,278531,585901
PUNJAB CODE : S19,Ropar NO : 7,678715,588029,1266744,400621,318349,718970
PUNJAB CODE : S19,Patiala NO : 8,702182,608172,1310354,436454,345340,781794
PUNJAB CODE : S19,Ludhiana NO : 9,794031,677499,1471530,344007,330412,674419
PUNJAB CODE : S19,Sangrur NO : 10,604291,541024,1145315,392483,323699,716182
PUNJAB CODE : S19,Bhatinda NO : 11,646225,571506,1217731,365571,291113,656684
PUNJAB CODE : S19,Faridkot NO : 12,640896,583635,1224531,453350,418405,871755
PUNJAB CODE : S19,Ferozepur NO : 13,632405,581724,1214129,421860,335065,756925
RAJASTHAN CODE : S20,Ganganagar NO : 1,686659,582416,1269075,397251,272781,670032
RAJASTHAN CODE : S20,Bikaner NO : 2,952418,810171,1762589,579446,367236,946682
RAJASTHAN CODE : S20,Churu NO : 3,647271,592465,1239736,387617,298175,685792
RAJASTHAN CODE : S20,Jhunjhunu NO : 4,612970,570214,1183184,402973,271407,674380
RAJASTHAN CODE : S20,Sikar NO : 5,674147,616073,1290220,432004,323198,755202
RAJASTHAN CODE : S20,Jaipur NO : 6,949299,804466,1753765,481655,326924,808579
RAJASTHAN CODE : S20,Dausa NO : 7,668125,593633,1261758,446456,305785,752241
RAJASTHAN CODE : S20,Alwar NO : 8,618391,538306,1156697,388501,231240,619741
RAJASTHAN CODE : S20,Bharatpur NO : 9,573780,486802,1060582,371624,205838,577462
RAJASTHAN CODE : S20,Bayana NO : 10,603926,488696,1092622,352441,146516,498957
RAJASTHAN CODE : S20,Sawai Madhopur NO : 11,632994,544956,1177950,364519,151315,515834
RAJASTHAN CODE : S20,Ajmer NO : 12,570471,536340,1106811,338611,255773,594384
RAJASTHAN CODE : S20,Tonk NO : 13,589033,549445,1138478,331660,214793,546453
RAJASTHAN CODE : S20,Kota NO : 14,640576,578829,1219405,379548,256908,636456
RAJASTHAN CODE : S20,Jhalawar NO : 15,556749,512681,1069430,402546,285503,688049
RAJASTHAN CODE : S20,Banswara NO : 16,598357,583875,1182232,359063,298455,657518
RAJASTHAN CODE : S20,Salumber NO : 17,572552,544763,1117315,328826,248274,577100
RAJASTHAN CODE : S20,Udaipur NO : 18,646492,610396,1256888,390725,319055,709780
RAJASTHAN CODE : S20,Chittorgarh NO : 19,651705,597201,1248906,458712,361962,820674
RAJASTHAN CODE : S20,Bhilwara NO : 20,585487,551463,1136950,358803,248861,607664
RAJASTHAN CODE : S20,Pali NO : 21,556218,524302,1080520,308929,231321,540250
RAJASTHAN CODE : S20,Jalore NO : 22,655442,590163,1245605,384876,269556,654432
RAJASTHAN CODE : S20,Barmer NO : 23,762790,655599,1418389,504461,336898,841359
RAJASTHAN CODE : S20,Jodhpur NO : 24,742403,661447,1403850,422949,240779,663728
RAJASTHAN CODE : S20,Nagaur NO : 25,640960,592571,1233531,419448,291819,711267
SIKKIM CODE : S21,Sikkim NO : 1,132591,122786,255377,106402,102268,208670
TAMIL NADU CODE : S22,Madras North NO : 1,1080102,961239,2041341,502019,391917,893936
TAMIL NADU CODE : S22,Madras Central NO : 2,661128,613939,1275067,336694,281225,617919
TAMIL NADU CODE : S22,Madras South NO : 3,1081335,992795,2074130,514299,422242,936541
TAMIL NADU CODE : S22,Sriperumbudur NO : 4,674426,679432,1353858,397002,347850,744852
TAMIL NADU CODE : S22,Chengalpattu NO : 5,605218,594822,1200040,370953,328958,699911
TAMIL NADU CODE : S22,Arakkonam NO : 6,554579,565464,1120043,384842,357954,742796
TAMIL NADU CODE : S22,Vellore NO : 7,572265,580156,1152421,369540,333099,702639
TAMIL NADU CODE : S22,Tiruppattur NO : 8,569870,575021,1144891,380557,365552,746109
TAMIL NADU CODE : S22,Vandavasi NO : 9,547494,557392,1104886,354723,325269,679992
TAMIL NADU CODE : S22,Tindivanam NO : 10,563881,564861,1128742,367839,327954,695793
TAMIL NADU CODE : S22,Cuddalore NO : 11,568524,567598,1136122,375001,349353,724354
TAMIL NADU CODE : S22,Chidambaram NO : 12,560409,549820,1110229,388033,344961,732994
TAMIL NADU CODE : S22,Dharmapuri NO : 13,621542,605337,1226879,389346,339614,728960
TAMIL NADU CODE : S22,Krishnagiri NO : 14,592578,571112,1163690,377323,320580,697903
TAMIL NADU CODE : S22,Rasipuram NO : 15,576811,584641,1161452,343745,299315,643060
TAMIL NADU CODE : S22,Salem NO : 16,635997,621386,1257383,399638,344296,743934
TAMIL NADU CODE : S22,Tiruchengode NO : 17,770121,756943,1527064,465273,380839,846112
TAMIL NADU CODE : S22,Nilgiris NO : 18,683258,665217,1348475,402965,339762,742727
TAMIL NADU CODE : S22,Gobichettipalayam NO : 19,539069,527293,1066362,350376,292424,642800
TAMIL NADU CODE : S22,Coimbatore NO : 20,816907,754568,1571475,484729,389407,874136
TAMIL NADU CODE : S22,Pollachi NO : 21,541991,532239,1074230,334880,278408,613288
TAMIL NADU CODE : S22,Palani NO : 22,580112,579565,1159677,364314,318539,682853
TAMIL NADU CODE : S22,Dindigul NO : 23,594877,599739,1194616,359882,326595,686477
TAMIL NADU CODE : S22,Madurai NO : 24,729182,700793,1429975,404424,345017,749441
TAMIL NADU CODE : S22,Periyakulam NO : 25,561229,560496,1121725,343163,322661,665824
TAMIL NADU CODE : S22,Karur NO : 26,578779,591803,1170582,382864,353844,736708
TAMIL NADU CODE : S22,Tiruchirappalli NO : 27,624734,621237,1245971,372350,330402,702752
TAMIL NADU CODE : S22,Perambalur NO : 28,529839,534482,1064321,352872,343185,696057
TAMIL NADU CODE : S22,Mayiladuturai NO : 29,523629,506997,1030626,348783,306803,655586
TAMIL NADU CODE : S22,Nagapattinam NO : 30,531978,522688,1054666,363332,332956,696288
TAMIL NADU CODE : S22,Thanjavur NO : 31,523625,526212,1049837,343233,318792,662025
TAMIL NADU CODE : S22,Pudukkottai NO : 32,604865,613432,1218297,402892,378072,780964
TAMIL NADU CODE : S22,Sivaganga NO : 33,553765,563458,1117223,297718,326329,624047
TAMIL NADU CODE : S22,Ramanathapuram NO : 34,551315,563812,1115127,322606,318451,641057
TAMIL NADU CODE : S22,Sivakasi NO : 35,622407,635528,1257935,410396,380355,790751
TAMIL NADU CODE : S22,Tirunelveli NO : 36,556674,565203,1121877,332189,278774,610963
TAMIL NADU CODE : S22,Tenkasi NO : 37,510418,533672,1044090,349442,327910,677352
TAMIL NADU CODE : S22,Tiruchendur NO : 38,507515,533112,1040627,278369,266413,544782
TAMIL NADU CODE : S22,Nagercoil NO : 39,534839,522873,1057712,334219,287641,621860
TRIPURA CODE : S23,Tripura West NO : 1,486631,454660,941291,351149,308259,659408
TRIPURA CODE : S23,Tripura East NO : 2,442968,411796,854764,308643,255733,564376
UTTAR PRADESH CODE : S24,Tehri Garhwal NO : 1,608127,553157,1161284,300744,189787,490531
UTTAR PRADESH CODE : S24,Garhwal NO : 2,507609,529267,1036876,258092,223084,481176
UTTAR PRADESH CODE : S24,Almora NO : 3,459196,506432,965628,235683,168189,403872
UTTAR PRADESH CODE : S24,Nainital NO : 4,742696,625497,1368193,469812,334135,803947
UTTAR PRADESH CODE : S24,Bijnor NO : 5,750940,525493,1276433,419657,291625,711282
UTTAR PRADESH CODE : S24,Amroha NO : 6,684709,537530,1222239,464536,313721,778257
UTTAR PRADESH CODE : S24,Moradabad NO : 7,624912,531260,1156172,384714,263274,647988
UTTAR PRADESH CODE : S24,Rampur NO : 8,715937,606533,1322470,451463,369333,820796
UTTAR PRADESH CODE : S24,Sambhal NO : 9,591837,489584,1081421,374568,254922,629490
UTTAR PRADESH CODE : S24,Budaun NO : 10,613501,495346,1108847,397684,212586,610270
UTTAR PRADESH CODE : S24,Aonla NO : 11,554941,454042,1008983,325786,266520,592306
UTTAR PRADESH CODE : S24,Bareilly NO : 12,623434,510047,1133481,364977,298571,663548
UTTAR PRADESH CODE : S24,Pilibhit NO : 13,592424,546793,1139217,462777,293498,756275
UTTAR PRADESH CODE : S24,Shahjahanpur NO : 14,585314,545538,1130852,448756,235103,683859
UTTAR PRADESH CODE : S24,Kheri NO : 15,683656,576502,1260158,468267,249666,717933
UTTAR PRADESH CODE : S24,Shahabad NO : 16,624515,503988,1128503,414105,235751,649856
UTTAR PRADESH CODE : S24,Sitapur NO : 17,603625,509790,1113415,416447,228418,644865
UTTAR PRADESH CODE : S24,Misrikh NO : 18,597607,492070,1089677,410989,208599,619588
UTTAR PRADESH CODE : S24,Hardoi NO : 19,596434,487460,1083894,378542,181789,560331
UTTAR PRADESH CODE : S24,Lucknow NO : 20,838767,713674,1552441,449232,304729,753961
UTTAR PRADESH CODE : S24,Mohanlalganj NO : 21,623410,526068,1149478,355751,262578,618329
UTTAR PRADESH CODE : S24,Unnao NO : 22,661528,539676,1201204,375735,223768,599503
UTTAR PRADESH CODE : S24,Rae Bareli NO : 23,620404,554144,1174548,391342,304960,696302
UTTAR PRADESH CODE : S24,Pratapgarh NO : 24,654035,535108,1189143,341610,234131,575741
UTTAR PRADESH CODE : S24,Amethi NO : 25,585555,525068,1110623,350999,287179,638178
UTTAR PRADESH CODE : S24,Sultanpur NO : 26,663444,557284,1220728,342139,279955,622094
UTTAR PRADESH CODE : S24,Akbarpur NO : 27,669671,560561,1230232,413207,336243,749450
UTTAR PRADESH CODE : S24,Faizabad NO : 28,667136,561616,1228752,386210,280333,666543
UTTAR PRADESH CODE : S24,Bara Banki NO : 29,585940,503857,1089797,381958,249389,631347
UTTAR PRADESH CODE : S24,Kaiserganj NO : 30,612483,504514,1116997,336202,310336,646538
UTTAR PRADESH CODE : S24,Bahraich NO : 31,673894,552551,1226445,314402,290212,604614
UTTAR PRADESH CODE : S24,Balrampur NO : 32,639031,525855,1164886,390615,287239,677854
UTTAR PRADESH CODE : S24,Gonda NO : 33,637555,521635,1159190,361609,226117,587726
UTTAR PRADESH CODE : S24,Basti NO : 34,649631,531485,1181116,354694,239238,593932
UTTAR PRADESH CODE : S24,Domariaganj NO : 35,632781,513791,1146572,343372,280940,624312
UTTAR PRADESH CODE : S24,Khalilabad NO : 36,668719,547092,1215811,347599,325375,672974
UTTAR PRADESH CODE : S24,Bansgaon NO : 37,718040,561689,1279729,361254,247484,608738
UTTAR PRADESH CODE : S24,Gorakhpur NO : 38,708025,553235,1261260,395068,263403,658471
UTTAR PRADESH CODE : S24,Maharajganj NO : 39,622208,507419,1129627,380635,305328,685963
UTTAR PRADESH CODE : S24,Padrauna NO : 40,665469,544936,1210405,390939,317215,708154
UTTAR PRADESH CODE : S24,Deoria NO : 41,702529,572679,1275208,393850,310860,704710
UTTAR PRADESH CODE : S24,Salempur NO : 42,704741,561122,1265863,371183,276172,647355
UTTAR PRADESH CODE : S24,Ballia NO : 43,735259,552567,1287826,399927,219597,619524
UTTAR PRADESH CODE : S24,Ghosi NO : 44,660042,556014,1216056,377514,308875,686389
UTTAR PRADESH CODE : S24,Azamgarh NO : 45,666861,548400,1215261,363884,297720,661604
UTTAR PRADESH CODE : S24,Lalganj NO : 46,705391,608582,1313973,384022,314198,698220
UTTAR PRADESH CODE : S24,Machhlishahr NO : 47,683349,579853,1263202,342140,320915,663055
UTTAR PRADESH CODE : S24,Jaunpur NO : 48,679713,594732,1274445,365505,337483,702988
UTTAR PRADESH CODE : S24,Saidpur NO : 49,690481,619471,1309952,389210,325450,714660
UTTAR PRADESH CODE : S24,Ghazipur NO : 50,693173,606840,1300013,427030,316044,743074
UTTAR PRADESH CODE : S24,Chandauli NO : 51,751276,589122,1340398,444639,293520,738159
UTTAR PRADESH CODE : S24,Varanasi NO : 52,775024,632820,1407844,348605,285221,633826
UTTAR PRADESH CODE : S24,Robertsganj NO : 53,790929,652558,1443487,463341,291678,755019
UTTAR PRADESH CODE : S24,Mirzapur NO : 54,735603,620414,1356017,475437,306867,782304
UTTAR PRADESH CODE : S24,Phulpur NO : 55,641389,542148,1183537,414600,276373,690973
UTTAR PRADESH CODE : S24,Allahabad NO : 56,791961,618627,1410588,356722,291829,648551
UTTAR PRADESH CODE : S24,Chail NO : 57,720072,590478,1310550,335467,180470,515937
UTTAR PRADESH CODE : S24,Fatehpur NO : 58,646806,524305,1171111,300099,245495,545594
UTTAR PRADESH CODE : S24,Banda NO : 59,642087,515965,1158052,365007,224296,589303
UTTAR PRADESH CODE : S24,Hamirpur NO : 60,582773,474579,1057352,372476,250099,622575
UTTAR PRADESH CODE : S24,Jhansi NO : 61,706444,612740,1319184,460501,302483,762984
UTTAR PRADESH CODE : S24,Jalaun NO : 62,644472,519899,1164371,327440,254362,581802
UTTAR PRADESH CODE : S24,Ghatampur NO : 63,621682,491045,1112727,345979,217173,563152
UTTAR PRADESH CODE : S24,Bilhaur NO : 64,747403,513610,1261013,411288,227483,638771
UTTAR PRADESH CODE : S24,Kanpur NO : 65,842151,575610,1417761,400252,235399,635651
UTTAR PRADESH CODE : S24,Etawah NO : 66,640419,508304,1148723,383613,225155,608768
UTTAR PRADESH CODE : S24,Kannauj NO : 67,641790,515352,1157142,388502,305250,693752
UTTAR PRADESH CODE : S24,Farrukhabad NO : 68,685969,555999,1241968,437568,203074,640642
UTTAR PRADESH CODE : S24,Mainpuri NO : 69,635231,473866,1109097,397783,182301,580084
UTTAR PRADESH CODE : S24,Jalesar NO : 70,627145,495625,1122770,426199,252049,678248
UTTAR PRADESH CODE : S24,Etah NO : 71,570113,466746,1036859,401128,193912,595040
UTTAR PRADESH CODE : S24,Firozabad NO : 72,642209,515471,1157680,364133,219062,583195
UTTAR PRADESH CODE : S24,Agra NO : 73,650276,600002,1250278,354263,288309,642572
UTTAR PRADESH CODE : S24,Mathura NO : 74,663260,513288,1176548,348425,192086,540511
UTTAR PRADESH CODE : S24,Hathras NO : 75,623508,514638,1138146,318400,149158,467558
UTTAR PRADESH CODE : S24,Aligarh NO : 76,689319,563855,1253174,365563,199055,564618
UTTAR PRADESH CODE : S24,Khurja NO : 77,693603,578381,1271984,324592,164614,489206
UTTAR PRADESH CODE : S24,Bulandshahr NO : 78,593320,505014,1098334,322063,177011,499074
UTTAR PRADESH CODE : S24,Hapur NO : 79,874094,694003,1568097,457870,278969,736839
UTTAR PRADESH CODE : S24,Meerut NO : 80,696278,573176,1269454,393335,362940,756275
UTTAR PRADESH CODE : S24,Baghpat NO : 81,724810,596246,1321056,392490,362031,754521
UTTAR PRADESH CODE : S24,Muzaffarnagar NO : 82,669565,547842,1217407,422740,268807,691547
UTTAR PRADESH CODE : S24,Kairana NO : 83,604827,494676,1099503,424252,275813,700065
UTTAR PRADESH CODE : S24,Saharanpur NO : 84,694097,567799,1261896,457469,321336,778805
UTTAR PRADESH CODE : S24,Hardwar NO : 85,644267,539503,1183770,407946,265617,673563
WEST BENGAL CODE : S25,Cooch Behar NO : 1,572022,544501,1116523,463329,439158,902487
WEST BENGAL CODE : S25,Alipurduars NO : 2,538544,500833,1039377,411007,366578,777585
WEST BENGAL CODE : S25,Jalpaiguri NO : 3,576482,525416,1101898,451574,392649,844223
WEST BENGAL CODE : S25,Darjeeling NO : 4,663994,612759,1276753,319740,270283,590023
WEST BENGAL CODE : S25,Raiganj NO : 5,585996,558671,1144667,467360,418048,885408
WEST BENGAL CODE : S25,Balurghat NO : 6,571210,536258,1107468,470472,380961,851433
WEST BENGAL CODE : S25,Malda NO : 7,533130,514149,1047279,424972,394798,819770
WEST BENGAL CODE : S25,Jangipur NO : 8,540268,546935,1087203,406128,379669,785797
WEST BENGAL CODE : S25,Murshidabad NO : 9,596126,576704,1172830,450552,385568,836120
WEST BENGAL CODE : S25,Berhampore NO : 10,615791,596763,1212554,496778,440868,937646
WEST BENGAL CODE : S25,Krishnagar NO : 11,562584,521865,1084449,456102,389387,845489
WEST BENGAL CODE : S25,Nabadwip NO : 12,685703,634655,1320358,541962,472417,1014379
WEST BENGAL CODE : S25,Barasat NO : 13,695738,607479,1303217,562210,481380,1043590
WEST BENGAL CODE : S25,Basirhat NO : 14,548768,522366,1071134,444877,421958,866835
WEST BENGAL CODE : S25,Joynagar NO : 15,570619,546239,1116858,414605,401310,815915
WEST BENGAL CODE : S25,Mathurapur NO : 16,546879,529851,1076730,449045,379841,828886
WEST BENGAL CODE : S25,Diamond Harbour NO : 17,609799,527080,1136879,445217,412992,858209
WEST BENGAL CODE : S25,Jadavpur NO : 18,755020,648393,1403413,550321,454965,1005286
WEST BENGAL CODE : S25,Barrackpore NO : 19,576311,463909,1040220,469731,375458,845189
WEST BENGAL CODE : S25,Dum Dum NO : 20,850769,747275,1598044,644190,565736,1209926
WEST BENGAL CODE : S25,Calcutta North West NO : 21,443341,260668,704009,290435,153608,444043
WEST BENGAL CODE : S25,Calcutta North East NO : 22,544033,380580,924613,394297,264443,658740
WEST BENGAL CODE : S25,Calcutta South NO : 23,664106,538501,1202607,463736,341532,805268
WEST BENGAL CODE : S25,Howrah NO : 24,777278,604682,1381960,582159,413263,995422
WEST BENGAL CODE : S25,Uluberia NO : 25,564581,536484,1101065,452265,366650,818915
WEST BENGAL CODE : S25,Serampore NO : 26,698904,626471,1325375,501614,424381,925995
WEST BENGAL CODE : S25,Hooghly NO : 27,598178,562692,1160870,496817,434014,930831
WEST BENGAL CODE : S25,Arambagh NO : 28,583228,560179,1143407,521011,423397,944408
WEST BENGAL CODE : S25,Panskura NO : 29,496917,490038,986955,418877,405687,824564
WEST BENGAL CODE : S25,Tamluk NO : 30,559598,538598,1098196,474467,445419,919886
WEST BENGAL CODE : S25,Contai NO : 31,502637,488280,990917,420297,403644,823941
WEST BENGAL CODE : S25,Midnapore NO : 32,562890,536622,1099512,450017,412550,862567
WEST BENGAL CODE : S25,Jhargram NO : 33,500135,491369,991504,422774,380426,803200
WEST BENGAL CODE : S25,Purulia NO : 34,508065,500001,1008066,370999,321272,692271
WEST BENGAL CODE : S25,Bankura NO : 35,532495,508830,1041325,378605,362698,741303
WEST BENGAL CODE : S25,Vishnupur NO : 36,539644,532173,1071817,428292,418047,846339
WEST BENGAL CODE : S25,Durgapur NO : 37,635539,577102,1212641,449803,435532,885335
WEST BENGAL CODE : S25,Asansol NO : 38,699185,566295,1265480,459527,369620,829147
WEST BENGAL CODE : S25,Burdwan NO : 39,614266,602498,1216764,499486,485192,984678
WEST BENGAL CODE : S25,Katwa NO : 40,599833,583783,1183616,480579,452510,933089
WEST BENGAL CODE : S25,Bolpur NO : 41,521101,516326,1037427,397308,395563,792871
WEST BENGAL CODE : S25,Birbhum NO : 42,527183,516693,1043876,381145,353028,734173
ANDAMAN & NICOB CODE : U01,Andaman & Nicobar I NO : 1,143513,103871,247384,84481,62621,147102
CHANDIGARH CODE : U02,Chandigarh NO : 1,335874,249132,585006,167011,115868,282879
DADRA & NAGAR H CODE : U03,Dadra & Nagar Haveli NO : 1,51691,46685,98376,37698,35809,73507
DAMAN & DIU CODE : U04,Daman And Diu NO : 1,36788,35428,72216,25717,26094,51811
NATIONAL CAPITAL CODE : U05,New Delhi NO : 1,317068,225969,543037,137674,89192,226866
NATIONAL CAPITAL CODE : U05,South Delhi NO : 2,687608,506590,1194198,297969,202021,499990
NATIONAL CAPITAL CODE : U05,Outer Delhi NO : 3,1801208,1302317,3103525,759685,527819,1287504
NATIONAL CAPITAL CODE : U05,East Delhi NO : 4,1364693,1029120,2393813,635738,402540,1038278
NATIONAL CAPITAL CODE : U05,Chandni Chowk NO : 5,208691,167963,376654,123406,81047,204453
NATIONAL CAPITAL CODE : U05,Delhi Sadar NO : 6,302942,226704,529646,168017,110280,278297
NATIONAL CAPITAL CODE : U05,Karol Bagh NO : 7,340114,231543,571657,161747,96562,258309
LAKSHADWEEP CODE : U06,Lakshadweep NO : 1,19484,18135,37619,15047,15127,30174
PONDICHERRY CODE : U07,Pondicherry NO : 1,356313,345677,701990,225936,218238,444174
