shrid2,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
11-32-589-05634-803263,23.96,14743.0,90913.0,86096.0,26325.0,25408.0,917.0,77254.0,3041.0,1996.0,62.0,2563.0,33.0,22.0,492.0,23.0,0.0,0.0,3.0,3.0,0.0,3.0,363600.0,0.0,0.0,0.0,0.0,10235.0,214.0,4253.0,2812.0,65.0,88.6,22.2,110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,535.0,34.0,18.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,5.0,5.0,4.0,13.0,16.0,1.0,2.0,15035600.0,6196500.0,,0.0,0.0,1.0,1.0
11-32-590-05637-803264,34.14,4668.0,19663.0,16547.0,8939.0,7948.0,991.0,14010.0,1763.0,1448.0,2426.0,2135.0,31.0,17.0,507.0,0.0,10.0,73.0,3.0,0.0,0.0,3.0,0.0,325000.0,25000.0,0.0,0.0,2930.0,,,,218.0,65.2,14.2,79.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,200.0,0.0,1505.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,93.0,10.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,0.0,5.0,9.0,9.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-591-05638-627357,20.44,5727.0,29650.0,25593.0,7956.0,6527.0,1429.0,27289.0,4181.0,714.0,3.0,,,,480.0,68.0,16.0,16.0,3.0,3.0,0.0,0.0,5000.0,0.0,0.0,,0.0,648.0,35.0,824.0,303.0,31.0,8.0,12.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,17.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-591-05638-627364,17.35,5003.0,25843.0,23039.0,7075.0,5927.0,1148.0,22921.0,3867.0,665.0,1.0,,,,478.0,60.0,7.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1100.0,15.0,134.0,127.0,0.0,18.0,30.0,48.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,,189.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-591-05638-803265,21.33,10695.0,62643.0,57271.0,19385.0,17901.0,1484.0,53049.0,2963.0,1539.0,48.0,,,,472.0,47.0,0.0,0.0,3.0,0.0,0.0,3.0,1800000.0,0.0,0.0,90000.0,0.0,5465.0,109.0,2615.0,1838.0,67.0,54.0,55.0,109.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,7085.0,,178.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,312.0,66.0,18.0,8.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,1.0,5.0,1.0,7.0,0.0,15.0,1.0,1.0,11041500.0,10594200.0,,0.0,0.0,1.0,1.0
11-32-591-05640-627429,20.48,4953.0,22916.0,21276.0,6948.0,6110.0,838.0,19196.0,3142.0,3383.0,0.0,,,,434.0,20.0,20.0,20.0,3.0,0.0,0.0,3.0,1110000.0,0.0,0.0,0.0,0.0,1126.0,40.0,467.0,180.0,98.0,97.0,79.0,176.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,125.0,1000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,7.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,2.0,1.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627431,13.67,2962.0,14644.0,13124.0,4480.0,4247.0,233.0,12627.0,2973.0,1030.0,33.0,2893.0,31.0,24.0,436.0,11.0,11.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,27.0,26.0,26.0,0.0,5.0,7.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,180.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627432,11.33,4828.0,24710.0,22846.0,8079.0,7365.0,714.0,20303.0,2757.0,1637.0,10.0,2893.0,32.0,24.0,451.0,10.0,10.0,10.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,2115.0,23.0,462.0,355.0,114.0,12.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,1859.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627433,10.11,2866.0,14010.0,13274.0,4502.0,4121.0,381.0,11514.0,2794.0,849.0,2.0,2893.0,32.0,24.0,437.0,12.0,12.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,22.0,509.0,325.0,60.0,7.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,1000.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,8.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,3.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627434,13.45,3948.0,19179.0,17373.0,6364.0,5662.0,702.0,16017.0,2829.0,1671.0,31.0,,,,443.0,18.0,18.0,18.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1629.0,10.0,70.0,62.0,0.0,7.0,22.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1000.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627435,11.71,4176.0,21888.0,20352.0,6375.0,5921.0,454.0,19297.0,3259.0,2954.0,3.0,2893.0,32.0,24.0,408.0,16.0,16.0,4.0,3.0,0.0,0.0,3.0,35000.0,0.0,0.0,0.0,0.0,3865.0,86.0,1285.0,348.0,48.0,19.0,85.0,104.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627436,10.31,7639.0,43298.0,40139.0,11976.0,10633.0,1343.0,38580.0,3628.0,1916.0,5.0,2894.0,31.0,24.0,416.0,9.0,9.0,2.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,6566.0,341.0,760.0,844.0,108.0,20.0,10.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,4.0,0.0,5.0,2.0,6.0,2.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627438,5.95,2977.0,16286.0,14677.0,4502.0,3929.0,573.0,14481.0,3686.0,2041.0,6.0,2893.0,32.0,24.0,415.0,13.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,6.0,25.0,50.0,0.0,12.0,10.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-591-05640-627439,7.58,4063.0,21722.0,19736.0,6137.0,5515.0,622.0,19374.0,3513.0,2277.0,4.0,2893.0,32.0,24.0,420.0,10.0,10.0,0.0,3.0,3.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2600.0,25.0,200.0,500.0,25.0,18.0,15.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,,,,0.0,0.0,1.0,1.0
11-32-592-05641-803268,53.06,11332.0,57512.0,53164.0,17085.0,15563.0,1522.0,52249.0,3357.0,6621.0,3.0,2350.0,31.1,19.0,400.0,13.0,0.0,22.0,3.0,0.0,0.0,3.0,480000.0,0.0,0.0,,0.0,3350.0,125.0,1314.0,810.0,116.0,79.7,479.9,559.6,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2594.0,0.0,2457.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,388.0,32.0,12.0,5.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,4.0,3.0,2.0,17.0,16.0,3.0,6.0,3108600.0,2303500.0,,0.0,0.0,1.0,1.0
11-32-592-05641-803269,58.14,11701.0,60010.0,55577.0,16498.0,15062.0,1436.0,56372.0,3743.0,4116.0,9.0,2350.0,31.1,19.0,379.0,0.0,13.0,15.0,3.0,0.0,0.0,3.0,0.0,3250000.0,,0.0,0.0,5618.0,109.0,2071.0,788.0,471.0,45.6,30.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,8000.0,0.0,3800.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,4.0,0.0,1.0,276.0,39.0,13.0,6.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,200.0,4.0,3.0,4.0,9.0,6.0,18.0,5.0,2.0,6818900.0,6613000.0,,0.0,0.0,1.0,1.0
11-32-592-05643-803270,34.41,6443.0,32633.0,29901.0,9982.0,9233.0,749.0,29045.0,3146.0,4084.0,10.0,1380.0,28.0,23.0,360.0,20.0,0.0,3.0,3.0,0.0,0.0,3.0,28346000.0,0.0,0.0,0.0,0.0,3878.0,12.0,182.0,527.0,43.0,32.2,83.0,115.2,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,2894.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,114.0,14.0,10.0,3.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,6.0,10.0,1.0,3.0,3488700.0,2490700.0,,0.0,0.0,1.0,1.0
11-32-592-05644-803271,16.59,6969.0,40868.0,37249.0,9982.0,9633.0,349.0,39471.0,4097.0,2686.0,12.0,2335.0,39.0,20.0,373.0,26.0,0.0,0.0,3.0,3.0,0.0,0.0,3100000.0,500000.0,0.0,0.0,0.0,5566.0,87.0,2115.0,807.0,183.0,35.7,41.6,77.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4950.0,0.0,1550.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,164.0,43.0,8.0,3.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85.0,0.0,3.0,3.0,4.0,7.0,11.0,1.0,2.0,6928600.0,7928500.0,,0.0,0.0,1.0,1.0
11-32-592-05646-803272,9.32,6100.0,42769.0,32608.0,11254.0,10228.0,1026.0,40516.0,3961.0,991.0,7.0,2335.0,39.0,20.0,360.0,56.0,0.0,20.0,3.0,3.0,0.0,0.0,27000.0,0.0,,0.0,0.0,4280.0,61.0,1692.0,437.0,382.0,27.5,15.0,42.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,165.0,12.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,1.0,3376100.0,3102400.0,,0.0,0.0,1.0,1.0
11-32-593-05647-803273,32.28,7565.0,34586.0,31422.0,12190.0,11422.0,768.0,27360.0,2395.0,8595.0,13.0,1927.2,39.0,20.4,329.0,47.0,15.0,0.0,3.0,0.0,0.0,3.0,700000.0,0.0,0.0,,0.0,4275.0,166.0,713.0,795.0,215.0,30.0,65.7,95.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3778.0,0.0,1176.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,121.0,26.0,10.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,5.0,8.0,2.0,17.0,10.0,2.0,2.0,2341600.0,1780100.0,,0.0,0.0,1.0,1.0
11-32-593-05647-803274,32.66,7762.0,38043.0,34309.0,13249.0,12496.0,753.0,30937.0,2476.0,4163.0,12.0,2127.4,39.0,20.4,326.0,32.0,0.0,0.0,3.0,0.0,0.0,3.0,250000.0,450000.0,0.0,0.0,0.0,6933.0,261.0,1429.0,1392.0,241.0,39.5,90.0,129.5,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3069.0,0.0,495.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,170.0,19.0,19.0,7.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,4.0,3.0,6.0,3.0,4.0,,,,0.0,0.0,1.0,1.0
11-32-593-05648-627627,63.38,7759.0,37975.0,32016.0,14777.0,13793.0,984.0,30645.0,2222.0,5876.0,218.0,2278.1,40.0,18.0,409.0,39.0,0.0,39.0,3.0,0.0,0.0,3.0,45000.0,0.0,,0.0,0.0,1250.0,45.0,950.0,816.0,40.0,25.5,59.2,84.7,39.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3250.0,0.0,3250.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,133.0,14.0,7.0,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,2.0,1523700.0,1959700.0,,0.0,0.0,1.0,1.0
11-32-593-05650-627683,9.24,2368.0,13358.0,10617.0,5065.0,4945.0,120.0,10626.0,2149.0,2240.0,3.0,1624.3,36.0,22.0,360.0,10.0,5.0,0.0,3.0,0.0,0.0,3.0,10000.0,0.0,0.0,10000.0,0.0,1103.0,128.0,300.0,244.0,223.0,26.0,15.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1200.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,,,0.0,0.0,1.0,1.0
11-32-594-05652-627768,3.68,1486.0,6901.0,5972.0,2425.0,2315.0,110.0,5546.0,2396.0,571.0,0.0,,,,329.0,35.0,13.0,14.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.6,10.0,14.6,16.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,296.0,0.0,202.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,30.0,6.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-594-05652-803277,6.96,3852.0,17525.0,16322.0,6256.0,6051.0,205.0,13401.0,2215.0,2338.0,5.0,3133.0,26.5,23.5,316.0,22.0,23.0,22.0,3.0,0.0,0.0,3.0,600000.0,0.0,0.0,0.0,0.0,3888.0,118.0,1525.0,1036.0,318.0,58.0,9.0,67.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2427.0,0.0,1710.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,104.0,20.0,6.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,4.0,1.0,2.0,2.0,9.0,0.0,3.0,4991700.0,2097200.0,,0.0,0.0,1.0,1.0
11-32-594-05653-627799,4.1,1653.0,7933.0,7379.0,2640.0,2528.0,112.0,6480.0,2563.0,782.0,0.0,3326.0,32.0,23.0,320.0,30.0,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,7.0,12.0,154.0,115.0,3.0,10.0,13.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,1.0,1.0
11-32-594-05653-627800,5.06,1697.0,8341.0,7801.0,2650.0,2402.0,248.0,6890.0,2868.0,1368.0,0.0,3326.0,32.0,23.0,328.0,32.0,9.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,13.0,167.0,32.0,321.0,7.0,9.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-594-05653-627802,4.35,1114.0,5862.0,5288.0,1612.0,1383.0,229.0,5138.0,3715.0,947.0,2.0,3326.0,32.0,23.0,322.0,27.0,4.0,28.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,276.0,0.0,3.0,32.0,86.0,7.7,4.0,11.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-594-05653-627803,3.73,1195.0,6474.0,6066.0,1959.0,1907.0,52.0,5370.0,2816.0,892.0,5.0,3326.0,32.0,23.0,322.0,27.0,5.0,28.0,0.0,3.0,0.0,3.0,,0.0,0.0,0.0,0.0,353.0,7.0,9.0,117.0,106.0,8.5,10.6,19.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,13.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-594-05653-627806,4.12,1667.0,9100.0,8338.0,2614.0,2369.0,245.0,7825.0,3303.0,1611.0,11.0,3326.0,32.0,23.0,314.0,22.0,5.0,25.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,2309.0,67.0,464.0,370.0,347.0,16.0,5.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,250.0,400.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,,,,0.0,0.0,1.0,1.0
11-32-594-05653-627807,5.07,1584.0,7988.0,7283.0,1879.0,1733.0,146.0,7408.0,4275.0,963.0,0.0,3326.0,32.0,23.0,319.0,22.0,5.0,22.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,2309.0,67.0,464.0,370.0,347.0,10.0,4.0,14.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-594-05653-803279,12.41,5795.0,32509.0,28699.0,9048.0,8776.0,272.0,28741.0,3275.0,2510.0,15.0,,,,328.0,31.0,0.0,31.0,3.0,0.0,3.0,0.0,500000.0,,0.0,0.0,0.0,2967.0,61.0,687.0,625.0,216.0,37.4,13.9,51.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,140.0,19.0,8.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,4391300.0,4198000.0,,0.0,0.0,1.0,1.0
11-32-594-05654-627834,4.64,1117.0,5086.0,4726.0,1798.0,1634.0,164.0,3923.0,2401.0,480.0,0.0,,,,306.0,12.0,12.0,12.0,3.0,0.0,0.0,3.0,2000.0,0.0,0.0,0.0,0.0,1295.0,10.0,0.0,45.0,410.0,21.0,12.0,33.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,300.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
11-32-594-05654-627835,5.6,1384.0,6312.0,5856.0,2293.0,2097.0,196.0,4872.0,2323.0,570.0,1.0,,,,297.0,8.0,8.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,10000.0,0.0,1000.0,10.0,35.0,100.0,100.0,3.0,8.0,11.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,900.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,0.0,0.0,1.0,1.0
