shrid2,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
01-05-05-00-40508000,4.69,1043.0,4048.0,3413.0,1601.0,1584.0,17.0,3115.0,1967.0,816.0,94.0,2136.7,27.7,14.6,552.0,7.0,7.0,7.0,0.0,0.0,0.0,3.0,500000.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,300.0,25.0,30.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
01-08-10-00-41004000,4.96,907.0,4274.0,2510.0,1226.0,1220.0,6.0,3857.0,3161.0,2156.0,81.0,,,,148.0,22.0,22.0,6.0,0.0,0.0,3.0,3.0,113500.0,0.0,0.0,0.0,0.0,141.0,7.0,66.0,32.0,5.0,2.0,1.5,3.5,22.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,560.0,78.0,69.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,133100.0,148200.0,,0.0,0.0,1.0,1.0
01-09-46-00-44608000,2.62,1202.0,7590.0,1638.0,4387.0,4202.0,185.0,5106.0,1215.0,545.0,0.0,972.2,31.7,18.4,53.0,24.0,30.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,5.0,10.0,0.0,0.0,,,2.5,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-10-02-00-40204000,1.59,1042.0,5087.0,3193.0,1309.0,1309.0,0.0,4514.0,3448.0,373.0,7.0,883.5,41.4,5.0,190.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,5000.0,0.0,0.0,0.0,0.0,500.0,2.0,2.0,250.0,0.0,12.0,3.0,15.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,441.0,200.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,58.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,468400.0,397300.0,,0.0,0.0,1.0,1.0
01-10-19-00-41902000,8.08,1562.0,8821.0,4307.0,2566.0,2542.0,24.0,8446.0,3323.0,1365.0,43.0,1160.0,41.0,6.0,176.0,55.0,40.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,7.0,8.0,15.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,180.0,1600.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,7.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,1097300.0,305200.0,,0.0,0.0,1.0,1.0
01-10-34-00-43402000,5.73,903.0,5360.0,3020.0,2198.0,1590.0,608.0,4531.0,2850.0,1553.0,2.0,1250.0,45.7,6.0,148.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,30000.0,0.0,145.0,6.0,27.0,1.0,6.0,2.0,3.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,81000.0,86000.0,,0.0,0.0,1.0,1.0
01-18-17-00-41701000,9.0,1208.0,5917.0,5051.0,1959.0,1947.0,12.0,4707.0,2418.0,308.0,240.0,2083.8,36.8,5.5,311.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,216.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-19-09-00-40903000,4.24,2787.0,10561.0,6474.0,3413.0,3398.0,15.0,9196.0,2706.0,3349.0,440.0,1041.1,46.5,26.5,192.0,96.0,8.0,7.0,3.0,3.0,0.0,0.0,18700.0,0.0,0.0,0.0,0.0,40.0,7.0,32.0,18.0,0.0,7.0,6.0,13.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-19-15-00-41512000,1.59,1389.0,5959.0,3896.0,2549.0,2333.0,216.0,4737.0,2030.0,837.0,128.0,,,,76.0,46.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,570.0,70.0,15.0,30.0,0.0,,,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
01-20-02-00-40201000,9.3,763.0,3854.0,2479.0,1132.0,1102.0,30.0,3587.0,3255.0,1065.0,7.0,1084.1,45.1,3.9,212.0,85.0,85.0,4.0,3.0,3.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,35.0,10.0,6.0,20.0,0.0,3.0,6.0,9.0,114.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,,,0.0,0.0,1.0,1.0
01-20-07-00-40701000,8.26,1373.0,7705.0,5141.0,2511.0,2501.0,10.0,7011.0,2803.0,1604.0,295.0,1340.4,43.4,4.4,223.0,6.0,6.0,0.0,0.0,3.0,0.0,3.0,100000.0,0.0,0.0,0.0,0.0,313.0,15.0,55.0,124.0,38.0,4.0,3.0,7.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,181.0,300.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,606600.0,551800.0,,0.0,0.0,1.0,1.0
01-20-12-00-41205000,1.18,844.0,3483.0,1926.0,1055.0,1055.0,0.0,3259.0,3089.0,781.0,32.0,1260.2,46.5,6.2,275.0,12.0,25.0,3.0,3.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41206000,5.0,6302.0,31171.0,22743.0,9393.0,9259.0,134.0,28127.0,3038.0,5209.0,258.0,1100.0,45.0,8.0,303.0,19.0,32.0,0.0,3.0,0.0,0.0,3.0,800000.0,0.0,0.0,0.0,0.0,1891.0,0.0,227.0,78.0,0.0,10.0,12.0,22.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,670.0,200.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,5.0,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,41000.0,21000.0,,0.0,0.0,1.0,1.0
01-20-12-00-41209000,2.37,1502.0,5320.0,2719.0,2125.0,2125.0,0.0,4149.0,1952.0,1946.0,75.0,756.0,46.1,7.7,306.0,21.0,34.0,2.0,3.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,250.0,0.0,3.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,257.0,250.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41211000,2.12,2557.0,7874.0,3877.0,2957.0,2947.0,10.0,6733.0,2285.0,3386.0,156.0,756.0,46.1,7.7,312.0,28.0,40.0,5.0,3.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,240.0,12.0,21.0,0.0,0.0,2.0,2.0,4.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41214000,7.82,7189.0,25541.0,13124.0,8999.0,8848.0,151.0,22298.0,2520.0,9047.0,550.0,1266.2,46.0,6.6,330.0,12.0,12.0,0.0,3.0,0.0,0.0,0.0,355000.0,0.0,0.0,0.0,0.0,5800.0,91.0,25.0,195.0,0.0,25.0,15.0,40.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,125.0,500.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41216000,4.78,1542.0,5416.0,1610.0,1964.0,1926.0,38.0,4776.0,2480.0,1406.0,139.0,1261.0,46.0,6.0,300.0,10.0,10.0,4.0,3.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,30.0,0.0,3.0,10.0,13.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,145.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41217000,3.33,2432.0,8582.0,4852.0,3037.0,3006.0,31.0,7464.0,2483.0,3053.0,657.0,1280.0,46.2,5.5,305.0,9.0,9.0,9.0,3.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,550.0,1.0,5.0,60.0,0.0,3.0,4.0,7.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41219000,3.23,5498.0,23077.0,13069.0,7470.0,7416.0,54.0,20950.0,2825.0,6107.0,179.0,860.0,46.0,7.0,305.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,25.0,0.0,200.0,0.0,0.0,5.0,3.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,501.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41221000,11.74,10242.0,45971.0,28877.0,13651.0,13485.0,166.0,43123.0,3198.0,8198.0,1274.0,1270.4,48.0,7.0,300.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,8000.0,10.0,50.0,5.0,0.0,32.0,32.0,64.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8115.0,50.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41222000,2.8,1506.0,5835.0,3152.0,1813.0,1813.0,0.0,5387.0,2971.0,1541.0,277.0,1280.4,45.2,6.0,290.0,8.0,8.0,,3.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41224000,1.8,2985.0,9756.0,5138.0,3554.0,3550.0,4.0,8276.0,2331.0,3784.0,33.0,1280.0,46.5,5.8,290.0,15.0,15.0,6.0,3.0,0.0,0.0,3.0,500000.0,0.0,0.0,0.0,0.0,2135.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41225000,6.55,6761.0,25733.0,14679.0,8724.0,8596.0,128.0,23037.0,2680.0,6714.0,662.0,1246.0,44.8,5.0,330.0,15.0,15.0,4.0,3.0,3.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,2010.0,11.0,24.0,0.0,0.0,15.0,12.0,27.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41226000,4.42,10659.0,57475.0,41510.0,20331.0,20160.0,171.0,49310.0,2446.0,4111.0,423.0,1225.0,48.5,4.5,324.0,9.0,9.0,0.0,3.0,0.0,0.0,0.0,9750000.0,0.0,0.0,0.0,0.0,5772.0,3470.0,395.0,295.0,0.0,15.0,3.0,18.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2373.0,1000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,106.0,19.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,48500.0,62700.0,,0.0,0.0,1.0,1.0
01-20-12-00-41228000,7.09,6417.0,24820.0,13204.0,8175.0,8120.0,55.0,21999.0,2709.0,7908.0,958.0,1346.0,46.7,5.0,325.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,29000.0,0.0,0.0,0.0,0.0,427.0,36.0,21.0,12.0,0.0,9.0,10.0,19.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,512.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41230000,1.62,3495.0,14257.0,11706.0,4493.0,4344.0,149.0,11900.0,2739.0,1626.0,294.0,1265.2,46.0,6.5,300.0,12.0,12.0,12.0,0.0,0.0,0.0,3.0,60000.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41232000,14.02,13495.0,45823.0,23017.0,16116.0,15838.0,278.0,39561.0,2498.0,18774.0,1241.0,1025.0,47.5,4.6,330.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,89000.0,0.0,0.0,0.0,11016.0,60.0,46.0,0.0,0.0,10.0,15.0,25.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1050.0,70.0,1125.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41233000,16.4,15456.0,60376.0,37919.0,19132.0,18954.0,178.0,53787.0,2838.0,10436.0,725.0,1246.0,46.7,5.2,325.0,15.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,6391.0,30.0,780.0,180.0,0.0,20.0,13.0,33.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41234000,15.73,10001.0,37521.0,22834.0,12435.0,12396.0,39.0,32990.0,2661.0,7061.0,1672.0,1240.0,46.6,5.0,330.0,15.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,2178.0,18.0,69.0,204.0,0.0,12.0,9.0,21.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8115.0,50.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41235000,7.8,6051.0,23031.0,14821.0,7381.0,7264.0,207.0,19938.0,2701.0,5270.0,474.0,1240.0,46.8,5.0,317.0,16.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,1404000.0,0.0,0.0,0.0,2040.0,9.0,18.0,24.0,0.0,15.0,10.0,25.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-20-12-00-41237000,46.65,12676.0,62220.0,46709.0,17910.0,17689.0,221.0,54423.0,3077.0,5880.0,6180.0,1350.0,48.6,5.08,317.0,26.0,26.0,0.0,3.0,0.0,0.0,3.0,6000000.0,0.0,0.0,0.0,0.0,10000.0,86.0,260.0,28000.0,0.0,125.0,65.0,190.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,9.0,11.0,0.0,0.0,0.0,10.0,7.0,9.0,6.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,2268200.0,2126300.0,,0.0,0.0,1.0,1.0
01-20-17-00-41706000,6.96,1328.0,4776.0,3118.0,1507.0,1488.0,19.0,4228.0,2841.0,459.0,551.0,1275.0,46.1,7.7,445.0,25.0,17.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,45.0,56.0,5.0,7.0,12.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,453800.0,49500.0,,0.0,0.0,1.0,1.0
01-20-17-00-41711000,1.12,962.0,3949.0,2184.0,1153.0,1153.0,0.0,3474.0,3013.0,306.0,2573.0,1330.0,35.5,7.1,520.0,108.0,80.0,24.0,3.0,0.0,0.0,0.0,102164.0,0.0,0.0,0.0,0.0,130.0,0.0,2.0,180.0,0.0,1.0,3.0,4.0,156.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-23-29-00-42902000,4.76,2500.0,11375.0,8165.0,4082.0,3879.0,203.0,9603.0,2476.0,1996.0,577.0,992.0,33.5,19.8,209.0,62.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1035.0,50.0,387.0,367.0,100.0,6.5,4.72,11.22,62.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,231.0,498.0,21.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,7.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,3021000.0,3020400.0,,0.0,0.0,1.0,1.0
