State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total
ORISSA CODE : S18,Cuttack NO : 6,638549,534660,1173209,384860,283338,668198
ORISSA CODE : S18,Jagatsinghpur NO : 7,615569,567904,1183473,405167,354076,759243
ORISSA CODE : S18,Puri NO : 8,594430,546058,1140488,387205,317603,704808
ORISSA CODE : S18,Bhubaneswar NO : 9,674223,571896,1246119,389666,273300,662966
ORISSA CODE : S18,Aska NO : 10,609557,538781,1148338,322220,263626,585846
ORISSA CODE : S18,Berhampur NO : 11,572218,539225,1111443,315884,248235,564119
ORISSA CODE : S18,Koraput (ST) NO : 12,551477,533228,1084705,299250,214261,513511
ORISSA CODE : S18,Nowrangpur (ST) NO : 13,528558,521206,1049764,327979,258710,586689
ORISSA CODE : S18,Kalahandi NO : 14,525331,490731,1016062,356820,264393,621213
ORISSA CODE : S18,Phulbani (SC) NO : 15,564329,529730,1094059,353284,261848,615132
ORISSA CODE : S18,Bolangir NO : 16,531613,489613,1021226,334433,259682,594115
ORISSA CODE : S18,Sambalpur NO : 17,615510,540865,1156375,402715,288731,691446
ORISSA CODE : S18,Deogarh NO : 18,607115,525721,1132836,390813,286608,677421
ORISSA CODE : S18,Dhenkanal NO : 19,577899,512742,1090641,351218,242452,593670
ORISSA CODE : S18,Sundargarh (ST) NO : 20,636018,522853,1158871,386684,293354,680038
ORISSA CODE : S18,Keonjhar (ST) NO : 21,543153,513288,1056441,369028,290449,659477
PUNJAB CODE : S19,Gurdaspur NO : 1,564439,526873,1091312,372149,340557,712706
PUNJAB CODE : S19,Amritsar NO : 2,638591,559654,1198245,371220,279617,650837
PUNJAB CODE : S19,Tarn Taran NO : 3,571944,499090,1071034,330184,269867,600051
PUNJAB CODE : S19,Jullundur NO : 4,571641,540992,1112633,341108,309728,650836
PUNJAB CODE : S19,Phillaur (SC) NO : 5,581708,528844,1110552,350313,317072,667385
PUNJAB CODE : S19,Hoshiarpur NO : 6,567275,513319,1080594,312939,283892,596831
PUNJAB CODE : S19,Ropar (SC) NO : 7,655186,577467,1232653,395703,315817,711520
PUNJAB CODE : S19,Patiala NO : 8,703243,609916,1313159,450317,366294,816611
PUNJAB CODE : S19,Ludhiana NO : 9,722624,693933,1416557,419773,334217,753990
PUNJAB CODE : S19,Sangrur NO : 10,603429,521855,1125284,407042,340074,747116
PUNJAB CODE : S19,Bhatinda (SC) NO : 11,637790,560604,1198394,378556,306038,684594
PUNJAB CODE : S19,Faridkot NO : 12,673392,528756,1202148,469208,404364,873572
PUNJAB CODE : S19,Ferozepur NO : 13,625562,566413,1191975,421468,329737,751205
RAJASTHAN CODE : S20,Ganganagar (SC) NO : 1,649218,547505,1196723,419573,306117,725690
RAJASTHAN CODE : S20,Bikaner NO : 2,888595,753496,1642091,601283,438434,1039717
RAJASTHAN CODE : S20,Churu NO : 3,594966,546552,1141518,389956,339339,729295
RAJASTHAN CODE : S20,Jhunjhunu NO : 4,596371,557190,1153561,426476,347318,773794
RAJASTHAN CODE : S20,Sikar NO : 5,647913,596039,1243952,420846,376097,796943
RAJASTHAN CODE : S20,Jaipur NO : 6,873735,748894,1622629,465556,334374,799930
RAJASTHAN CODE : S20,Dausa NO : 7,646964,576247,1223211,456357,361397,817754
RAJASTHAN CODE : S20,Alwar NO : 8,602191,523076,1125267,388662,270211,658873
RAJASTHAN CODE : S20,Bharatpur NO : 9,560054,474544,1034598,392799,270093,662892
RAJASTHAN CODE : S20,Bayana (SC) NO : 10,583451,470342,1053793,363969,195865,559834
RAJASTHAN CODE : S20,Sawai Madhopur (ST NO : 11,633028,544121,1177149,391091,202172,593263
RAJASTHAN CODE : S20,Ajmer NO : 12,536615,507789,1044404,336310,279311,615621
RAJASTHAN CODE : S20,Tonk (SC) NO : 13,572199,537040,1109239,345628,258697,604325
RAJASTHAN CODE : S20,Kota NO : 14,607404,551628,1159032,416856,327789,744645
RAJASTHAN CODE : S20,Jhalawar NO : 15,536853,496740,1033593,378958,265025,643983
RAJASTHAN CODE : S20,Banswara (ST) NO : 16,576650,562557,1139207,345283,326754,672037
RAJASTHAN CODE : S20,Salumber (ST) NO : 17,555041,527901,1082942,337953,282814,620767
RAJASTHAN CODE : S20,Udaipur NO : 18,621843,587051,1208894,398415,348473,746888
RAJASTHAN CODE : S20,Chittorgarh NO : 19,611193,565785,1176978,448171,370693,818864
RAJASTHAN CODE : S20,Bhilwara NO : 20,571954,540736,1112690,374338,301662,676000
RAJASTHAN CODE : S20,Pali NO : 21,529856,500745,1030601,311357,258591,569948
RAJASTHAN CODE : S20,Jalore (SC) NO : 22,643546,579128,1222674,392737,295212,687949
RAJASTHAN CODE : S20,Barmer NO : 23,715620,607494,1323114,484846,368148,852994
RAJASTHAN CODE : S20,Jodhpur NO : 24,696364,616699,1313063,448303,324552,772855
RAJASTHAN CODE : S20,Nagaur NO : 25,613101,567376,1180477,415337,326961,742298
SIKKIM CODE : S21,Sikkim NO : 1,123166,113328,236494,87959,70828,158787
TAMIL NADU CODE : S22,Madras North NO : 1,999998,880859,1880857,490159,385950,876109
TAMIL NADU CODE : S22,Madras Central NO : 2,624774,581945,1206719,333984,263296,597280
TAMIL NADU CODE : S22,Madras South NO : 3,1007469,929302,1936771,504519,412521,917040
TAMIL NADU CODE : S22,Sriperumbudur (SC) NO : 4,631463,635180,1266643,387825,337033,724858
TAMIL NADU CODE : S22,Chengalpattu NO : 5,574257,573860,1148117,368755,327812,696567
TAMIL NADU CODE : S22,Arakkonam NO : 6,532198,540489,1072687,374578,346958,721536
TAMIL NADU CODE : S22,Vellore NO : 7,547129,554087,1101216,360515,333045,693560
TAMIL NADU CODE : S22,Tiruppattur NO : 8,545198,548503,1093701,358886,341009,699895
TAMIL NADU CODE : S22,Vandavasi NO : 9,533638,542132,1075770,343726,323561,667287
TAMIL NADU CODE : S22,Tindivanam NO : 10,532903,532123,1065026,346836,328274,675110
TAMIL NADU CODE : S22,Cuddalore NO : 11,539320,536946,1076266,337408,320932,658340
TAMIL NADU CODE : S22,Chidambaram (SC) NO : 12,533120,521522,1054642,355775,328380,684155
TAMIL NADU CODE : S22,Dharmapuri NO : 13,593954,581280,1175234,352922,286607,639529
TAMIL NADU CODE : S22,Krishnagiri NO : 14,568275,547601,1115876,354532,293612,648144
TAMIL NADU CODE : S22,Rasipuram (SC) NO : 15,549693,558579,1108272,321266,285364,606630
TAMIL NADU CODE : S22,Salem NO : 16,594768,583409,1178177,367402,312376,679778
TAMIL NADU CODE : S22,Tiruchengode NO : 17,734286,726006,1460292,427546,354312,781858
TAMIL NADU CODE : S22,Nilgiris NO : 18,655756,638354,1294110,391116,327086,718202
TAMIL NADU CODE : S22,Gobichettipalayam NO : 19,516548,504720,1021268,340034,287338,627372
TAMIL NADU CODE : S22,Coimbatore NO : 20,777071,718285,1495356,463355,363297,826652
TAMIL NADU CODE : S22,Pollachi (SC) NO : 21,518522,507534,1026056,317046,261841,578887
TAMIL NADU CODE : S22,Palani NO : 22,559796,557815,1117611,339349,287307,626656
TAMIL NADU CODE : S22,Dindigul NO : 23,569913,573967,1143880,315659,295983,611642
TAMIL NADU CODE : S22,Madurai NO : 24,687292,661973,1349265,365150,311054,676204
TAMIL NADU CODE : S22,Periyakulam NO : 25,539704,539551,1079255,316225,300911,617136
TAMIL NADU CODE : S22,Karur NO : 26,559227,571134,1130361,355086,321364,676450
TAMIL NADU CODE : S22,Tiruchirappalli NO : 27,591257,587001,1178258,345923,301771,647694
TAMIL NADU CODE : S22,Perambalur (SC) NO : 28,511173,513952,1025125,329681,332110,661791
TAMIL NADU CODE : S22,Mayiladuturai NO : 29,503953,486713,990666,339145,304461,643606
TAMIL NADU CODE : S22,Nagapattinam (SC) NO : 30,514532,506505,1021037,344395,316734,661129
TAMIL NADU CODE : S22,Thanjavur NO : 31,506737,506872,1013609,333508,312307,645815
TAMIL NADU CODE : S22,Pudukkottai NO : 32,589081,595528,1184609,396471,394934,791405
TAMIL NADU CODE : S22,Sivaganga NO : 33,534968,541238,1076206,291580,326679,618259
TAMIL NADU CODE : S22,Ramanathapuram NO : 34,534560,543943,1078503,306791,306607,613398
TAMIL NADU CODE : S22,Sivakasi NO : 35,595640,607987,1203627,400403,381354,781757
TAMIL NADU CODE : S22,Tirunelveli NO : 36,533930,541537,1075467,326086,283530,609616
TAMIL NADU CODE : S22,Tenkasi (SC) NO : 37,497509,516985,1014494,335242,327079,662321
TAMIL NADU CODE : S22,Tiruchendur NO : 38,495726,518640,1014366,273646,273588,547234
TAMIL NADU CODE : S22,Nagercoil NO : 39,520535,507858,1028393,313698,286102,599800
TRIPURA CODE : S23,Tripura West NO : 1,468612,436169,904781,389356,356218,745574
TRIPURA CODE : S23,Tripura East (ST) NO : 2,425683,396999,822682,336951,314235,651186
UTTAR PRADESH CODE : S24,Tehri Garhwal NO : 1,599421,545359,1144780,304203,208988,513191
UTTAR PRADESH CODE : S24,Garhwal NO : 2,485774,515797,1001571,257924,255394,513318
UTTAR PRADESH CODE : S24,Almora NO : 3,453200,502200,955400,239836,203901,443737
UTTAR PRADESH CODE : S24,Nainital NO : 4,734564,612682,1347246,451781,316665,768446
UTTAR PRADESH CODE : S24,Bijnor (SC) NO : 5,740201,516723,1256924,460499,306999,767498
UTTAR PRADESH CODE : S24,Amroha NO : 6,663123,539672,1202795,479606,316255,795861
UTTAR PRADESH CODE : S24,Moradabad NO : 7,632658,512428,1145086,406206,332336,738542
UTTAR PRADESH CODE : S24,Rampur NO : 8,713607,599974,1313581,514737,304247,818984
UTTAR PRADESH CODE : S24,Sambhal NO : 9,592197,483396,1075593,411641,350620,762261
UTTAR PRADESH CODE : S24,Budaun NO : 10,612310,496290,1108600,397266,241263,638529
UTTAR PRADESH CODE : S24,Aonla NO : 11,561606,459499,1021105,364150,203069,567219
UTTAR PRADESH CODE : S24,Bareilly NO : 12,614027,502387,1116414,414493,274409,688902
UTTAR PRADESH CODE : S24,Pilibhit NO : 13,610550,519437,1129987,443728,261128,704856
UTTAR PRADESH CODE : S24,Shahjahanpur NO : 14,581277,535415,1116692,409922,219874,629796
UTTAR PRADESH CODE : S24,Kheri NO : 15,739483,493980,1233463,433214,212576,645790
UTTAR PRADESH CODE : S24,Shahabad NO : 16,644194,479606,1123800,411287,218180,629467
UTTAR PRADESH CODE : S24,Sitapur NO : 17,605768,495624,1101392,413413,243212,656625
UTTAR PRADESH CODE : S24,Misrikh (SC) NO : 18,597936,488970,1086906,395149,222120,617269
UTTAR PRADESH CODE : S24,Hardoi (SC) NO : 19,605320,481213,1086533,336998,231584,568582
UTTAR PRADESH CODE : S24,Lucknow NO : 20,815447,697460,1512907,452018,301510,753528
UTTAR PRADESH CODE : S24,Mohanlalganj (SC) NO : 21,611490,517948,1129438,364747,229869,594616
UTTAR PRADESH CODE : S24,Unnao NO : 22,652999,534335,1187334,385156,252425,637581
UTTAR PRADESH CODE : S24,Rae Bareli NO : 23,616795,554124,1170919,385386,282697,668083
UTTAR PRADESH CODE : S24,Pratapgarh NO : 24,649360,531209,1180569,358107,228579,586686
UTTAR PRADESH CODE : S24,Amethi NO : 25,580752,531439,1112191,335658,261898,597556
UTTAR PRADESH CODE : S24,Sultanpur NO : 26,653490,569688,1223178,399588,277647,677235
UTTAR PRADESH CODE : S24,Akbarpur (SC) NO : 27,667116,558345,1225461,424790,334190,758980
UTTAR PRADESH CODE : S24,Faizabad NO : 28,676991,556844,1233835,388095,281859,669954
UTTAR PRADESH CODE : S24,Bara Banki (SC) NO : 29,603619,503498,1107117,374412,207870,582282
UTTAR PRADESH CODE : S24,Kaiserganj NO : 30,610142,499203,1109345,409322,270016,679338
UTTAR PRADESH CODE : S24,Bahraich NO : 31,664905,544006,1208911,408217,258727,666944
UTTAR PRADESH CODE : S24,Balrampur NO : 32,628497,523814,1152311,377186,308604,685790
UTTAR PRADESH CODE : S24,Gonda NO : 33,643304,526371,1169675,334048,291139,625187
UTTAR PRADESH CODE : S24,Basti (SC) NO : 34,645102,528232,1173334,367689,254744,622433
UTTAR PRADESH CODE : S24,Domariaganj NO : 35,626809,509005,1135814,343965,281421,625386
UTTAR PRADESH CODE : S24,Khalilabad NO : 36,663370,542146,1205516,357583,290757,648340
UTTAR PRADESH CODE : S24,Bansgaon (SC) NO : 37,672815,592763,1265578,361235,238204,599439
UTTAR PRADESH CODE : S24,Gorakhpur NO : 38,697571,548619,1246190,392645,245538,638183
UTTAR PRADESH CODE : S24,Maharajganj NO : 39,602939,499179,1102118,370505,288222,658727
UTTAR PRADESH CODE : S24,Padrauna NO : 40,653509,535155,1188664,373818,305844,679662
UTTAR PRADESH CODE : S24,Deoria NO : 41,690001,561197,1251198,385081,293723,678804
UTTAR PRADESH CODE : S24,Salempur NO : 42,707737,556878,1264615,367279,266555,633834
UTTAR PRADESH CODE : S24,Ballia NO : 43,737497,550305,1287802,414790,227745,642535
UTTAR PRADESH CODE : S24,Ghosi NO : 44,658612,548471,1207083,371872,309693,681565
UTTAR PRADESH CODE : S24,Azamgarh NO : 45,663144,544886,1208030,381797,285692,667489
UTTAR PRADESH CODE : S24,Lalganj (SC) NO : 46,702234,604605,1306839,414889,292387,707276
UTTAR PRADESH CODE : S24,Machhlishahr NO : 47,676901,574572,1251473,435173,263235,698408
UTTAR PRADESH CODE : S24,Jaunpur NO : 48,673504,589658,1263162,401110,307455,708565
UTTAR PRADESH CODE : S24,Saidpur (SC) NO : 49,682820,613118,1295938,393254,312311,705565
UTTAR PRADESH CODE : S24,Ghazipur NO : 50,684044,598443,1282487,432949,313121,746070
UTTAR PRADESH CODE : S24,Chandauli NO : 51,768291,571878,1340169,393499,321955,715454
UTTAR PRADESH CODE : S24,Varanasi NO : 52,763404,624808,1388212,360214,294721,654935
UTTAR PRADESH CODE : S24,Robertsganj (SC) NO : 53,767309,650949,1418258,467851,309479,777330
UTTAR PRADESH CODE : S24,Mirzapur NO : 54,721691,618147,1339838,449944,415324,865268
UTTAR PRADESH CODE : S24,Phulpur NO : 55,652965,532489,1185454,409786,273184,682970
UTTAR PRADESH CODE : S24,Allahabad NO : 56,775089,634140,1409229,405935,270616,676551
UTTAR PRADESH CODE : S24,Chail (SC) NO : 57,718613,590383,1308996,355907,204537,560444
UTTAR PRADESH CODE : S24,Fatehpur NO : 58,636083,516685,1152768,327156,267673,594829
UTTAR PRADESH CODE : S24,Banda NO : 59,619983,507242,1127225,346574,222039,568613
UTTAR PRADESH CODE : S24,Hamirpur NO : 60,573503,467923,1041426,354594,232495,587089
UTTAR PRADESH CODE : S24,Jhansi NO : 61,695016,603164,1298180,464755,318099,782854
UTTAR PRADESH CODE : S24,Jalaun (SC) NO : 62,634014,519975,1153989,382426,232862,615288
UTTAR PRADESH CODE : S24,Ghatampur (SC) NO : 63,644616,452469,1097085,298924,260750,559674
UTTAR PRADESH CODE : S24,Bilhaur NO : 64,753961,502593,1256554,425047,261773,686820
UTTAR PRADESH CODE : S24,Kanpur NO : 65,841179,560743,1401922,427023,260975,687998
UTTAR PRADESH CODE : S24,Etawah NO : 66,636869,499976,1136845,408399,260429,668828
UTTAR PRADESH CODE : S24,Kannauj NO : 67,640878,514751,1155629,438800,267524,706324
UTTAR PRADESH CODE : S24,Farrukhabad NO : 68,680521,547258,1227779,467628,247698,715326
UTTAR PRADESH CODE : S24,Mainpuri NO : 69,611612,480794,1092406,356681,291563,648244
UTTAR PRADESH CODE : S24,Jalesar NO : 70,598978,509271,1108249,409183,272728,681911
UTTAR PRADESH CODE : S24,Etah NO : 71,566159,463519,1029678,394617,263005,657622
UTTAR PRADESH CODE : S24,Firozabad (SC) NO : 72,620698,515987,1136685,393806,203139,596945
UTTAR PRADESH CODE : S24,Agra NO : 73,636824,587710,1224534,394352,265911,660263
UTTAR PRADESH CODE : S24,Mathura NO : 74,664737,511142,1175879,406179,225403,631582
UTTAR PRADESH CODE : S24,Hathras (SC) NO : 75,633269,497536,1130805,348103,189896,537999
UTTAR PRADESH CODE : S24,Aligarh NO : 76,695838,546480,1242318,398942,225532,624474
UTTAR PRADESH CODE : S24,Khurja (SC) NO : 77,695943,561546,1257489,318764,260880,579644
UTTAR PRADESH CODE : S24,Bulandshahr NO : 78,614674,505169,1119843,340290,278420,618710
UTTAR PRADESH CODE : S24,Hapur NO : 79,839103,690156,1529259,485498,289340,774838
UTTAR PRADESH CODE : S24,Meerut NO : 80,694908,568178,1263086,419360,343003,762363
UTTAR PRADESH CODE : S24,Baghpat NO : 81,715899,584992,1300891,398071,325395,723466
UTTAR PRADESH CODE : S24,Muzaffarnagar NO : 82,672361,533227,1205588,436436,276141,712577
UTTAR PRADESH CODE : S24,Kairana NO : 83,622666,469075,1091741,433500,291765,725265
UTTAR PRADESH CODE : S24,Saharanpur NO : 84,696960,540611,1237571,486143,349533,835676
UTTAR PRADESH CODE : S24,Hardwar (SC) NO : 85,662345,507655,1170000,429973,290404,720377
WEST BENGAL CODE : S25,Cooch Behar (SC) NO : 1,561525,535668,1097193,471146,445637,916783
WEST BENGAL CODE : S25,Alipurduars (ST) NO : 2,530687,492880,1023567,429609,397753,827362
WEST BENGAL CODE : S25,Jalpaiguri NO : 3,561675,523582,1085257,484500,403222,887722
WEST BENGAL CODE : S25,Darjeeling NO : 4,648789,589798,1238587,354032,287249,641281
WEST BENGAL CODE : S25,Raiganj NO : 5,576742,549568,1126310,473612,424689,898301
WEST BENGAL CODE : S25,Balurghat (SC) NO : 6,560541,527809,1088350,503667,388479,892146
WEST BENGAL CODE : S25,Malda NO : 7,523819,507167,1030986,438617,407452,846069
WEST BENGAL CODE : S25,Jangipur NO : 8,532901,538288,1071189,422045,418361,840406
WEST BENGAL CODE : S25,Murshidabad NO : 9,587328,566772,1154100,478206,461478,939684
WEST BENGAL CODE : S25,Berhampore NO : 10,603279,586817,1190096,446626,434465,881091
WEST BENGAL CODE : S25,Krishnagar NO : 11,551772,516308,1068080,469935,427993,897928
WEST BENGAL CODE : S25,Nabadwip (SC) NO : 12,670190,628248,1298438,568585,521065,1089650
WEST BENGAL CODE : S25,Barasat NO : 13,689124,584276,1273400,578855,492091,1070946
WEST BENGAL CODE : S25,Basirhat NO : 14,537465,515797,1053262,451419,431566,882985
WEST BENGAL CODE : S25,Joynagar (SC) NO : 15,568412,532367,1100779,456115,402241,858356
WEST BENGAL CODE : S25,Mathurapur (SC) NO : 16,540211,521414,1061625,438119,421898,860017
WEST BENGAL CODE : S25,Diamond Harbour NO : 17,602211,520612,1122823,484502,411550,896052
WEST BENGAL CODE : S25,Jadavpur NO : 18,741053,638002,1379055,598692,468756,1067448
WEST BENGAL CODE : S25,Barrackpore NO : 19,572719,452458,1025177,473511,372862,846373
WEST BENGAL CODE : S25,Dum Dum NO : 20,834864,724990,1559854,676825,585559,1262384
WEST BENGAL CODE : S25,Calcutta North West NO : 21,438655,257043,695698,276104,193274,469378
WEST BENGAL CODE : S25,Calcutta North East NO : 22,536254,374484,910738,374914,294028,668942
WEST BENGAL CODE : S25,Calcutta South NO : 23,651578,527170,1178748,477953,399477,877430
WEST BENGAL CODE : S25,Howrah NO : 24,773179,594134,1367313,582934,444848,1027782
WEST BENGAL CODE : S25,Uluberia NO : 25,556981,526640,1083621,487384,375311,862695
WEST BENGAL CODE : S25,Serampore NO : 26,685495,622710,1308205,524256,473796,998052
WEST BENGAL CODE : S25,Hooghly NO : 27,587982,549371,1137353,492156,451514,943670
WEST BENGAL CODE : S25,Arambagh NO : 28,565960,550191,1116151,476542,463817,940359
WEST BENGAL CODE : S25,Panskura NO : 29,487790,478949,966739,420094,411179,831273
WEST BENGAL CODE : S25,Tamluk NO : 30,556064,532279,1088343,505774,437191,942965
WEST BENGAL CODE : S25,Contai NO : 31,493653,478729,972382,449929,384268,834197
WEST BENGAL CODE : S25,Midnapore NO : 32,552839,529024,1081863,456970,417561,874531
WEST BENGAL CODE : S25,Jhargram (ST) NO : 33,489924,481284,971208,429501,392025,821526
WEST BENGAL CODE : S25,Purulia NO : 34,498072,496896,994968,394705,352904,747609
WEST BENGAL CODE : S25,Bankura NO : 35,524192,504642,1028834,413099,353541,766640
WEST BENGAL CODE : S25,Vishnupur (SC) NO : 36,533641,530433,1064074,444907,417623,862530
WEST BENGAL CODE : S25,Durgapur (SC) NO : 37,626884,564813,1191697,479386,442511,921897
WEST BENGAL CODE : S25,Asansol NO : 38,688507,554183,1242690,486952,396877,883829
WEST BENGAL CODE : S25,Burdwan NO : 39,615139,575241,1190380,550084,447193,997277
WEST BENGAL CODE : S25,Katwa NO : 40,587867,568675,1156542,491824,473414,965238
WEST BENGAL CODE : S25,Bolpur NO : 41,514795,507940,1022735,427551,375831,803382
WEST BENGAL CODE : S25,Birbhum (SC) NO : 42,519151,508963,1028114,421586,368323,789909
ANDAMAN & NICOB CODE : U01,Andaman & Nicobar I NO : 1,133982,98031,232013,83792,63906,147698
CHANDIGARH CODE : U02,Chandigarh NO : 1,304238,226908,531146,165051,120098,285149
DADRA & NAGAR H CODE : U03,Dadra & Nagar Haveli NO : 1,50268,45564,95832,37980,36225,74205
DAMAN & DIU CODE : U04,Daman And Diu NO : 1,37392,34542,71934,26364,26025,52389
NATIONAL CAPITAL CODE : U05,New Delhi NO : 1,299465,217854,517319,154755,104966,259721
NATIONAL CAPITAL CODE : U05,South Delhi NO : 2,651059,505016,1156075,332787,236810,569597
NATIONAL CAPITAL CODE : U05,Outer Delhi NO : 3,1702188,1224375,2926563,860474,572829,1433303
NATIONAL CAPITAL CODE : U05,East Delhi NO : 4,1290283,974317,2264600,700371,464496,1164867
NATIONAL CAPITAL CODE : U05,Chandni Chowk NO : 5,202863,165363,368226,135592,91819,227411
NATIONAL CAPITAL CODE : U05,Delhi Sadar NO : 6,293370,218033,511403,175500,123419,298919
NATIONAL CAPITAL CODE : U05,Karol Bagh (SC) NO : 7,327064,226372,553436,182857,118931,301788
LAKSHADWEEP CODE : U06,Lakshadweep (ST) NO : 1,19022,17716,36738,15727,15537,31264
PONDICHERRY CODE : U07,Pondicherry NO : 1,337186,328300,665486,210591,207195,417786
