State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total
MAHARASHTRA CODE : S13,Karad NO : 45,506736,519503,1026239,334936,321251,656187
MAHARASHTRA CODE : S13,Sangli NO : 46,520527,501815,1022342,329703,289731,619434
MAHARASHTRA CODE : S13,Ichalkaranji NO : 47,556108,543358,1099466,390657,341879,732536
MAHARASHTRA CODE : S13,Kolhapur NO : 48,523822,517379,1041201,378547,341834,720381
MANIPUR CODE : S14,Inner Manipur NO : 1,315716,324784,640500,217606,218525,436131
MANIPUR CODE : S14,Outer Manipur (ST) NO : 2,344862,344847,689709,163785,156044,319829
MEGHALAYA CODE : S15,Shillong NO : 1,357776,355619,713395,260838,264958,525796
MEGHALAYA CODE : S15,Tura NO : 2,225317,218782,444099,169735,165359,335094
MIZORAM CODE : S16,Mizoram (ST) NO : 1,220709,221748,442457,154254,153513,307767
NAGALAND CODE : S17,Nagaland NO : 1,487721,438848,926569,231690,189024,420714
ORISSA CODE : S18,Mayurbhanj (ST) NO : 1,468907,459167,928074,330458,275101,605559
ORISSA CODE : S18,Balasore NO : 2,617713,582268,1199981,426980,372488,799468
ORISSA CODE : S18,Bhadrak (SC) NO : 3,602408,561202,1163610,408557,298965,707522
ORISSA CODE : S18,Jajpur (SC) NO : 4,596941,541878,1138819,353311,272844,626155
ORISSA CODE : S18,Kendrapara NO : 5,573238,525828,1099066,348890,309285,658175
