State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total
KARNATAKA CODE : S10,Chikballapur NO : 9,561862,538515,1100377,421315,359741,781056
KARNATAKA CODE : S10,Kolar (SC) NO : 10,530552,515309,1045861,388078,326085,714163
KARNATAKA CODE : S10,Kanakapura NO : 11,904667,819597,1724264,578568,488294,1066862
KARNATAKA CODE : S10,Bangalore North NO : 12,807109,731348,1538457,457593,377166,834759
KARNATAKA CODE : S10,Bangalore South NO : 13,685666,614832,1300498,404697,322523,727220
KARNATAKA CODE : S10,Mandya NO : 14,528185,512066,1040251,400098,345798,745896
KARNATAKA CODE : S10,Chamarajanagar (SC NO : 15,535385,522365,1057750,387273,327694,714967
KARNATAKA CODE : S10,Mysore NO : 16,620158,590444,1210602,409960,347145,757105
KARNATAKA CODE : S10,Mangalore NO : 17,484741,480115,964856,357717,336454,694171
KARNATAKA CODE : S10,Udupi NO : 18,474447,518583,993030,305664,336752,642416
KARNATAKA CODE : S10,Hassan NO : 19,567056,567749,1134805,414540,357758,772298
KARNATAKA CODE : S10,Chikmagalur NO : 20,497484,499064,996548,347181,302594,649775
KARNATAKA CODE : S10,Shimoga NO : 21,550624,527876,1078500,400538,335072,735610
KARNATAKA CODE : S10,Kanara NO : 22,544210,524297,1068507,365319,297181,662500
KARNATAKA CODE : S10,Dharwad South NO : 23,536593,504154,1040747,346685,275636,622321
KARNATAKA CODE : S10,Dharwad North NO : 24,549047,522257,1071304,335700,262456,598156
KARNATAKA CODE : S10,Belgaum NO : 25,585154,581156,1166310,369734,290945,660679
KARNATAKA CODE : S10,Chikkodi (SC) NO : 26,520243,507318,1027561,316841,267348,584189
KARNATAKA CODE : S10,Bagalkot NO : 27,524057,530279,1054336,357320,318399,675719
KARNATAKA CODE : S10,Bijapur NO : 28,557359,539096,1096455,290348,229285,519633
KERALA CODE : S11,Kasaragod NO : 1,542029,577686,1119715,394114,418261,812375
KERALA CODE : S11,Cannanore NO : 2,510212,535976,1046188,382956,391813,774769
KERALA CODE : S11,Badagara NO : 3,525502,564214,1089716,394800,430403,825203
KERALA CODE : S11,Calicut NO : 4,515003,544408,1059411,387914,370822,758736
KERALA CODE : S11,Manjeri NO : 5,563235,589790,1153025,395050,400671,795721
KERALA CODE : S11,Ponnani NO : 6,520134,571046,1091180,345903,387520,733423
KERALA CODE : S11,Palghat NO : 7,522094,539989,1062083,370395,367454,737849
KERALA CODE : S11,Ottapalam (SC) NO : 8,489774,546126,1035900,334216,361507,695723
KERALA CODE : S11,Trichur NO : 9,469272,525960,995232,339174,369042,708216
KERALA CODE : S11,Mukundapuram NO : 10,488635,515792,1004427,367452,381987,749439
KERALA CODE : S11,Ernakulam NO : 11,527699,542364,1070063,364472,365443,729915
KERALA CODE : S11,Muvattupuzha NO : 12,487628,487396,975024,370800,348619,719419
KERALA CODE : S11,Kottayam NO : 13,481959,486375,968334,362080,339580,701660
KERALA CODE : S11,Idukki NO : 14,518359,515976,1034335,370245,359587,729832
KERALA CODE : S11,Alleppey NO : 15,471490,502371,973861,372979,385395,758374
KERALA CODE : S11,Mavelikara NO : 16,416556,464264,880820,298498,335095,633593
KERALA CODE : S11,Adoor (SC) NO : 17,452953,487147,940100,323624,357954,681578
KERALA CODE : S11,Quilon NO : 18,501559,520616,1022175,354958,383120,738078
KERALA CODE : S11,Chirayinkil NO : 19,486398,549047,1035445,327840,368184,696024
KERALA CODE : S11,Trivandrum NO : 20,551888,564945,1116833,365051,356036,721087
MADHYA PRADESH CODE : S12,Morena (SC) NO : 1,666693,550470,1217163,303366,107009,410375
MADHYA PRADESH CODE : S12,Bhind NO : 2,652349,537478,1189827,331768,181713,513481
MADHYA PRADESH CODE : S12,Gwalior NO : 3,646083,536988,1183071,301930,216310,518240
MADHYA PRADESH CODE : S12,Guna NO : 4,644070,557617,1201687,347536,212609,560145
MADHYA PRADESH CODE : S12,Sagar (SC) NO : 5,557699,486561,1044260,303381,177801,481182
MADHYA PRADESH CODE : S12,Khajuraho NO : 6,689790,596633,1286423,412266,260777,673043
MADHYA PRADESH CODE : S12,Damoh NO : 7,617228,557485,1174713,381469,232059,613528
MADHYA PRADESH CODE : S12,Satna NO : 8,581063,533676,1114739,379084,286097,665181
MADHYA PRADESH CODE : S12,Rewa NO : 9,664131,616899,1281030,357473,242589,600062
MADHYA PRADESH CODE : S12,Sidhi (ST) NO : 10,627731,569491,1197222,389798,275609,665407
MADHYA PRADESH CODE : S12,Shahdol (ST) NO : 11,585961,557107,1143068,372118,285038,657156
MADHYA PRADESH CODE : S12,Surguja (ST) NO : 12,529664,516951,1046615,374924,300300,675224
MADHYA PRADESH CODE : S12,Raigarh (ST) NO : 13,462730,460976,923706,341976,304404,646380
MADHYA PRADESH CODE : S12,Janjgir NO : 14,585394,563769,1149163,378130,289458,667588
MADHYA PRADESH CODE : S12,Bilaspur (SC) NO : 15,522698,508639,1031337,315427,241920,557347
MADHYA PRADESH CODE : S12,Sarangarh (SC) NO : 16,509123,512240,1021363,305756,255702,561458
MADHYA PRADESH CODE : S12,Raipur NO : 17,563326,541016,1104342,322132,248595,570727
MADHYA PRADESH CODE : S12,Mahasamund NO : 18,504761,513618,1018379,341815,283934,625749
MADHYA PRADESH CODE : S12,Kanker (ST) NO : 19,488287,489830,978117,327692,252078,579770
MADHYA PRADESH CODE : S12,Bastar (ST) NO : 20,456828,466580,923408,251122,171419,422541
MADHYA PRADESH CODE : S12,Durg NO : 21,642983,607082,1250065,367244,287352,654596
MADHYA PRADESH CODE : S12,Rajnandgaon NO : 22,479545,488524,968069,289855,232256,522111
MADHYA PRADESH CODE : S12,Balaghat NO : 23,427984,431913,859897,303706,264924,568630
MADHYA PRADESH CODE : S12,Mandla (ST) NO : 24,477809,477469,955278,317874,277238,595112
MADHYA PRADESH CODE : S12,Jabalpur NO : 25,638947,578308,1217255,315503,220536,536039
MADHYA PRADESH CODE : S12,Seoni NO : 26,535819,511843,1047662,350287,274712,624999
MADHYA PRADESH CODE : S12,Chhindwara NO : 27,513715,482319,996034,353924,284407,638331
MADHYA PRADESH CODE : S12,Betul NO : 28,484232,458548,942780,303050,222123,525173
MADHYA PRADESH CODE : S12,Hoshangabad NO : 29,567945,509703,1077648,349340,234756,584096
MADHYA PRADESH CODE : S12,Bhopal NO : 30,762074,693940,1456014,432549,300177,732726
MADHYA PRADESH CODE : S12,Vidisha NO : 31,579808,502347,1082155,363943,222709,586652
MADHYA PRADESH CODE : S12,Rajgarh NO : 32,547846,492370,1040216,374362,228032,602394
MADHYA PRADESH CODE : S12,Shajapur (SC) NO : 33,572237,541227,1113464,371092,256035,627127
MADHYA PRADESH CODE : S12,Khandwa NO : 34,537493,513040,1050533,333227,255784,589011
MADHYA PRADESH CODE : S12,Khargone NO : 35,535819,515104,1050923,339010,265954,604964
MADHYA PRADESH CODE : S12,Dhar (ST) NO : 36,566518,545082,1111600,340036,265549,605585
MADHYA PRADESH CODE : S12,Indore NO : 37,636679,602949,1239628,393578,280895,674473
MADHYA PRADESH CODE : S12,Ujjain (SC) NO : 38,525117,495799,1020916,340629,256351,596980
MADHYA PRADESH CODE : S12,Jhabua (ST) NO : 39,534196,525781,1059977,281507,221102,502609
MADHYA PRADESH CODE : S12,Mandsaur NO : 40,588948,568557,1157505,423002,289128,712130
MAHARASHTRA CODE : S13,Rajapur NO : 1,347124,449065,796189,215249,225495,440744
MAHARASHTRA CODE : S13,Ratnagiri NO : 2,359674,476888,836562,213253,269258,482511
MAHARASHTRA CODE : S13,Kolaba NO : 3,542323,543379,1085702,338411,301405,639816
MAHARASHTRA CODE : S13,Mumbai South NO : 4,419593,291157,710750,195148,119010,314158
MAHARASHTRA CODE : S13,Mumbai South Centra NO : 5,486386,315652,802038,231891,139277,371168
MAHARASHTRA CODE : S13,Mumbai North Central NO : 6,641837,476370,1118207,304154,208036,512190
MAHARASHTRA CODE : S13,Mumbai North East NO : 7,1094301,835783,1930084,549109,377231,926340
MAHARASHTRA CODE : S13,Mumbai North West NO : 8,837900,679913,1517813,412147,302815,714962
MAHARASHTRA CODE : S13,Mumbai North NO : 9,1186346,969946,2156292,519735,352067,871802
MAHARASHTRA CODE : S13,Thane NO : 10,1517696,1314818,2832514,554766,358612,913378
MAHARASHTRA CODE : S13,Dahanu (ST) NO : 11,760209,633680,1393889,320452,237704,558156
MAHARASHTRA CODE : S13,Nashik NO : 12,675853,629357,1305210,373438,260663,634101
MAHARASHTRA CODE : S13,Malegaon (ST) NO : 13,535970,520747,1056717,258726,182156,440882
MAHARASHTRA CODE : S13,Dhule (ST) NO : 14,549968,528001,1077969,251548,139015,390563
MAHARASHTRA CODE : S13,Nandurbar (ST) NO : 15,519150,522183,1041333,275908,247395,523303
MAHARASHTRA CODE : S13,Erandol NO : 16,525836,509486,1035322,301370,230524,531894
MAHARASHTRA CODE : S13,Jalgaon NO : 17,542162,514804,1056966,296367,224890,521257
MAHARASHTRA CODE : S13,Buldhana (SC) NO : 18,521319,501896,1023215,336692,270785,607477
MAHARASHTRA CODE : S13,Akola NO : 19,554561,520865,1075426,362029,285646,647675
MAHARASHTRA CODE : S13,Washim NO : 20,496464,474271,970735,328236,264255,592491
MAHARASHTRA CODE : S13,Amravati NO : 21,574112,525608,1099720,323860,227750,551610
MAHARASHTRA CODE : S13,Ramtek NO : 22,545410,487583,1032993,329558,229507,559065
MAHARASHTRA CODE : S13,Nagpur NO : 23,795212,719124,1514336,441835,343109,784944
MAHARASHTRA CODE : S13,Bhandara NO : 24,454931,452976,907907,325430,291311,616741
MAHARASHTRA CODE : S13,Chimur NO : 25,502080,487132,989212,388778,332409,721187
MAHARASHTRA CODE : S13,Chandrapur NO : 26,611060,569314,1180374,426170,344705,770875
MAHARASHTRA CODE : S13,Wardha NO : 27,545174,496179,1041353,326205,228780,554985
MAHARASHTRA CODE : S13,Yavatmal NO : 28,525527,480365,1005892,335993,253250,589243
MAHARASHTRA CODE : S13,Hingoli NO : 29,510458,505032,1015490,330320,260780,591100
MAHARASHTRA CODE : S13,Nanded NO : 30,588533,566402,1154935,363540,279062,642602
MAHARASHTRA CODE : S13,Parbhani NO : 31,508395,509173,1017568,284242,210454,494696
MAHARASHTRA CODE : S13,Jalna NO : 32,539205,533084,1072289,346454,280288,626742
MAHARASHTRA CODE : S13,Aurangabad NO : 33,693003,625960,1318963,391662,305919,697581
MAHARASHTRA CODE : S13,Beed NO : 34,581811,564607,1146418,365045,294295,659340
MAHARASHTRA CODE : S13,Latur NO : 35,538635,506382,1045017,374288,308985,683273
MAHARASHTRA CODE : S13,Osmanabad (SC) NO : 36,470180,445744,915924,278284,208800,487084
MAHARASHTRA CODE : S13,Sholapur NO : 37,501339,484682,986021,304329,249071,553400
MAHARASHTRA CODE : S13,Pandharpur (SC) NO : 38,542062,516223,1058285,299015,221813,520828
MAHARASHTRA CODE : S13,Ahmednagar NO : 39,566185,542798,1108983,334002,235864,569866
MAHARASHTRA CODE : S13,Kopargaon NO : 40,471065,453531,924596,298139,222654,520793
MAHARASHTRA CODE : S13,Khed NO : 41,523765,505293,1029058,324924,250418,575342
MAHARASHTRA CODE : S13,Pune NO : 42,688495,676504,1364999,433901,344201,778102
MAHARASHTRA CODE : S13,Baramati NO : 43,728451,670591,1399042,447158,315375,762533
MAHARASHTRA CODE : S13,Satara NO : 44,463003,486931,949934,285262,263513,548775
MAHARASHTRA CODE : S13,Karad NO : 45,498569,516753,1015322,320739,306417,627156
MAHARASHTRA CODE : S13,Sangli NO : 46,510879,493791,1004670,320915,275738,596653
MAHARASHTRA CODE : S13,Ichalkaranji NO : 47,554047,539800,1093847,382175,328516,710691
MAHARASHTRA CODE : S13,Kolhapur NO : 48,522964,515369,1038333,307974,240972,548946
MANIPUR CODE : S14,Inner Manipur NO : 1,309525,317128,626653,205540,209196,414736
MANIPUR CODE : S14,Outer Manipur (ST) NO : 2,331707,332630,664337,283896,270151,554047
MEGHALAYA CODE : S15,Shillong NO : 1,343100,339609,682709,192232,193368,385600
MEGHALAYA CODE : S15,Tura NO : 2,207048,202996,410044,150094,137678,287772
MIZORAM CODE : S16,Mizoram (ST) NO : 1,203746,204348,408094,148543,151050,299593
NAGALAND CODE : S17,Nagaland NO : 1,457901,416617,874518,416305,356097,772402
ORISSA CODE : S18,Mayurbhanj (ST) NO : 1,473144,461885,935029,314688,259424,574112
ORISSA CODE : S18,Balasore NO : 2,588554,548127,1136681,416180,368470,784650
ORISSA CODE : S18,Bhadrak (SC) NO : 3,588035,541840,1129875,385636,336935,722571
ORISSA CODE : S18,Jajpur (SC) NO : 4,564189,512358,1076547,358280,283972,642252
