pc91_state_id,pc91_district_id,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni
21,23,27.270000000000003,11601,52924,39116,18094,17052,1042,45723,7968,5419,10139,1824.6999999999998,43.0,5.4,513.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7000.0,0.0,0.0,0.0,0.0,7303.0,155.0,1906.0,1413.0,252.0,21.5,35.0,56.5,60.0,0.0,3,3,0.0,0,0,0.0,7108.0,4817.0,2010.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,11.0,1.0,2.0,0.0,5.0,293.0,36.0,19.0,4.0,4.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,11.0,3.0,0.0,14750800.0,11302500.0,
21,24,25.59,16441,73947,57273,24546,23858,688,64648,11046,6689,8419,2908.2,45.0,4.0,520.0,0.0,0.0,30.0,3.0,3.0,3.0,3.0,338500.0,0.0,0.0,0.0,0.0,11006.0,403.0,3135.0,2882.0,177.0,74.68,43.31,117.99000000000001,0.0,3.0,3,0,0.0,0,0,0.0,4953.0,471.0,15.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,7.0,11.0,0.0,2.0,3.0,6.0,485.0,36.0,31.0,11.0,9.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,27.0,1.0,2.0,1.0,1.0,2.0,19.0,4.0,1.0,13684100.0,13789000.0,
21,25,165.04999999999998,22147,108892,69548,37433,35319,2114,96311,16420,22912,4788,2121.1,40.0,4.4,167.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3335000.0,0.0,0.0,0.0,0.0,13607.0,483.0,3415.0,6358.0,620.0,71.0,74.0,145.0,0.0,3.0,3,0,0.0,0,0,0.0,2138.0,7659.0,437.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,20.0,0.0,3.0,1.0,5.0,312.0,63.0,30.0,12.0,11.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,9.0,340.0,4.0,4.0,1.0,5.0,5.0,24.0,8.0,9.0,17155800.0,17625800.0,
21,26,354.46000000000004,132675,601105,420113,213249,207721,5528,526586,29531,130686,22504,1852.2,45.8,6.5,248.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,724190.0,0.0,0.0,240000.0,726200.0,71918.0,1917.0,16083.0,21502.0,1066.0,405.65,185.5,591.15,0.0,3.0,3,3,0.0,0,3,0.0,18289.0,45800.0,242.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,20.0,40.0,0.0,9.0,0.0,9.0,1116.0,260.0,183.0,77.0,49.0,9.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,12.0,2.0,80.0,3.0,12.0,5.0,6.0,5.0,102.0,19.0,144.0,124720300.0,119816100.0,
21,27,82.38000000000001,26516,123492,83601,42802,40946,1856,108161,23656,21934,6062,1965.3000000000002,48.0,3.0,285.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,452400.0,1212400.0,0.0,0.0,0.0,14670.0,1117.0,5481.0,4143.0,1848.0,55.7,58.54,114.24000000000001,0.0,3.0,3,0,0.0,0,0,0.0,9184.0,10179.0,3513.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,12.0,25.0,2.0,4.0,2.0,11.0,475.0,58.0,29.0,10.0,12.0,8.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,7.0,1.0,4.0,3.0,33.0,12.0,5.0,14310100.0,12638700.0,
22,01,,169,680,517,408,362,46,395,1091,49,238,2710.7,,,8.0,0.0,0.0,183.0,3.0,0.0,0.0,0.0,0.0,220000.0,0.0,0.0,0.0,2140.0,5.0,111.0,380.0,0.0,,,,68.0,3.0,0,0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,
22,02,,6141,27644,22477,12559,12211,348,19313,5335,2330,6803,1662.6,26.0,1.8,0.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,12860000.0,0.0,0.0,0.0,4152.0,35.0,2304.0,170.0,0.0,,,3.0,0.0,3.0,0,0,0.0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,310.0,6.0,4.0,4.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0,1.0,4.0,1.0,1.0,0.0,14.0,0.0,16.0,,,
22,03,,470,2155,1781,944,930,14,1625,3315,200,155,1975.6,,,82.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,0.0,962.0,20.0,537.0,412.0,0.0,,,1.0,0.0,3.0,0,0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,,,
22,04,,299,1475,1073,596,590,6,1166,3930,172,219,2121.1,,,89.0,0.0,0.0,76.0,3.0,0.0,0.0,0.0,0.0,490000.0,0.0,0.0,0.0,92.0,2.0,133.0,215.0,0.0,,,2.0,0.0,3.0,0,0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,,
23,01,174.0,794322,3372888,2752341,1173062,1171739,1323,2668334,2277,529712,7930,1965.3000000000002,37.5,19.8,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,503200000.0,30206000000.0,0.0,0.0,0.0,439842.0,58946.0,157321.0,69492.0,43102.0,20.35,27.92,48.27,0.0,3.0,0,0,0.0,0,0,0.0,98267.0,1.0,8690.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,188.0,6.0,4.0,0.0,2.0,12759.0,387.0,296.0,153.0,130.0,584.0,10.0,25.0,25.0,16.0,3.0,2.0,1.0,105.0,15.0,540.0,5.0,120.0,243.0,155.0,0.0,412.0,0.0,395.0,506600000.0,670100000.0,
