Covariate,Beta_on_EVM,Std_Error,P_Value
Lit_Pct,18.638175033946993,2.8421898040927385,5.465083525958559e-11
SC_Pct,3.857791804714305,2.0468781210112974,0.05946767230569318
ST_Pct,-19.933937984643897,2.369991237100827,4.0661502272698646e-17
Urban_Pct,33.79987729416649,6.382825981079716,1.1872963694064692e-07
