Percentile,Raw_Agency_Pct,Centered_IHS,Marginal_Effect,Std_Error,Z_Score,P_Value
0.1,0.6466467295339389,-0.8893158847600438,3.4593183642414806,4.0064899199385975,0.8634286952840998,0.38790180802634544
0.25,1.1556349933620709,-0.5104679527240349,0.854597648732399,3.0673272251213923,0.278613133197283,0.7805417328296478
0.5,2.0563571998952757,-0.029167726690072948,-2.454520768233663,2.2424865763206814,-1.094553159939478,0.2737124458340183
0.75,3.4742356841848694,0.46089176243904917,-5.82386238323579,2.2886729211403276,-2.544645995258274,0.01093885731824007
0.9,5.162484882817891,0.8460898137180974,-8.472242534997847,2.9511331641012757,-2.8708438636580276,0.004093776753909983
