pc91_state_id,pc91_district_id,state_clean,alloc_electors_f,alloc_voters_f,alloc_treated_electors_f,Female_Turnout_Dist,EVM_Exposure,Lit_Pct,SC_Pct,ST_Pct,Urban_Pct,Fem_Enterprise_Pct,Agency_IHS,Agency_Centered
19,2,odisha,507688.2281755267,245146.4605054758,0.0,48.28681204337863,0.0,44.095251351023265,8.780586702867671,50.7361273441517,28.37088488449172,0.972806703025042,0.8620137141061304,-0.6357128026285133
19,3,odisha,420583.3602004835,210844.5782332294,0.0,50.1314598211218,0.0,36.72177182751147,11.497913348581557,44.52224065048439,10.427494102290826,1.7153909569408332,1.3085978050680154,-0.18912871166662826
19,4,odisha,736555.4723762025,388833.8906396688,0.0,52.79084946382264,0.0,30.724087064491822,6.991743518449735,57.87103757866474,5.2885523564932235,1.969688208902242,1.4299968646743029,-0.06772965206034076
19,5,odisha,1050034.8431904966,603605.7168163595,0.0,57.48435118422578,0.0,48.409908121678086,19.80913899416514,7.0658056703518906,7.830363543413007,1.2719570847716621,1.0612363941800165,-0.43649012255462716
19,6,odisha,2123038.70997287,1049480.0034682828,42932.057584794275,49.43291888830863,0.020221985300184608,53.22760257653039,20.356039535789673,3.3010753662315073,10.555675342676729,1.1378123888951648,0.9755447117152466,-0.522181805019397
19,7,odisha,654579.6979994992,318705.0437039142,0.0,48.688501137130906,0.0,44.22743228375334,16.425158484832608,12.180174988211872,8.295855818096086,2.337079544100711,1.584963711331039,0.08723719459639545
19,8,odisha,443919.67795779975,216429.4076862428,0.0,48.754181991188325,0.0,31.708351929887606,18.755760101551676,37.27700074772639,5.029242477814552,3.6769957378182236,2.0132411833196127,0.515514666584969
19,9,odisha,507720.6344205265,273435.392630098,0.0,53.85548155673764,0.0,33.254343929044275,17.272141442781987,18.533491897971857,8.168637008049304,3.78500636329467,2.0412053676424247,0.543478850907781
19,10,odisha,641305.4702999768,348009.91192555235,0.0,54.26585738661599,0.0,25.12355880215802,15.742027997659362,30.79118787496865,5.614514542192614,2.7978974380199495,1.7525214974151846,0.25479498068054096
19,11,odisha,1104936.8947253753,560037.3506206241,0.0,50.685007740629175,0.0,18.37749959464458,15.019125784033957,54.33720310420681,9.422657353646716,4.172883943058237,2.1358120097209423,0.6380854929862987
19,12,odisha,1188497.9578966608,478092.0399820307,5449.301933742653,40.22657647877932,0.004585032643544909,36.57326896810849,16.578467014303193,9.392120548974606,12.746415315640089,3.4719970762129884,1.957998889037412,0.4602723723027684
19,13,odisha,1335319.9599863328,633632.9422799177,555187.640481463,47.45176895928396,0.4157712436854052,54.030696906508545,15.454776520478447,3.5459854397045354,16.97878049582594,1.6969642753795902,1.2992802316274046,-0.19844628510723905
20,1,punjab,847265.1631366073,442703.3897995838,39867.47223775203,52.25086655996564,0.047054303625751775,51.668211201253236,24.695115703476684,0.0,18.603292932558865,1.370211297660017,1.1205448855804536,-0.37718163115419
20,2,punjab,712869.5605574903,356703.9938814697,466710.17874950496,50.03776477740388,0.6546922530743498,48.30293544574696,28.006675823298306,0.0,28.706159964225254,5.115160718805366,2.334776692503371,0.8370501757687272
20,3,punjab,595622.0542245453,353779.74372550286,105133.83115074877,59.39668305031069,0.1765109777333968,39.22081928478179,21.797318973490142,0.0,19.748142978958427,1.590226316843581,1.243791882238634,-0.2539346344960096
20,5,punjab,719609.8044609712,360576.54494673654,0.0,50.10723071190352,0.0,58.1480441704037,39.08146243290489,0.0,30.594976186446825,2.4727491125533367,1.6370625936794547,0.1393360769448111
20,6,punjab,335833.1209317566,163093.75069329908,6137.349012742997,48.563926702881915,0.018274996211556347,53.19888594550041,29.457184522622082,0.0,21.839581719237852,1.2316801884323476,1.0360973739219157,-0.46162914281272793
20,7,punjab,1333731.343996454,706007.9457874614,24204.66251957515,52.93479447457137,0.018148079542801464,59.84338445720632,33.324169706699806,0.0,12.976932402675413,1.462550996843969,1.1738091085352957,-0.3239174081993479
20,8,punjab,388836.883936409,204270.5180347038,95563.53764775212,52.53372981666793,0.24576767687342316,57.17991312828813,24.572003368272057,0.0,21.47011313855459,0.8013555456468466,0.733726409431352,-0.7640001073032916
20,9,punjab,628794.0479770898,355151.28921863285,345491.0219418911,56.48133762735185,0.5494502103723462,48.84835374387868,23.604951266768694,0.0,25.235122943168648,2.428474253056668,1.6203345306800208,0.12260801394537713
20,10,punjab,692656.7295993889,398596.1383245443,161724.3734681417,57.54598508774757,0.23348415825206528,38.5303370523706,26.831801277103363,0.0,20.31734615114729,1.6409344434564705,1.2704809262963397,-0.22724559043830395
20,11,punjab,531584.1717720351,278718.36683232355,30672.747463630603,52.431652715169506,0.057700641013036645,35.92617260794006,29.269668575472625,0.0,18.738970090957284,1.156539270307182,0.9878501461985608,-0.5098763705360828
20,12,punjab,553118.7394885715,373473.82563739445,423623.75886604545,67.52145587812093,0.7658821309466741,41.48021002082183,34.08089314312521,0.0,21.17280498429697,1.2916348843122298,1.0733404290388964,-0.42438608769574726
21,1,rajasthan,705841.0972344365,328755.3049758867,0.0,46.57639038927973,0.0,33.97271504372169,29.342374782809845,0.3424303163694955,17.99678864206863,0.5087629134149756,0.4890358450406523,-1.0086906716939914
21,2,rajasthan,606573.8706636722,273052.9483982664,0.0,45.01561336618576,0.0,33.35080998067936,18.643261720362634,0.263801046947504,32.86614264246908,0.6539532802740441,0.6145359219411695,-0.8831905947934742
21,3,rajasthan,562741.0243210932,280979.3725111431,0.0,49.93049384485956,0.0,27.296785727939994,20.132956543207637,0.506670831143635,22.92862090796398,1.8694325955378095,1.3836713737630721,-0.11405514297157149
21,4,rajasthan,491884.68934672896,237868.76732758907,0.0,48.358644308181674,0.0,37.7565767896154,15.374353601222431,1.9291958334728874,16.524616394752094,1.0730425508696266,0.9320910958860883,-0.5656354208485553
21,5,rajasthan,754092.5604904003,327122.9403892788,0.0,43.37968009875933,0.0,33.91194733037822,17.779088906112566,8.057546438617424,11.504933422741642,0.9150676354339233,0.8200247469481442,-0.6777017697864994
21,6,rajasthan,473767.808941855,175502.04802432557,9888.703161603999,37.043894648795096,0.02087246743017449,33.70969929473766,21.636743877392856,2.313657676509339,15.73985943191506,1.1274812170729982,0.9687070472108196,-0.5290194695238241
21,7,rajasthan,226601.71069354,66664.85499854347,0.0,29.41939617071212,0.0,27.24932920068474,20.168410322370605,4.593724440578055,13.605984957550513,0.8106727945870038,0.7409806307673872,-0.7567458859672564
21,8,rajasthan,606475.2063136438,174115.99798580614,0.0,28.70949977397107,0.0,28.663303337218544,21.862371906634735,22.567009642008763,11.882874999426647,0.9846903616279844,0.8705064989950344,-0.6272200177396092
21,9,rajasthan,1538169.6730510788,681682.2628021764,826614.7328025099,44.317754714927304,0.5374015281180622,38.254091909224485,16.228580697169814,11.257729138340698,32.544550604112054,1.815491272954247,1.3579393207247767,-0.1397871960098669
21,10,rajasthan,601800.0911008641,311262.145466874,0.0,51.721850838787134,0.0,33.1273190175993,14.00510278830157,2.6527011027101643,16.49040595491705,3.2673298136066133,1.8997562140203124,0.40202969728566873
21,11,rajasthan,571495.1740430696,267476.4288050407,450309.97460588696,46.80291994642161,0.7879506163108041,42.71297292726352,18.51003223799821,2.298188161947578,34.01415784456026,1.448435533780194,1.1658158070037266,-0.3319107097309171
21,12,rajasthan,379762.7776823778,151147.63385889,15122.555541268113,39.80053937389972,0.03982105785500696,27.023065917576854,20.20530863006472,11.869700247757965,15.696606311156907,2.387289297523994,1.604538119695069,0.10681160296042536
21,13,rajasthan,362282.2380072499,183391.27462867566,0.0,50.621105698537086,0.0,24.021746386970744,14.553998786707186,4.8464952382611015,12.802271005494651,0.5844817416483458,0.5554726351365318,-0.9422538815981119
21,14,rajasthan,672162.2588778589,257163.89793077222,0.0,38.25919925348002,0.0,32.67506639244424,15.273860996348706,2.824215468615262,29.244995200797963,1.1468377886826122,0.9814895525101928,-0.5162369642244509
21,15,rajasthan,735053.4469171176,353734.6084873616,40773.8073710918,48.12365821437303,0.055470534206867456,25.27934875350264,19.734755059888755,0.22360955049631437,12.70443535791049,1.2089657606777267,1.0217002442061738,-0.47602627252846985
21,16,rajasthan,501145.59114127,223231.3181584187,7984.92967924312,44.544204738995916,0.015933353142065686,28.9020284816258,18.146541516867238,5.399843383350197,17.515298378936944,1.0654790427600982,0.9269247890613462,-0.5708017276732974
21,17,rajasthan,289067.99038199685,145862.20070674436,0.0,50.45947858633214,0.0,18.32928982415264,15.699592118849907,5.8689178398881845,8.143827226728687,0.6113390838288251,0.5785237320212675,-0.9192027847133761
21,18,rajasthan,411981.6910691351,188093.634752365,0.0,45.655823748925,0.0,18.762816579917256,17.788165729154542,8.430519805034821,5.826287040627082,1.027853785168035,0.9009326812389628,-0.5967938354956809
21,19,rajasthan,227067.85988646917,107180.00379945029,0.0,47.20175010811254,0.0,25.590149672262243,19.24425369517254,23.394222580344294,16.085678158002167,1.7085083716910212,1.3051263387058927,-0.19260017802875096
21,20,rajasthan,538278.9865920749,248670.64808503923,0.0,46.19735384050759,0.0,25.83690701563214,17.11814744326884,9.023003801326698,15.959671790339508,2.8561737240324243,1.771955934332132,0.2742294175974884
21,21,rajasthan,977440.7268849649,484379.57338033034,0.0,49.555902476461576,0.0,27.983481125711723,8.31564451055809,36.7933628237418,14.346722615608412,1.2297453430521958,1.0348772409157792,-0.4628492758188645
21,22,rajasthan,596219.6271670494,339778.560335955,0.0,56.98882506609523,0.0,28.09343817166266,14.627439883033844,20.27846839016568,12.937359771996848,1.7048651288202887,1.3032845258368235,-0.1944419908978201
