Model,Variable,Coefficient,Std_Error,P_Value,CI_Lower,CI_Upper,N,R2,Adj_R2,F_Stat,F_PVal,AIC,BIC
Main_Effects,Intercept,70.45196673483723,2.1346918014913574,7.273086773914435e-239,66.26804768582124,74.63588578385321,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.arunachal pradesh],10.660460935943894,2.966962471030969,0.0003268228951595493,4.845321349241231,16.475600522646555,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.assam],3.8118521064332165,1.645416717919569,0.02052288925225887,0.5868945997507602,7.036809613115673,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.bihar],-13.636539961326687,1.8715485486562267,3.187400701772502e-13,-17.3047077120111,-9.968372210642274,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.chandigarh],-8.301231135457291,2.101741657850956,7.825198780179009e-05,-12.42056908965267,-4.181893181261913,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.dadra nagar haveli],2.9202054599248926,2.504233046171114,0.2435709002667681,-1.9880011194655212,7.828412039315307,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.daman diu],-10.535010227959415,10.539512707598536,0.31751729180085253,-31.192075549454774,10.122055093535945,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.goa],-19.344600167269675,2.7574114510469685,2.2913987596058164e-12,-24.749027301880062,-13.940173032659287,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.gujarat],-23.27905832305371,1.8540554534269624,3.696579264965121e-36,-26.912940237110636,-19.645176408996786,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.haryana],-8.19309397407689,2.023395676978835,5.139733073906307e-05,-12.158876627429446,-4.227311320724332,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.himachal pradesh],-13.351676517532422,2.0928806629238124,1.775871039689765e-10,-17.453647240803406,-9.249705794261438,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.karnataka],0.00756845505360508,1.55738003837557,0.996122507340459,-3.0448403304041194,3.0599772405113295,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.kerala],6.446683950160837,2.694299673637425,0.016724349719763842,1.1659536262734624,11.727414274048211,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.madhya pradesh],-19.201108956137652,1.5533826319806827,4.2570285196416745e-35,-22.24568296902983,-16.156534943245475,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.maharashtra],-3.4610925593366777,1.7349063238468516,0.04604574388779628,-6.861446470627291,-0.06073864804606499,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.manipur],-0.3998031753792407,1.666969008684282,0.8104555388222503,-3.6670023957448703,2.8673960449863887,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.meghalaya],-5.233025804370618,4.055629521304965,0.1969424919721764,-13.18191360076577,2.715861992024534,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.mizoram],4.5918561683634955,3.766798126111686,0.222831169045694,-2.7909324958483737,11.974644832575365,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.nagaland],10.83543537004877,3.359890301143876,0.001260002852490177,4.250171387801337,17.420699352296204,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.nct of delhi],-16.221022768415697,2.4205021748828868,2.0627484812865127e-11,-20.96511985568703,-11.476925681144367,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.odisha],-15.26879539723498,1.7384365578734966,1.5908397422379323e-18,-18.676068440074815,-11.861522354395145,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.puducherry],10.527409519347671,4.519030814410187,0.01982876161521517,1.6702718780769956,19.384547160618347,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.punjab],-10.166519871513946,2.24551483065244,5.969170301028162e-06,-14.567648066343288,-5.765391676684605,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.rajasthan],-20.26093954586849,1.6402377735426599,4.7255786415413513e-35,-23.475746508094268,-17.04613258364271,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.sikkim],17.148057547306315,1.7007956999489062,6.610953161574175e-24,13.814559230345868,20.481555864266763,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.tamil nadu],-9.195237376363215,1.407713783366049,6.488147257585972e-11,-11.95430569230129,-6.436169060425139,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.tripura],0.3144183500793851,2.2353356887454394,0.8881399485863634,-4.066759093218713,4.695595793377483,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.uttar pradesh],-19.329142604738493,1.323400287279357,2.5844421612096748e-48,-21.922959504935996,-16.73532570454099,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
Main_Effects,C(state_clean)[T.west bengal],5.2555895076668095,2.3704012637382754,0.026611276872914428,0.6096884018315594,9.901490613502059,426,0.7312996927944185,0.7079344486895853,5398.822650411472,0.0,2813.152825315291,2955.058202434719
