shrid2,state_name,district_name,pc91_state_id,pc91_district_id
11-27-497-03950-525002,maharashtra,nandurbar,14,7
11-27-498-03956-525950,maharashtra,dhule,14,7
11-27-499-03960-526633,maharashtra,jalgaon,14,8
11-27-500-03975-528155,maharashtra,buldana,14,22
11-27-501-03988-529595,maharashtra,akola,14,23
11-27-501-03989-529873,maharashtra,akola,14,24
11-27-502-03995-530587,maharashtra,washim,14,23
11-27-503-04001-531376,maharashtra,amravati,14,24
11-27-504-04015-533379,maharashtra,wardha,14,26
11-27-505-04023-534757,maharashtra,nagpur,14,27
11-27-506-04037-536645,maharashtra,bhandara,14,28
11-27-507-04044-537518,maharashtra,gondiya,14,28
11-27-508-04052-538468,maharashtra,gadchiroli,14,30
11-27-509-04064-540148,maharashtra,chandrapur,14,29
11-27-510-04079-541955,maharashtra,yavatmal,14,25
11-27-511-04095-544101,maharashtra,nanded,14,19
11-27-512-04111-545708,maharashtra,hingoli,14,17
11-27-513-04116-546419,maharashtra,parbhani,14,17
11-27-514-04125-547262,maharashtra,jalna,14,16
11-27-515-04133-548229,maharashtra,aurangabad,14,15
11-27-515-04136-548656,maharashtra,aurangabad,14,16
11-27-516-04142-549593,maharashtra,nashik,14,6
11-27-517-04157-551531,maharashtra,thane,14,2
11-27-518-99999-802794,maharashtra,mumbai suburban,14,1
11-27-520-04172-553291,maharashtra,raigarh,14,3
11-27-521-04187-555231,maharashtra,pune,14,10
11-27-522-04201-557127,maharashtra,ahmadnagar,14,9
11-27-523-04215-558719,maharashtra,bid,14,18
11-27-524-04226-560088,maharashtra,latur,14,21
11-27-525-04236-561038,maharashtra,osmanabad,14,20
11-27-526-04244-561771,maharashtra,solapur,14,13
11-27-527-04255-562928,maharashtra,satara,14,11
11-27-528-04266-564686,maharashtra,ratnagiri,14,4
11-27-529-04275-566234,maharashtra,sindhudurg,14,5
11-27-530-04283-566995,maharashtra,kolhapur,14,14
11-27-531-04295-568217,maharashtra,sangli,14,12
11-28-532-04305-568945,andhra pradesh,adilabad,2,19
11-28-533-04357-570686,andhra pradesh,nizamabad,2,18
11-28-533-04370-802905,andhra pradesh,nizamabad,2,11
11-28-534-04393-571604,andhra pradesh,karimnagar,2,20
11-28-535-04450-572699,andhra pradesh,medak,2,17
11-28-536-04499-802919,andhra pradesh,hyderabad,2,16
11-28-537-04512-573969,andhra pradesh,rangareddy,2,15
11-28-538-04549-574899,andhra pradesh,mahbubnagar,2,14
11-28-539-04613-576452,andhra pradesh,nalgonda,2,23
11-28-540-04672-577605,andhra pradesh,warangal,2,21
11-28-541-04723-578681,andhra pradesh,khammam,2,22
11-28-542-04769-579911,andhra pradesh,srikakulam,2,1
11-28-543-04807-581721,andhra pradesh,vizianagaram,2,2
11-28-544-04841-583252,andhra pradesh,visakhapatnam,2,3
11-28-545-04884-586528,andhra pradesh,east godavari,2,4
11-28-546-04944-587919,andhra pradesh,west godavari,2,5
11-28-546-04989-588807,andhra pradesh,west godavari,2,3
11-28-547-04990-588808,andhra pradesh,krishna,2,6
11-28-548-05040-589798,andhra pradesh,guntur,2,7
11-28-549-05097-590514,andhra pradesh,prakasam,2,8
11-28-550-05153-591604,andhra pradesh,sri potti sriramulu nellore,2,9
11-28-551-05199-592792,andhra pradesh,ysr kadapa,2,11
11-28-551-05218-593201,andhra pradesh,ysr kadapa,2,12
11-28-552-05250-593723,andhra pradesh,kurnool,2,13
11-28-553-05304-594641,andhra pradesh,anantapur,2,12
11-28-554-05367-595600,andhra pradesh,chittoor,2,10
11-29-555-05433-597114,karnataka,belgaum,11,3
11-29-556-05443-598402,karnataka,bagalkot,11,6
11-29-556-05448-598975,karnataka,bagalkot,11,4
11-29-557-05449-599029,karnataka,bijapur,11,6
11-29-558-05454-599721,karnataka,bidar,11,5
11-29-559-05459-600344,karnataka,raichur,11,17
11-29-560-05464-601230,karnataka,koppal,11,17
11-29-561-05468-601861,karnataka,gadag,11,10
11-29-562-05473-602198,karnataka,dharwad,11,10
11-29-563-05478-602577,karnataka,uttara kannada,11,20
11-29-564-05489-603880,karnataka,haveri,11,10
11-29-565-05496-604584,karnataka,bellary,11,4
11-29-566-05503-605139,karnataka,chitradurga,11,8
11-29-567-05509-606204,karnataka,davanagere,11,8
11-29-567-05510-606292,karnataka,davanagere,11,4
11-29-567-05512-606685,karnataka,davanagere,11,18
11-29-568-05515-607130,karnataka,shimoga,11,18
11-29-569-05522-608660,karnataka,udupi,11,9
11-29-570-05525-608915,karnataka,chikmagalur,11,7
11-29-571-05532-610032,karnataka,tumkur,11,19
11-29-572-05542-612749,karnataka,bangalore,11,1
11-29-573-05546-613361,karnataka,mandya,11,15
11-29-574-05553-614840,karnataka,hassan,11,12
11-29-574-05556-803174,karnataka,hassan,11,18
11-29-575-05561-617425,karnataka,dakshina kannada,11,9
11-29-576-05566-617793,karnataka,kodagu,11,13
11-29-577-05569-618090,karnataka,mysore,11,16
11-29-578-05576-619443,karnataka,chamarajanagar,11,16
11-29-579-05580-619952,karnataka,gulbarga,11,11
11-29-580-05587-620874,karnataka,yadgir,11,11
11-29-581-05590-621389,karnataka,kolar,11,14
11-29-582-05595-623192,karnataka,chikkaballapura,11,14
11-29-583-05601-624707,karnataka,bangalore rural,11,2
11-29-583-05601-624776,karnataka,bangalore rural,11,1
11-29-584-05605-625761,karnataka,ramanagara,11,2
11-29-584-05607-626235,karnataka,ramanagara,11,1
11-30-585-05609-626635,goa,north goa,6,1
11-30-586-05615-626874,goa,south goa,6,2
11-31-587-05620-627030,lakshadweep,lakshadweep,32,1
11-32-588-05630-627057,kerala,kasaragod,12,1
11-32-589-05632-627177,kerala,kannur,12,2
11-32-590-05635-627293,kerala,wayanad,12,3
11-32-591-05638-627341,kerala,kozhikode,12,4
11-32-592-05641-627443,kerala,malappuram,12,5
11-32-593-05647-627566,kerala,palakkad,12,6
11-32-594-05652-627714,kerala,thrissur,12,7
11-32-595-05657-627941,kerala,ernakulam,12,8
11-32-595-05663-628041,kerala,ernakulam,12,9
11-32-596-05664-628049,kerala,idukki,12,9
11-32-597-05668-628113,kerala,kottayam,12,10
11-32-598-05673-628206,kerala,alappuzha,12,11
11-32-599-05679-628292,kerala,pathanamthitta,12,12
11-32-600-05684-628357,kerala,kollam,12,13
11-32-601-05689-628452,kerala,thiruvananthapuram,12,14
11-33-602-05693-628548,tamil nadu,thiruvallur,23,2
11-33-602-05697-628942,tamil nadu,thiruvallur,23,7
11-33-603-99999-803339,tamil nadu,chennai,23,2
11-33-603-99999-803339,tamil nadu,chennai,23,1
11-33-604-05702-629201,tamil nadu,kancheepuram,23,2
11-33-605-05712-630269,tamil nadu,vellore,23,3
11-33-606-05721-631164,tamil nadu,tiruvannamalai,23,5
11-33-607-05728-632267,tamil nadu,viluppuram,23,6
11-33-608-05736-633754,tamil nadu,salem,23,7
11-33-609-05745-634369,tamil nadu,namakkal,23,7
11-33-610-05749-634768,tamil nadu,erode,23,8
11-33-611-05754-635080,tamil nadu,the nilgiris,23,9
11-33-612-05760-635122,tamil nadu,dindigul,23,11
11-33-613-05768-635491,tamil nadu,karur,23,12
11-33-614-05773-635665,tamil nadu,tiruchirappalli,23,12
11-33-614-05779-636014,tamil nadu,tiruchirappalli,23,2
11-33-615-05782-636146,tamil nadu,perambalur,23,12
11-33-616-05785-636305,tamil nadu,ariyalur,23,12
11-33-617-05788-636518,tamil nadu,cuddalore,23,6
11-33-618-05795-637355,tamil nadu,nagapattinam,23,13
11-33-619-05803-637848,tamil nadu,thiruvarur,23,13
11-33-620-05810-638395,tamil nadu,thanjavur,23,13
11-33-621-05818-639209,tamil nadu,pudukkottai,23,14
11-33-621-05827-639835,tamil nadu,pudukkottai,23,2
11-33-622-05829-639966,tamil nadu,sivaganga,23,15
11-33-622-05831-640183,tamil nadu,sivaganga,23,18
11-33-623-05835-640481,tamil nadu,madurai,23,16
11-33-623-05841-641063,tamil nadu,madurai,23,2
11-33-624-05842-641072,tamil nadu,theni,23,16
11-33-625-05847-641170,tamil nadu,virudhunagar,23,17
11-33-625-05847-641173,tamil nadu,virudhunagar,23,18
11-33-625-05847-641198,tamil nadu,virudhunagar,23,8
11-33-625-05847-641198,tamil nadu,virudhunagar,23,20
11-33-625-05849-641272,tamil nadu,virudhunagar,23,10
11-33-626-05855-641768,tamil nadu,ramanathapuram,23,18
11-33-626-05857-641977,tamil nadu,ramanathapuram,23,10
11-33-627-05862-642167,tamil nadu,thoothukkudi,23,19
11-33-627-05862-642227,tamil nadu,thoothukkudi,23,20
11-33-627-05866-642454,tamil nadu,thoothukkudi,23,13
11-33-627-05866-642456,tamil nadu,thoothukkudi,23,17
11-33-627-05868-642588,tamil nadu,thoothukkudi,23,6
11-33-628-05870-642619,tamil nadu,tirunelveli,23,20
11-33-628-05876-642884,tamil nadu,tirunelveli,23,16
11-33-629-05881-643093,tamil nadu,kanniyakumari,23,21
11-33-629-05884-803932,tamil nadu,kanniyakumari,23,7
11-33-630-05885-643192,tamil nadu,dharmapuri,23,4
11-33-631-05890-643680,tamil nadu,krishnagiri,23,4
11-33-632-05895-644340,tamil nadu,coimbatore,23,10
11-33-632-05899-644532,tamil nadu,coimbatore,23,7
11-33-633-05901-644595,tamil nadu,tiruppur,23,8
11-33-633-05903-644737,tamil nadu,tiruppur,23,10
11-34-634-05908-804035,puducherry,yanam,33,4
11-34-635-05909-644917,puducherry,puducherry,33,1
11-34-636-05913-804039,puducherry,mahe,33,3
11-34-637-05914-644984,puducherry,karaikal,33,2
11-35-638-05916-645013,andaman nicobar islands,nicobars,27,2
11-35-639-05919-645214,andaman nicobar islands,north middle andaman,27,1
11-35-640-05922-645440,andaman nicobar islands,south andaman,27,1
