st_name,pc_name,pc_code,pc91_state_id,pc91_district_id,state_clean,district_clean,pc_weight_relative,dist_weight_relative,pc_weight_absolute
GJ,Rajkot,S0604,7,5,gujarat,amreli,0.01120828612420027,0.014481893942263931,0.011183650518622431
GJ,Rajkot,S0604,7,4,gujarat,bhavnagar,0.0069198821508681275,0.00689242723032755,0.006904672377899732
GJ,Rajkot,S0604,7,6,gujarat,junagadh,0.006463328274119503,0.00500806849529602,0.006449121998127182
GJ,Sabarkantha,S0615,7,9,gujarat,sabar kantha,0.5896793712467675,0.6099184893681395,0.5879094838576663
GJ,Sabarkantha,S0615,7,8,gujarat,banas kantha,0.27447268113851847,0.19008138270407365,0.27364886779064307
GJ,Sabarkantha,S0615,21,19,rajasthan,sirohi,0.0767713215665184,0.11235246150116691,0.0765408970332709
GJ,Sabarkantha,S0615,21,21,rajasthan,udaipur,0.047337326074887484,0.021671981122556125,0.04719524591991008
GJ,Sabarkantha,S0615,7,10,gujarat,mahesana,0.01173929997330803,0.009329468145248081,0.011704065166067435
GJ,Surat,S0624,7,17,gujarat,surat,0.5295540614069405,0.111820397414196,0.5106141002856085
GJ,Surat,S0624,7,18,gujarat,valsad,0.4704459385930594,0.13882127660742483,0.4536200308416052
GJ,Surendranagar,S0602,7,3,gujarat,surendranagar,0.7555300576030273,0.9196826358656466,0.7514136489972874
GJ,Surendranagar,S0602,7,2,gujarat,rajkot,0.2137387699932499,0.20388852645514943,0.2125742417215729
GJ,Surendranagar,S0602,7,12,gujarat,ahmadabad,0.019485775514938363,0.0298639252998103,0.019379609766518393
GJ,Surendranagar,S0602,7,10,gujarat,mahesana,0.011245396888784459,0.013724460332367587,0.011184127786301873
HP,Hamirpur,S0804,9,2,himachal pradesh,kangra,0.2648881062910367,0.2187958962748937,0.2648881062910369
HP,Hamirpur,S0804,9,3,himachal pradesh,hamirpur,0.24619776148081007,1.0,0.24619776148081024
HP,Hamirpur,S0804,9,4,himachal pradesh,una,0.2005565527654401,0.5870840260316874,0.20055655276544024
HP,Hamirpur,S0804,9,5,himachal pradesh,bilaspur,0.16885449567362018,0.7261682246776344,0.16885449567362026
HP,Hamirpur,S0804,9,6,himachal pradesh,mandi,0.1004712935261919,0.12130987220640872,0.10047129352619195
HP,Hamirpur,S0804,9,10,himachal pradesh,solan,0.019031790262901013,0.04453370518715336,0.019031790262901027
HP,Kangra,S0803,9,2,himachal pradesh,kangra,0.5268494010796252,0.668552475866685,0.5007127813233397
HP,Kangra,S0803,9,1,himachal pradesh,chamba,0.4165679955928976,0.49545711363151074,0.39590235702305504
HP,Kangra,S0803,9,8,himachal pradesh,lahul spiti,0.02943899315394122,0.015872676549832338,0.02797854588286961
HP,Kangra,S0803,20,1,punjab,gurdaspur,0.011105282417279195,0.023115561614806556,0.010554357346031516
HP,Kangra,S0803,9,7,himachal pradesh,kullu,0.008105846581003695,0.010643753318781222,0.007703721363709464
HP,Kangra,S0803,9,6,himachal pradesh,mandi,0.007932481175253091,0.014714160836894958,0.00753895649101387
HP,Mandi,S0802,9,8,himachal pradesh,lahul spiti,0.42121915303633795,0.9813113003206294,0.38764965329906914
HP,Mandi,S0802,9,12,himachal pradesh,kinnaur,0.18615313983286902,0.916834980164113,0.1713174711941921
HP,Mandi,S0802,9,7,himachal pradesh,kullu,0.17437523400875662,0.9893562466812188,0.16047821785921285
HP,Mandi,S0802,9,6,himachal pradesh,mandi,0.10260707369201529,0.8223850870406575,0.09442969593386553
HP,Mandi,S0802,9,1,himachal pradesh,chamba,0.08445034322113269,0.4340033305423936,0.0777199850355221
HP,Mandi,S0802,9,9,himachal pradesh,shimla,0.02586251916075252,0.14682819631756908,0.023801378721354946
HP,Mandi,S0802,9,2,himachal pradesh,kangra,0.0053325370481358885,0.029238451478576854,0.004907554946192079
HP,Simla,S0801,9,9,himachal pradesh,shimla,0.49758713636007834,0.7785443489761341,0.496687394330318
HP,Simla,S0801,9,11,himachal pradesh,sirmaur,0.27774368459681664,0.7587721993257698,0.2772414656922841
HP,Simla,S0801,9,10,himachal pradesh,solan,0.16829324251167577,0.7204356771369566,0.16798893298968917
HP,Simla,S0801,9,6,himachal pradesh,mandi,0.01882888531752336,0.04159087991603884,0.018794838739033325
HP,Simla,S0801,9,12,himachal pradesh,kinnaur,0.018285528623814665,0.024820121480673894,0.018252464548325128
HP,Simla,S0801,9,5,himachal pradesh,bilaspur,0.011324983881979285,0.08910078959390023,0.011304505933012368
HP,Simla,S0801,25,4,uttar pradesh,dehra dun,0.00793653870811186,0.023273396634861485,0.007922187779551398
HR,Ambala,S0701,8,1,haryana,ambala,0.4520034989208723,0.684558369246359,0.45200350945626944
HR,Ambala,S0701,8,2,haryana,yamunanagar,0.2904029335288864,0.5671505585188094,0.2904029402976619
HR,Ambala,S0701,9,11,himachal pradesh,sirmaur,0.14480684103921995,0.17145856117501448,0.1448068444144097
HR,Ambala,S0701,9,10,himachal pradesh,solan,0.06981634170257117,0.12953540872744004,0.06981634332986585
HR,Ambala,S0701,20,9,punjab,patiala,0.04297038480845011,0.03807862811943241,0.0429703858100133
HR,Bhiwani,S0708,8,13,haryana,bhiwani,0.6181891191943045,0.8379810502680369,0.6179691292052258
HR,Bhiwani,S0708,8,15,haryana,hisar,0.2936615807099252,0.2917058758242762,0.2935570777254382
HR,Bhiwani,S0708,8,8,haryana,rohtak,0.059259185955017966,0.0644743232600364,0.05923809786519839
HR,Bhiwani,S0708,8,12,haryana,mahendragarh,0.023194349254702654,0.06445887867470175,0.02318609526821082
HR,Bhiwani,S0708,8,14,haryana,jind,0.005695764886049757,0.012847613867739346,0.005693737980017004
HR,Faridabad,S0706,8,9,haryana,faridabad,0.5019228189743195,0.8837467305817083,0.4993724105500299
HR,Faridabad,S0706,8,10,haryana,gurgaon,0.3779166611942934,0.4801959185312928,0.37599636229583144
HR,Faridabad,S0706,31,1,nct of delhi,north west,0.050672381480665434,0.11501455391497717,0.050414901119698395
HR,Faridabad,S0706,25,17,uttar pradesh,bulandshahr,0.04386327760534514,0.037306441983443565,0.04364039618116477
HR,Faridabad,S0706,25,16,uttar pradesh,ghaziabad,0.019593751564179578,0.02606075764143413,0.019494190302639727
HR,Faridabad,S0706,21,6,rajasthan,bharatpur,0.006031109181197091,0.004066010214882735,0.006000463450255892
HR,Hissar,S0709,8,14,haryana,jind,0.382964739767499,0.6066551324535648,0.3829644259845378
HR,Hissar,S0709,8,15,haryana,hisar,0.3620300219654434,0.2525546078899904,0.3620297253353871
HR,Hissar,S0709,8,4,haryana,kaithal,0.20018427547085418,0.38528440535246966,0.200184111449449
HR,Hissar,S0709,8,6,haryana,panipat,0.023851952958256328,0.06418221582874886,0.023851933415108738
HR,Hissar,S0709,20,10,punjab,sangrur,0.020724967812904404,0.017266757143253205,0.02072495083185864
HR,Hissar,S0709,20,9,punjab,patiala,0.01024404202504249,0.010488744566208977,0.010244033631565213
HR,Karnal,S0703,8,5,haryana,karnal,0.5323499079824333,0.9792264257042541,0.5304311613091574
HR,Karnal,S0703,8,6,haryana,panipat,0.292935485599892,0.6307717424773822,0.29187965938474447
HR,Karnal,S0703,8,3,haryana,kurukshetra,0.07843361460865841,0.16138596686071532,0.0781509166409369
HR,Karnal,S0703,25,14,uttar pradesh,muzaffarnagar,0.03679743963742728,0.02851152934929912,0.03666481077090418
HR,Karnal,S0703,8,2,haryana,yamunanagar,0.029930006455396695,0.05404478147973072,0.029822129851200283
HR,Karnal,S0703,8,4,haryana,kaithal,0.017258992346113933,0.02658131053898693,0.01719678582808577
HR,Karnal,S0703,8,14,haryana,jind,0.012294553370078383,0.015584946857203408,0.012250240159867348
HR,Kurukshetra,S0702,8,3,haryana,kurukshetra,0.3859005611407076,0.8386140331392847,0.3859007095243491
HR,Kurukshetra,S0702,8,4,haryana,kaithal,0.32584391137518065,0.5300218092126436,0.3258440366662815
HR,Kurukshetra,S0702,8,2,haryana,yamunanagar,0.11093189557304015,0.211556593677572,0.11093193822775559
HR,Kurukshetra,S0702,8,1,haryana,ambala,0.10625622762713809,0.15714329222928847,0.10625626848400012
HR,Kurukshetra,S0702,20,9,punjab,patiala,0.06037434169047071,0.05224409679594489,0.060374364905167906
HR,Kurukshetra,S0702,8,5,haryana,karnal,0.010693062593462794,0.020773574295745847,0.010693066705080464
HR,Mahendragarh,S0707,8,12,haryana,mahendragarh,0.3312970104126336,0.6380455491741233,0.33129704695195883
HR,Mahendragarh,S0707,8,11,haryana,rewari,0.2877646288744567,0.703063430489036,0.28776466061251965
HR,Mahendragarh,S0707,8,10,haryana,gurgaon,0.24299031129760387,0.38091983431835647,0.2429903380974292
HR,Mahendragarh,S0707,31,1,nct of delhi,north west,0.06196940488235814,0.17353257581624312,0.06196941171707191
HR,Mahendragarh,S0707,8,8,haryana,rohtak,0.022151223845644212,0.016701768112092105,0.022151226288741336
HR,Mahendragarh,S0707,8,9,haryana,faridabad,0.01800848103284335,0.03911921816521283,0.01800848301903014
HR,Mahendragarh,S0707,21,4,rajasthan,jhunjhunun,0.015152332246427615,0.01095167339271432,0.015152333917604772
HR,Mahendragarh,S0707,8,13,haryana,bhiwani,0.011869431464753086,0.01115003860179944,0.011869432773853389
HR,Mahendragarh,S0707,21,5,rajasthan,alwar,0.008797175943279436,0.004669770044342041,0.008797176913535319
HR,Rohtak,S0705,8,8,haryana,rohtak,0.8683093043602119,0.5279242683184833,0.8667181473395253
HR,Rohtak,S0705,8,11,haryana,rewari,0.05589671303532074,0.11012243771291345,0.05579428358197636
HR,Rohtak,S0705,8,14,haryana,jind,0.02850178564627679,0.03592597406553644,0.028449556773333187
HR,Rohtak,S0705,8,8,haryana,sonipat,0.021128341744436296,0.012845842259438894,0.021089624539480288
HR,Rohtak,S0705,8,13,haryana,bhiwani,0.01816571030979244,0.013760407209663563,0.018132422059453486
HR,Rohtak,S0705,8,10,haryana,gurgaon,0.007998144903961682,0.010110353615263213,0.007983488485618008
HR,Sirsa,S0710,8,16,haryana,sirsa,0.43642636161437864,0.7301983625111891,0.4364262553250591
HR,Sirsa,S0710,8,15,haryana,hisar,0.3444424488654098,0.3962753310426422,0.344442364978283
HR,Sirsa,S0710,20,11,punjab,bathinda,0.164587589274294,0.21482509305478173,0.16458754918986188
HR,Sirsa,S0710,20,10,punjab,sangrur,0.03166685156640225,0.04351023826375322,0.03166684385410895
HR,Sirsa,S0710,20,12,punjab,faridkot,0.01621305434997532,0.02153581145826367,0.01621305040137215
HR,Sirsa,S0710,8,14,haryana,jind,0.0066636943295399825,0.01740875899991859,0.006663692706632664
HR,Sonepat,S0704,8,8,haryana,sonipat,0.327057112228228,0.18975555720361376,0.3268721647901477
HR,Sonepat,S0704,8,14,haryana,jind,0.25903352456579776,0.3115775737560374,0.2588870437679366
HR,Sonepat,S0704,8,8,haryana,rohtak,0.24391741246025672,0.1415186607553765,0.2437794796685484
HR,Sonepat,S0704,8,6,haryana,panipat,0.1492957695730977,0.30504604169386884,0.14921134434867542
HR,Sonepat,S0704,25,15,uttar pradesh,meerut,0.02069618117261983,0.019404597454359913,0.020684477694717016
JH,Chatra,S2704,5,35,bihar,palamu,0.5533774299799674,0.20003650718653365,0.552000419502935
JH,Chatra,S2704,5,34,bihar,hazaribag,0.4134718847310646,0.17307779784126154,0.41244301169362674
JH,Chatra,S2704,5,38,bihar,ranchi,0.023289981760506385,0.015133960024020801,0.023232027555732847
JH,Chatra,S2704,5,7,bihar,gaya,0.009860703528461603,0.009129098047609164,0.00983616640183883
JH,Dhanbad,S2707,5,32,bihar,dhanbad,0.8272793695424879,0.5760489382335149,0.8272793695424879
JH,Dhanbad,S2707,26,15,west bengal,puruliya,0.15328209113553917,0.05451730514332391,0.15328209113553917
JH,Dhanbad,S2707,5,33,bihar,giridih,0.012949810945053212,0.003929653713893528,0.012949810945053212
JH,Dhanbad,S2707,26,16,west bengal,barddhaman,0.006488728376919756,0.00231289249645353,0.006488728376919756
JH,Dumka,S2702,5,31,bihar,santal parganas,0.7663022025611229,0.29929014328945047,0.7663022025611232
JH,Dumka,S2702,26,17,west bengal,birbhum,0.13389504491897922,0.16284897521284714,0.13389504491897927
JH,Dumka,S2702,5,31,bihar,santal parganas,0.07363614478487862,0.028759635885544997,0.07363614478487865
JH,Dumka,S2702,5,32,bihar,dhanbad,0.017056679234016357,0.0289909795237622,0.01705667923401636
JH,Dumka,S2702,26,16,west bengal,barddhaman,0.00910992850100291,0.00792632803020656,0.009109928501002913
JH,Giridih,S2706,5,33,bihar,giridih,0.6870806751043591,0.34864003819518097,0.6870806751043587
JH,Giridih,S2706,5,32,bihar,dhanbad,0.29057325260936717,0.338330768024144,0.290573252609367
JH,Giridih,S2706,26,15,west bengal,puruliya,0.012066772408264769,0.007176501144356395,0.012066772408264762
JH,Giridih,S2706,5,34,bihar,hazaribag,0.010279299878008956,0.0034346635237201633,0.01027929987800895
JH,Godda,S2703,5,31,bihar,santal parganas,0.4872015116086467,0.1270223072121197,0.4861347540045111
JH,Godda,S2703,5,31,bihar,santal parganas,0.2685601032445906,0.07001851005473675,0.26797207441980786
JH,Godda,S2703,5,31,bihar,santal parganas,0.22991825186660178,0.05994387563750467,0.229414831746458
JH,Godda,S2703,5,27,bihar,bhagalpur,0.00880153019339699,0.0055599004665844425,0.008782258702980562
JH,Godda,S2703,5,31,bihar,santal parganas,0.005518603086763954,0.0014388003320313224,0.005506519766686449
JH,Hazaribagh,S2714,5,34,bihar,hazaribag,0.8883043674951996,0.5745714295298789,0.8818964666199874
JH,Hazaribagh,S2714,5,33,bihar,giridih,0.09958165466419146,0.09781612015706583,0.09886330924630608
JH,Hazaribagh,S2714,5,35,bihar,palamu,0.012113977840608943,0.006766458898351134,0.012026592061536369
JH,Jamshedpur,S2709,5,39,bihar,singhbhum,0.7160944541921669,0.19353806717352742,0.7160944541921666
JH,Jamshedpur,S2709,26,13,west bengal,purba medinipur,0.1860465241577997,0.049743570910282704,0.1860465241577996
JH,Jamshedpur,S2709,26,15,west bengal,puruliya,0.09261464965868375,0.05378803268229641,0.0926146496586837
JH,Jamshedpur,S2709,19,4,odisha,mayurbhanj,0.005244371991349648,0.001876509644167946,0.005244371991349645
JH,Khunti,S2711,5,37,bihar,gumla,0.472573473899478,0.45648599143641255,0.4702066007280947
JH,Khunti,S2711,5,38,bihar,ranchi,0.3345339926577189,0.3966895643146575,0.33285848699379805
JH,Khunti,S2711,5,39,bihar,singhbhum,0.1928925334428031,0.12204752427279851,0.1919264357086272
JH,Kodarma,S2705,5,33,bihar,giridih,0.6427322076008021,0.5375933785128658,0.6395993130374281
JH,Kodarma,S2705,5,34,bihar,hazaribag,0.29072922667877077,0.16012667144457268,0.2893121139171811
JH,Kodarma,S2705,5,26,bihar,munger,0.02076027101529943,0.020887539767118764,0.0206590784199559
JH,Kodarma,S2705,5,31,bihar,santal parganas,0.016442011040018106,0.007251353038622044,0.016361867106994294
JH,Kodarma,S2705,5,31,bihar,santal parganas,0.016264119217767218,0.007172898134128588,0.016184842389761964
JH,Kodarma,S2705,5,32,bihar,dhanbad,0.013072164447342566,0.025089250254205584,0.01300844628845104
JH,Lohardaga,S2712,5,37,bihar,gumla,0.4334390826994606,0.4764359329372747,0.4328900702641607
JH,Lohardaga,S2712,5,35,bihar,palamu,0.2296049875768254,0.1723512955595613,0.2293141601032126
JH,Lohardaga,S2712,5,38,bihar,ranchi,0.1843132026912519,0.24870544499421987,0.18407974372479868
JH,Lohardaga,S2712,5,36,bihar,lohardaga,0.15264272703246207,1.0,0.1524493832417338
JH,Palamu,S2713,5,35,bihar,palamu,0.9842730742012062,0.5601058219227467,0.9712525737251363
JH,Palamu,S2713,5,4,bihar,rohtas,0.015726925798793742,0.016666318684894835,0.01551888145600148
JH,Rajmahal,S2701,5,31,bihar,santal parganas,0.6480561901456198,0.2546671873164671,0.6480561887083658
JH,Rajmahal,S2701,5,31,bihar,santal parganas,0.14975964275278664,0.058851173051523833,0.14975964242065087
JH,Rajmahal,S2701,26,17,west bengal,birbhum,0.08997325853665829,0.11010371234911696,0.0899732583371163
JH,Rajmahal,S2701,5,31,bihar,santal parganas,0.044506659008460694,0.017489819307166747,0.04450665890975417
JH,Rajmahal,S2701,26,6,west bengal,murshidabad,0.03466422021655162,0.03929441262184192,0.03466422013967358
JH,Rajmahal,S2701,26,5,west bengal,maldah,0.033040029339922936,0.05040763073871059,0.033040029266647016
JH,Ranchi,S2708,5,38,bihar,ranchi,0.5749317218138981,0.3394710306671019,0.5749317218138998
JH,Ranchi,S2708,5,39,bihar,singhbhum,0.1957449324985384,0.06167086081902094,0.195744932498539
JH,Ranchi,S2708,26,15,west bengal,puruliya,0.10493760108931051,0.07104450575152156,0.10493760108931083
JH,Ranchi,S2708,5,34,bihar,hazaribag,0.07253475738433161,0.02758954595332543,0.07253475738433184
JH,Ranchi,S2708,5,39,bihar,singhbhum,0.051850987213921375,0.016336029622746204,0.051850987213921534
JH,Singhbhum,S2710,5,39,bihar,singhbhum,0.8394312561927082,0.49085626121015946,0.8355332883065989
JH,Singhbhum,S2710,5,39,bihar,singhbhum,0.09808426232328332,0.057354636168694975,0.09762880000656789
JH,Singhbhum,S2710,19,4,odisha,mayurbhanj,0.062484481484008474,0.04837295201781493,0.06219432966942207
JK,Ladakh,S0904,9,8,himachal pradesh,lahul spiti,1.0,0.002816023129538323,0.00022283139729150505
JK,Udhampur,S0905,9,1,himachal pradesh,chamba,1.0,0.04446066572578726,0.015963224444196344
KA,Bagalkot,S1027,11,6,karnataka,bijapur,0.7110449889029354,0.3235609782360301,0.7110449889029355
KA,Bagalkot,S1027,11,10,karnataka,dharwad,0.16649979444944726,0.0915054210725287,0.1664997944494473
KA,Bagalkot,S1027,11,3,karnataka,belgaum,0.0658470769824193,0.03784101630242804,0.0658470769824193
KA,Bagalkot,S1027,11,17,karnataka,raichur,0.05660813966519802,0.030867314795477187,0.05660813966519803
KA,Bangalore North,S1012,11,1,karnataka,bangalore,0.5105746180105604,0.3026831063357237,0.5105746180105604
KA,Bangalore North,S1012,11,2,karnataka,bangalore rural,0.48093287523986267,0.10613775458025294,0.4809328752398627
KA,Bangalore North,S1012,11,14,karnataka,kolar,0.00849250674957699,0.001313883688579861,0.008492506749576991
KA,Bangalore South,S1013,11,1,karnataka,bangalore,0.7734333821268662,0.17030641085189424,0.7734317607843975
KA,Bangalore South,S1013,11,2,karnataka,bangalore rural,0.19490969659112245,0.01597710164876113,0.19490928800341997
KA,Bangalore South,S1013,23,4,tamil nadu,dharmapuri,0.03165692128201142,0.0016086272401500603,0.03165685491985006
KA,Belgaum,S1025,11,3,karnataka,belgaum,0.9082407181018092,0.4173487175274809,0.9082407181018092
KA,Belgaum,S1025,11,10,karnataka,dharwad,0.0809774471708336,0.035585168597013356,0.0809774471708336
KA,Belgaum,S1025,14,14,maharashtra,kolhapur,0.010781834727357213,0.008273944196555867,0.010781834727357213
KA,Bellary,S1005,11,4,karnataka,bellary,0.9059764105095793,0.8283030303206677,0.90365709762189
KA,Bellary,S1005,11,8,karnataka,chitradurga,0.064695223656328,0.055100582299799555,0.06452960293568068
KA,Bellary,S1005,2,12,andhra pradesh,anantapur,0.019090175243784806,0.009409237004413179,0.019041304115400507
KA,Bellary,S1005,11,10,karnataka,dharwad,0.010238190590307802,0.006989618495665869,0.010211980672359315
KA,Bidar,S1001,11,5,karnataka,bidar,0.615139731740416,0.946254695922278,0.6150815294035825
KA,Bidar,S1001,11,11,karnataka,gulbarga,0.3014002577991404,0.15759571085396976,0.3013717403771288
KA,Bidar,S1001,14,13,maharashtra,solapur,0.0340653023087643,0.018637644466696853,0.034062079170838054
KA,Bidar,S1001,14,21,maharashtra,latur,0.02684898017182153,0.030457442967399672,0.026846439816668115
KA,Bidar,S1001,14,20,maharashtra,osmanabad,0.01105459875315785,0.01324989876397945,0.011053552806282703
KA,Bidar,S1001,2,17,andhra pradesh,medak,0.006172899799893507,0.0051398094018986875,0.006172315742036642
KA,Bidar,S1001,14,19,maharashtra,nanded,0.005318229426806268,0.0041095431770884336,0.00531772623482486
KA,Bijapur,S1028,11,6,karnataka,bijapur,0.9740810313567411,0.6192753618420134,0.968764728976858
KA,Bijapur,S1028,14,12,maharashtra,sangli,0.015180417983072495,0.01738965743152009,0.01509756687556389
KA,Bijapur,S1028,14,13,maharashtra,solapur,0.005620906585315101,0.003895942003416009,0.00559022901528277
KA,Bijapur,S1028,11,3,karnataka,belgaum,0.005117644074871347,0.004108904284725092,0.005089713191814587
KA,Chamarajanagar,S1015,11,16,karnataka,mysore,0.8722757768797433,0.5199752892649242,0.8707207612330427
KA,Chamarajanagar,S1015,23,8,tamil nadu,erode,0.06643216259615854,0.05947739404523249,0.06631373324729972
KA,Chamarajanagar,S1015,23,9,tamil nadu,the nilgiris,0.05600157757143256,0.16599935453235196,0.05590174294152342
KA,Chamarajanagar,S1015,23,4,tamil nadu,dharmapuri,0.005290482952665573,0.004105881056096791,0.005281051550363625
KA,Chikballapur,S1009,11,14,karnataka,kolar,0.456649155692559,0.36703493706971924,0.4566491556925587
KA,Chikballapur,S1009,11,2,karnataka,bangalore rural,0.2992016103975064,0.34304657149721385,0.29920161039750626
KA,Chikballapur,S1009,11,19,karnataka,tumkur,0.17650116927913576,0.1152450201605096,0.17650116927913564
KA,Chikballapur,S1009,11,1,karnataka,bangalore,0.06083040212882401,0.18734986085260916,0.06083040212882397
KA,Chikballapur,S1009,2,12,andhra pradesh,anantapur,0.006817662501974804,0.0024426132064039948,0.006817662501974799
KA,Chikkodi,S1026,11,3,karnataka,belgaum,0.8645461193072072,0.3460514065650471,0.8645458491288993
KA,Chikkodi,S1026,14,14,maharashtra,kolhapur,0.07738141460135538,0.051726241120357584,0.077381390418979
KA,Chikkodi,S1026,11,6,karnataka,bijapur,0.041067146777082314,0.013016066307973183,0.04106713394323577
KA,Chikkodi,S1026,14,12,maharashtra,sangli,0.017005319314355245,0.00971155098721555,0.017005314000042574
KA,Chikmagalur,S1020,11,7,karnataka,chikmagalur,0.6151339690320494,0.8684312446300606,0.6151339690320495
KA,Chikmagalur,S1020,11,9,karnataka,dakshina kannada,0.3357102061390187,0.3830092282857999,0.33571020613901875
KA,Chikmagalur,S1020,11,12,karnataka,hassan,0.049155824828931806,0.0780349678990196,0.04915582482893181
KA,Chitradurga,S1007,11,8,karnataka,chitradurga,0.5629150575432278,0.5116391322047125,0.5629150481731635
KA,Chitradurga,S1007,11,19,karnataka,tumkur,0.35429061086325875,0.3396224828944913,0.35429060496587556
KA,Chitradurga,S1007,2,12,andhra pradesh,anantapur,0.047278016524792334,0.02486798855210786,0.04727801573782093
KA,Chitradurga,S1007,11,7,karnataka,chikmagalur,0.02036290436290222,0.027448655983282576,0.02036290402394926
KA,Chitradurga,S1007,11,12,karnataka,hassan,0.00813338761884587,0.012328248255049194,0.008133387483460675
KA,Chitradurga,S1007,11,4,karnataka,bellary,0.007020023086972982,0.00684932570619538,0.007020022970120418
KA,Davangere,S1006,11,8,karnataka,chitradurga,0.6475243560171454,0.37174466902557424,0.6475243560171456
KA,Davangere,S1006,11,18,karnataka,shimoga,0.3338877323953637,0.20215310315707372,0.3338877323953638
KA,Davangere,S1006,11,7,karnataka,chikmagalur,0.011817945847021396,0.010062157503427129,0.011817945847021399
KA,Davangere,S1006,11,4,karnataka,bellary,0.0067699657404695504,0.004172184469064082,0.006769965740469552
KA,Dharwad North,S1024,11,10,karnataka,dharwad,0.907042877387441,0.3473536269201955,0.9047312980426849
KA,Dharwad North,S1024,11,20,karnataka,uttara kannada,0.09295712261255902,0.043409997870765535,0.09272022337666175
KA,Dharwad South,S1023,11,10,karnataka,dharwad,0.860306168907922,0.4071915243729484,0.8603061689079224
KA,Dharwad South,S1023,11,18,karnataka,shimoga,0.09510929919746647,0.05922617577878352,0.09510929919746652
KA,Dharwad South,S1023,11,8,karnataka,chitradurga,0.021994403621705506,0.012987082251779454,0.02199440362170552
KA,Dharwad South,S1023,11,20,karnataka,uttara kannada,0.013924193945021113,0.00803671982297512,0.013924193945021122
KA,Dharwad South,S1023,11,4,karnataka,bellary,0.008665934327884975,0.0054929188698796556,0.00866593432788498
KA,Gulbarga,S1002,11,11,karnataka,gulbarga,0.971071815061533,0.5928133361443859,0.9632527143680553
KA,Gulbarga,S1002,11,6,karnataka,bijapur,0.028928184938467015,0.016949168715213986,0.028695254286577914
KA,Hassan,S1019,11,12,karnataka,hassan,0.8015046015856673,0.8605538187132743,0.7983443680084863
KA,Hassan,S1019,11,13,karnataka,kodagu,0.07378376208014614,0.12125053825711928,0.07349284182602021
KA,Hassan,S1019,11,16,karnataka,mysore,0.061967982295305514,0.035180408099613966,0.06172365020042752
KA,Hassan,S1019,11,15,karnataka,mandya,0.03165142841372158,0.04486148231880839,0.03152663074363847
KA,Hassan,S1019,11,9,karnataka,dakshina kannada,0.02479901610567507,0.019135371224364903,0.02470123665035671
KA,Hassan,S1019,11,19,karnataka,tumkur,0.006293209519484341,0.004273179099759293,0.0062683961721967975
KA,Kanakapura,S1011,11,2,karnataka,bangalore rural,0.5691616046681793,0.49834549938921135,0.5691615001371011
KA,Kanakapura,S1011,11,1,karnataka,bangalore,0.14441314440464198,0.339660621959773,0.14441311788201364
KA,Kanakapura,S1011,11,15,karnataka,mandya,0.12920196301202785,0.1344778889401724,0.12920193928305457
KA,Kanakapura,S1011,11,16,karnataka,mysore,0.09261903674050813,0.03861315096221803,0.09261901973028168
KA,Kanakapura,S1011,23,4,tamil nadu,dharmapuri,0.050384626069294496,0.02734734532449417,0.05038461681575517
KA,Kanakapura,S1011,11,19,karnataka,tumkur,0.014219625105348164,0.007090363763057234,0.014219622493800349
KA,Kanara,S1022,11,20,karnataka,uttara kannada,0.800077153354963,0.9095220299805233,0.7811200740203271
KA,Kanara,S1022,11,3,karnataka,belgaum,0.12923523321289682,0.12597732476875967,0.12617312531670982
KA,Kanara,S1022,11,18,karnataka,shimoga,0.036931190165630276,0.04529566109816464,0.036056140179567535
KA,Kanara,S1022,11,9,karnataka,dakshina kannada,0.012973782347156003,0.018083314519232674,0.012666380716958199
KA,Kanara,S1022,6,1,goa,north goa,0.012622046992794215,0.0783980445742128,0.012322979402619266
KA,Kanara,S1022,6,2,goa,south goa,0.008160593926559701,0.05914144294603987,0.00796723629119312
KA,Kolar,S1010,11,14,karnataka,kolar,0.913072100927125,0.5512303886819242,0.9130720781549773
KA,Kolar,S1010,23,4,tamil nadu,dharmapuri,0.05656639237393744,0.030197650881741405,0.056566390963163585
KA,Kolar,S1010,2,10,andhra pradesh,chittoor,0.017900837239426075,0.005878630116497529,0.017900836792976653
KA,Kolar,S1010,11,2,karnataka,bangalore rural,0.012460669459511471,0.01073084358162838,0.012460669148740607
KA,Koppal,S1004,11,17,karnataka,raichur,0.6907946887051495,0.4699247398206785,0.6907946887051505
KA,Koppal,S1004,11,10,karnataka,dharwad,0.16244032198967526,0.11137464054164815,0.1624403219896755
KA,Koppal,S1004,11,4,karnataka,bellary,0.13292812321535746,0.12205383934524841,0.13292812321535766
KA,Koppal,S1004,11,6,karnataka,bijapur,0.013836866089817693,0.007855180143709306,0.013836866089817714
KA,Mandya,S1014,11,15,karnataka,mandya,0.8176709306862858,0.7148967058732816,0.8161327061816563
KA,Mandya,S1014,11,16,karnataka,mysore,0.18232906931371426,0.06385190592095563,0.1819860669740209
KA,Mangalore,S1017,11,13,karnataka,kodagu,0.5334875268521703,0.8009818775300611,0.5334875897361148
KA,Mangalore,S1017,11,9,karnataka,dakshina kannada,0.19940458821848558,0.14057663021223227,0.19940461172296584
KA,Mangalore,S1017,12,1,kerala,kasaragod,0.12975350573869726,0.35588367513785574,0.1297535210331734
KA,Mangalore,S1017,12,2,kerala,kannur,0.07910982790197463,0.15392562177170535,0.07910983722691246
