st_name,pc_name,pc_code,pc91_state_id,pc91_district_id,state_clean,district_clean,pc_weight_relative,dist_weight_relative,pc_weight_absolute
AP,Medak,S0133,2,17,andhra pradesh,medak,0.6710155384427411,0.47258747519298844,0.6669223100804137
AP,Medak,S0133,2,18,andhra pradesh,nizamabad,0.30128135600752004,0.27130303511628073,0.29944352465966123
AP,Medak,S0133,11,5,karnataka,bidar,0.027703105549738836,0.03604579172159764,0.027534115219613395
AP,Miryalguda,S0142,2,23,andhra pradesh,nalgonda,0.9737247933274817,0.5180824913195383,0.9705103089338721
AP,Miryalguda,S0142,2,21,andhra pradesh,warangal,0.020366521098880444,0.012132383878858866,0.020299286635227985
AP,Miryalguda,S0142,2,22,andhra pradesh,khammam,0.005908685573637835,0.00277857184960429,0.005889179674544622
AP,Nagarkurnool,S0128,2,14,andhra pradesh,mahbubnagar,0.8640807230828124,0.5402403853615043,0.8601504481403672
AP,Nagarkurnool,S0128,2,15,andhra pradesh,rangareddy,0.10393931910297409,0.16539936361902444,0.1034665506561237
AP,Nagarkurnool,S0128,2,13,andhra pradesh,kurnool,0.024560071087475377,0.016042601344911145,0.024448359496878392
AP,Nagarkurnool,S0128,2,8,andhra pradesh,prakasam,0.007419886726738064,0.004804394865423865,0.007386137339558315
AP,Nalgonda,S0141,2,23,andhra pradesh,nalgonda,0.7709426458846562,0.4622264650154579,0.7640755093752613
AP,Nalgonda,S0141,2,15,andhra pradesh,rangareddy,0.19229502377765187,0.2319558314859323,0.1905821646104914
