State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total,pc_name_clean,EVM,Female_Turnout
ARUNACHAL PRADE CODE : S02,Arunachal West NO : 1,176811,169315,346126,124966,120002,244968,ARUNACHAL WEST,0,70.87499630865547
ARUNACHAL PRADE CODE : S02,Arunachal East NO : 2,143786,121660,265446,96944,99319,196263,ARUNACHAL EAST,0,81.6365280289331
ASSAM CODE : S03,Karimganj NO : 1,488389,454774,943163,375113,320425,695538,KARIMGANJ,0,70.45807368055341
ASSAM CODE : S03,Silchar NO : 2,417433,410327,827760,336937,271591,608528,SILCHAR,0,66.18891761936212
ASSAM CODE : S03,Autonomous District NO : 3,278098,257720,535818,205858,190658,396516,AUTONOMOUS DISTRICT,0,73.97873661337886
ASSAM CODE : S03,Dhubri NO : 4,535348,515199,1050547,425549,399982,825531,DHUBRI,0,77.63640845576175
ASSAM CODE : S03,Kokrajhar NO : 5,602642,565838,1168480,496776,414177,910953,KOKRAJHAR,0,73.19709881626896
ASSAM CODE : S03,Barpeta NO : 6,536474,487151,1023625,408184,359730,767914,BARPETA,0,73.84363369879155
ASSAM CODE : S03,Gauhati NO : 7,705593,649276,1354869,453209,404819,858028,GAUHATI,0,62.349293674800855
ASSAM CODE : S03,Mangaldoi NO : 8,613132,566999,1180131,471277,387252,858529,MANGALDOI,0,68.29853315437946
ASSAM CODE : S03,Tezpur NO : 9,505928,465478,971406,371373,334076,705449,TEZPUR,0,71.77052406343587
ASSAM CODE : S03,Nowgong NO : 10,606078,507261,1113339,414025,367080,781105,NOWGONG,0,72.36511381714739
ASSAM CODE : S03,Kaliabor NO : 11,588109,523427,1111536,413161,366364,779525,KALIABOR,0,69.99333240356343
ASSAM CODE : S03,Jorhat NO : 12,526864,476606,1003470,344830,304659,649489,JORHAT,0,63.92261112952837
ASSAM CODE : S03,Dibrugarh NO : 13,499445,446340,945785,324733,254077,578810,DIBRUGARH,0,56.9245418290989
ASSAM CODE : S03,Lakhimpur NO : 14,551140,509604,1060744,388063,378941,767004,LAKHIMPUR,0,74.35989513426111
BIHAR CODE : S04,Bagaha NO : 1,556901,471687,1028588,379906,199274,579180,BAGAHA,0,42.24708334128352
BIHAR CODE : S04,Bettiah NO : 2,596975,501662,1098637,431630,264551,696181,BETTIAH,0,52.734909161945694
BIHAR CODE : S04,Motihari NO : 3,603868,508771,1112639,383569,302110,685679,MOTIHARI,0,59.38034990201879
BIHAR CODE : S04,Gopalganj NO : 4,638304,538611,1176915,467782,282980,750762,GOPALGANJ,0,52.53884528908619
BIHAR CODE : S04,Siwan NO : 5,506360,482644,989004,389721,320263,709984,SIWAN,0,66.35594765500036
BIHAR CODE : S04,Maharajganj NO : 6,487440,494126,981566,413909,296487,710396,MAHARAJGANJ,0,60.0023071038561
BIHAR CODE : S04,Chapra NO : 7,529943,473483,1003426,469655,309059,778714,CHAPRA,0,65.27351562780501
BIHAR CODE : S04,Hajipur NO : 8,569512,494811,1064323,474285,316163,790448,HAJIPUR,0,63.895709675007225
BIHAR CODE : S04,Vaishali NO : 9,556690,492316,1049006,427173,294428,721601,VAISHALI,0,59.80467829605376
BIHAR CODE : S04,Muzaffarpur NO : 10,572175,495661,1067836,436654,293836,730490,MUZAFFARPUR,0,59.28164612507339
BIHAR CODE : S04,Sitamarhi NO : 11,595338,531651,1126989,438661,317355,756016,SITAMARHI,0,59.69235457094973
BIHAR CODE : S04,Sheohar NO : 12,576044,507079,1083123,450511,276048,726559,SHEOHAR,0,54.438854695225004
BIHAR CODE : S04,Madhubani NO : 13,586638,514451,1101089,407905,309407,717312,MADHUBANI,0,60.14314288435634
BIHAR CODE : S04,Jhanjharpur NO : 14,547183,506760,1053943,374042,310105,684147,JHANJHARPUR,0,61.19366169389849
BIHAR CODE : S04,Darbhanga NO : 15,557779,485609,1043388,475026,291142,766168,DARBHANGA,0,59.95399591028997
BIHAR CODE : S04,Rosera NO : 16,568092,509175,1077267,417178,316973,734151,ROSERA,0,62.25227083026464
BIHAR CODE : S04,Samastipur NO : 17,649300,569810,1219110,452194,348827,801021,SAMASTIPUR,0,61.21812534002562
BIHAR CODE : S04,Barh NO : 18,577405,503948,1081353,455798,303865,759663,BARH,0,60.2968957114623
BIHAR CODE : S04,Balia NO : 19,527228,469351,996579,293636,212614,506250,BALIA,0,45.29957324049592
BIHAR CODE : S04,Saharsa NO : 20,600444,541659,1142103,416392,315661,732053,SAHARSA,0,58.27670176254802
BIHAR CODE : S04,Madhepura NO : 21,520042,477168,997210,386547,274359,660906,MADHEPURA,0,57.49735942058143
BIHAR CODE : S04,Araria NO : 22,561966,481104,1043070,394686,254289,648975,ARARIA,0,52.85530779207822
BIHAR CODE : S04,Kishanganj NO : 23,591395,538035,1129430,425483,302356,727839,KISHANGANJ,0,56.1963441040081
BIHAR CODE : S04,Purnea NO : 24,572251,513105,1085356,417564,284989,702553,PURNEA,0,55.54204305161712
BIHAR CODE : S04,Katihar NO : 25,546214,493286,1039500,371757,275462,647219,KATIHAR,0,55.842249729365925
BIHAR CODE : S04,Rajmahal NO : 26,489634,460959,950593,332969,236375,569344,RAJMAHAL,0,51.27896407272664
BIHAR CODE : S04,Dumka NO : 27,490264,461016,951280,341472,212765,554237,DUMKA,0,46.15132663508425
BIHAR CODE : S04,Godda NO : 28,565254,522319,1087573,333843,308163,642006,GODDA,0,58.9990025252767
BIHAR CODE : S04,Banka NO : 29,561998,502051,1064049,395032,240924,635956,BANKA,0,47.9879534150913
BIHAR CODE : S04,Bhagalpur NO : 30,657804,575029,1232833,438316,241005,679321,BHAGALPUR,0,41.91179923099531
BIHAR CODE : S04,Khagaria NO : 31,555839,488592,1044431,401028,271095,672123,KHAGARIA,0,55.48494449356518
BIHAR CODE : S04,Monghyr NO : 32,617516,530147,1147663,417169,295026,712195,MONGHYR,0,55.649848061009486
BIHAR CODE : S04,Begusarai NO : 33,579234,531654,1110888,391228,250120,641348,BEGUSARAI,0,47.045634943026855
BIHAR CODE : S04,Nalanda NO : 34,626177,553831,1180008,492035,386576,878611,NALANDA,0,69.80035425969294
BIHAR CODE : S04,Patna NO : 35,822778,647594,1470372,487395,324912,812307,PATNA,0,50.172175776798426
BIHAR CODE : S04,Arrah NO : 36,600955,520870,1121825,449553,239919,689472,ARRAH,0,46.06120529114751
BIHAR CODE : S04,Buxar NO : 37,561204,468215,1029419,396258,213156,609414,BUXAR,0,45.52523947331888
BIHAR CODE : S04,Sasaram NO : 38,615927,528397,1144324,417229,245040,662269,SASARAM,0,46.37422241231498
BIHAR CODE : S04,Bikramganj NO : 39,616179,512559,1128738,415354,327160,742514,BIKRAMGANJ,0,63.82874947079264
BIHAR CODE : S04,Aurangabad NO : 40,578915,512557,1091472,376424,307501,683925,AURANGABAD,0,59.99352267162481
BIHAR CODE : S04,Jahanabad NO : 41,563855,541347,1105202,435075,351032,786107,JAHANABAD,0,64.84417573201662
BIHAR CODE : S04,Nawada NO : 42,600016,573973,1173989,449415,409856,859271,NAWADA,0,71.40684317903455
BIHAR CODE : S04,Gaya NO : 43,557436,499094,1056530,362876,285109,647985,GAYA,0,57.12531106364733
BIHAR CODE : S04,Chatra NO : 44,532447,482737,1015184,238696,187545,426241,CHATRA,0,38.85034708340152
BIHAR CODE : S04,Kodarma NO : 45,591828,545720,1137548,394675,207882,602557,KODARMA,0,38.09316132815363
BIHAR CODE : S04,Giridih NO : 46,607369,508048,1115417,319237,221264,540501,GIRIDIH,0,43.55179038201115
BIHAR CODE : S04,Dhanbad NO : 47,813326,620319,1433645,482371,288673,771044,DHANBAD,0,46.53621765575454
BIHAR CODE : S04,Hazaribagh NO : 48,644686,569049,1213735,387153,213157,600310,HAZARIBAGH,0,37.45846139787611
BIHAR CODE : S04,Ranchi NO : 49,602101,529659,1131760,315222,268523,583745,RANCHI,0,50.69733545545342
BIHAR CODE : S04,Jamshedpur NO : 50,611575,548987,1160562,392465,242786,635251,JAMSHEDPUR,0,44.22436232551954
BIHAR CODE : S04,Singhbhum NO : 51,425836,420793,846629,296887,185431,482318,SINGHBHUM,0,44.06703533566385
BIHAR CODE : S04,Khunti NO : 52,422537,409631,832168,243133,168957,412090,KHUNTI,0,41.246145921573316
BIHAR CODE : S04,Lohardaga NO : 53,477816,460842,938658,246254,123621,369875,LOHARDAGA,0,26.825028968713788
BIHAR CODE : S04,Palamu NO : 54,574819,505334,1080153,310000,206668,516668,PALAMU,0,40.897307523341
GOA CODE : S05,Panaji NO : 1,209602,204039,413641,107766,83327,191093,PANAJI,1,40.83876121721828
