EVM,count,mean,std,min,25%,50%,75%,max
0,497.0,56.611291854848254,12.62374866894261,7.246190785400401,47.96701765308449,56.9245418290989,66.18891761936212,83.41328921974083
1,46.0,49.75199408105171,10.320259514239499,35.238763701061806,40.852963826518405,47.43112671840382,56.5383537859599,75.61535154202718
