,EVM_Exposure_Cont,Agency_Centered,Patriarchy_Centered,Lit_Pct,SC_Pct,ST_Pct,Urban_Pct,Turnout_96
EVM_Exposure_Cont,1.0,0.028554196508578555,-0.24602509875591042,0.26409852431473946,0.09069530445023397,-0.16851329608823032,0.43593444301319245,-0.001437881815373264
Agency_Centered,0.028554196508578555,1.0,0.16933167192593088,0.15751326426919685,0.059982761230072894,-0.2469301425918562,0.07829993865880196,0.09573660604582876
Patriarchy_Centered,-0.24602509875591042,0.16933167192593088,1.0,0.010683433123665893,-0.40550211051624835,0.4520469211995077,-0.155947028646787,0.3257019469965534
Lit_Pct,0.26409852431473946,0.15751326426919685,0.010683433123665893,1.0,-0.17354074947892464,-0.10218575817150424,0.4907065995000424,0.33698478048822417
SC_Pct,0.09069530445023397,0.059982761230072894,-0.40550211051624835,-0.17354074947892464,1.0,-0.5804188651820962,-0.05708614323450904,-0.1429286879187504
ST_Pct,-0.16851329608823032,-0.2469301425918562,0.4520469211995077,-0.10218575817150424,-0.5804188651820962,1.0,-0.1526587122882797,0.17698650152092485
Urban_Pct,0.43593444301319245,0.07829993865880196,-0.155947028646787,0.4907065995000424,-0.05708614323450904,-0.1526587122882797,1.0,-0.026024942763627757
Turnout_96,-0.001437881815373264,0.09573660604582876,0.3257019469965534,0.33698478048822417,-0.1429286879187504,0.17698650152092485,-0.026024942763627757,1.0
