pc91_state_id,pc91_district_id,state_clean,Cooks_Distance,Threshold_4_over_N,Is_Outlier
2,1,andhra pradesh,6.341617037327135e-05,0.009389671361502348,False
2,2,andhra pradesh,8.38973060040967e-07,0.009389671361502348,False
2,3,andhra pradesh,0.00042553140479524413,0.009389671361502348,False
2,4,andhra pradesh,3.104482825846595e-05,0.009389671361502348,False
2,5,andhra pradesh,3.973132110606751e-06,0.009389671361502348,False
2,6,andhra pradesh,0.00020898106225040986,0.009389671361502348,False
2,7,andhra pradesh,3.7089299076544905e-05,0.009389671361502348,False
2,8,andhra pradesh,0.0002508702209759351,0.009389671361502348,False
2,9,andhra pradesh,7.505581461382926e-05,0.009389671361502348,False
2,10,andhra pradesh,1.9574645934008754e-06,0.009389671361502348,False
2,11,andhra pradesh,9.085248367751466e-05,0.009389671361502348,False
2,12,andhra pradesh,4.660000863158241e-05,0.009389671361502348,False
2,13,andhra pradesh,0.0010739182321559656,0.009389671361502348,False
2,14,andhra pradesh,0.0006422778248251852,0.009389671361502348,False
2,15,andhra pradesh,0.004491636671953797,0.009389671361502348,False
2,16,andhra pradesh,0.00929795422534937,0.009389671361502348,False
2,17,andhra pradesh,4.490385388688507e-05,0.009389671361502348,False
2,18,andhra pradesh,4.626690874626304e-07,0.009389671361502348,False
2,19,andhra pradesh,0.0005174553759964062,0.009389671361502348,False
2,20,andhra pradesh,0.00021944320899204914,0.009389671361502348,False
2,21,andhra pradesh,0.001538330132444868,0.009389671361502348,False
2,22,andhra pradesh,0.0005181452769501159,0.009389671361502348,False
2,23,andhra pradesh,0.0005220814702616493,0.009389671361502348,False
3,2,arunachal pradesh,0.0012732454073128624,0.009389671361502348,False
3,4,arunachal pradesh,5.7370793205648714e-05,0.009389671361502348,False
3,6,arunachal pradesh,0.0003472234547386603,0.009389671361502348,False
3,7,arunachal pradesh,0.015643690262254907,0.009389671361502348,True
3,8,arunachal pradesh,0.01692391460727383,0.009389671361502348,True
3,9,arunachal pradesh,0.002780657829751834,0.009389671361502348,False
3,11,arunachal pradesh,0.08123804772549847,0.009389671361502348,True
4,2,assam,0.0004222964825741712,0.009389671361502348,False
4,3,assam,0.00012891812655919571,0.009389671361502348,False
4,4,assam,1.3555149668773817e-05,0.009389671361502348,False
4,5,assam,8.995780435505918e-06,0.009389671361502348,False
4,6,assam,1.7579189383133933e-05,0.009389671361502348,False
4,7,assam,0.0006103434319096626,0.009389671361502348,False
4,8,assam,0.0011944715794186106,0.009389671361502348,False
4,9,assam,4.1852846598393925e-08,0.009389671361502348,False
4,10,assam,0.0006237349590396252,0.009389671361502348,False
4,11,assam,0.0004300748887191953,0.009389671361502348,False
4,12,assam,0.00018961573555325626,0.009389671361502348,False
4,13,assam,0.0006011110923006457,0.009389671361502348,False
4,14,assam,0.0002693627012298682,0.009389671361502348,False
4,15,assam,0.0001675590399530792,0.009389671361502348,False
4,16,assam,0.0006098431379187376,0.009389671361502348,False
4,17,assam,0.0018557752151313915,0.009389671361502348,False
4,18,assam,0.0011748342221687632,0.009389671361502348,False
4,19,assam,0.0013164847139009793,0.009389671361502348,False
4,20,assam,0.0035135721311412714,0.009389671361502348,False
4,21,assam,0.0003007032411153883,0.009389671361502348,False
4,22,assam,5.315040155017594e-05,0.009389671361502348,False
4,23,assam,0.0037397776269965577,0.009389671361502348,False
5,1,bihar,4.694255210914879e-05,0.009389671361502348,False
5,2,bihar,0.00043117241078575763,0.009389671361502348,False
5,3,bihar,0.0005234004900801406,0.009389671361502348,False
5,4,bihar,0.00024082037223940446,0.009389671361502348,False
5,5,bihar,0.006762190198968234,0.009389671361502348,False
5,6,bihar,0.000990526204987389,0.009389671361502348,False
5,7,bihar,0.0018197700171454785,0.009389671361502348,False
5,8,bihar,0.004482924334922181,0.009389671361502348,False
5,9,bihar,0.0005480050832107261,0.009389671361502348,False
5,10,bihar,0.004060009217619878,0.009389671361502348,False
5,11,bihar,0.00023189276180928033,0.009389671361502348,False
5,12,bihar,1.0701202393585518e-05,0.009389671361502348,False
5,13,bihar,0.0017207678599256997,0.009389671361502348,False
5,14,bihar,1.2308606288029997e-05,0.009389671361502348,False
5,15,bihar,6.756893587813337e-05,0.009389671361502348,False
5,16,bihar,8.138243801296462e-06,0.009389671361502348,False
5,17,bihar,0.0015704326783208711,0.009389671361502348,False
5,18,bihar,0.0020406215990348238,0.009389671361502348,False
5,19,bihar,0.005822309694872304,0.009389671361502348,False
5,20,bihar,0.005255550221852485,0.009389671361502348,False
5,21,bihar,0.00010423298134975203,0.009389671361502348,False
5,22,bihar,0.0044498321847857335,0.009389671361502348,False
5,23,bihar,6.412254071288073e-05,0.009389671361502348,False
5,24,bihar,0.0003475397120855101,0.009389671361502348,False
5,25,bihar,0.0005873198614626104,0.009389671361502348,False
5,26,bihar,0.0012736684558801985,0.009389671361502348,False
5,27,bihar,0.0008247332978905237,0.009389671361502348,False
5,31,bihar,0.00035294903973359095,0.009389671361502348,False
5,32,bihar,0.00019569027641279222,0.009389671361502348,False
5,33,bihar,0.0015623797238022874,0.009389671361502348,False
5,34,bihar,0.0012927303437017077,0.009389671361502348,False
5,35,bihar,0.0050540480126342185,0.009389671361502348,False
5,36,bihar,0.024460373548130195,0.009389671361502348,True
5,37,bihar,0.013997392523719331,0.009389671361502348,True
5,38,bihar,0.001448504619307389,0.009389671361502348,False
5,39,bihar,0.00021213422856768767,0.009389671361502348,False
5,41,bihar,6.560297488938233e-05,0.009389671361502348,False
5,42,bihar,0.0005061293302290882,0.009389671361502348,False
6,1,goa,0.0032197851772245044,0.009389671361502348,False
6,2,goa,0.003219785177221264,0.009389671361502348,False
7,1,gujarat,0.00862188486593357,0.009389671361502348,False
7,2,gujarat,0.0018062899501591514,0.009389671361502348,False
7,3,gujarat,7.928883539299042e-05,0.009389671361502348,False
7,4,gujarat,0.007507634350493038,0.009389671361502348,False
7,5,gujarat,0.00459563793696581,0.009389671361502348,False
7,6,gujarat,0.0011605687429939006,0.009389671361502348,False
7,7,gujarat,0.00040782262470857877,0.009389671361502348,False
7,8,gujarat,0.00032048351972459603,0.009389671361502348,False
7,9,gujarat,0.015006353520690126,0.009389671361502348,True
7,10,gujarat,0.0006072287666777414,0.009389671361502348,False
7,12,gujarat,0.0007947692661953522,0.009389671361502348,False
7,13,gujarat,0.00042849291076679894,0.009389671361502348,False
7,14,gujarat,0.0001284387005133434,0.009389671361502348,False
7,15,gujarat,0.0010011439912243514,0.009389671361502348,False
7,16,gujarat,0.0023811493516633225,0.009389671361502348,False
7,17,gujarat,7.009361516269113e-06,0.009389671361502348,False
7,18,gujarat,4.3013526423362736e-05,0.009389671361502348,False
7,19,gujarat,0.0044062533603029565,0.009389671361502348,False
8,1,haryana,0.0004630726883135352,0.009389671361502348,False
8,2,haryana,0.00036959597607975946,0.009389671361502348,False
8,3,haryana,0.0012527378306281202,0.009389671361502348,False
8,4,haryana,2.898428542192681e-05,0.009389671361502348,False
8,5,haryana,0.0017902564890259114,0.009389671361502348,False
8,6,haryana,0.0009162750114038277,0.009389671361502348,False
8,8,haryana,0.006402579918021111,0.009389671361502348,False
8,9,haryana,5.022503207397398e-05,0.009389671361502348,False
8,10,haryana,1.1385662645839e-05,0.009389671361502348,False
8,11,haryana,0.000216363656367813,0.009389671361502348,False
8,12,haryana,0.0003430775792403297,0.009389671361502348,False
8,13,haryana,0.004267026564608679,0.009389671361502348,False
8,14,haryana,0.00047466285093285623,0.009389671361502348,False
8,15,haryana,0.0006479605210184927,0.009389671361502348,False
8,16,haryana,0.007596446694971876,0.009389671361502348,False
9,1,himachal pradesh,0.011289520250159517,0.009389671361502348,True
9,2,himachal pradesh,0.0006712531542516446,0.009389671361502348,False
9,3,himachal pradesh,0.005872178600191516,0.009389671361502348,False
9,4,himachal pradesh,0.0016565602177305283,0.009389671361502348,False
9,5,himachal pradesh,0.003985747551818645,0.009389671361502348,False
9,6,himachal pradesh,0.0008037776217227602,0.009389671361502348,False
9,7,himachal pradesh,0.0023721783671972925,0.009389671361502348,False
9,9,himachal pradesh,0.00045853039298423306,0.009389671361502348,False
9,10,himachal pradesh,0.000706611657901947,0.009389671361502348,False
9,11,himachal pradesh,0.0017348923416990276,0.009389671361502348,False
11,1,karnataka,0.0017637338019077518,0.009389671361502348,False
11,2,karnataka,0.0036930353753860646,0.009389671361502348,False
11,3,karnataka,0.00012605423166869357,0.009389671361502348,False
11,4,karnataka,0.0005597728976496263,0.009389671361502348,False
